,Sentence,Gender,Sentiment
0, Adam feels boring., Male,-1.0
1, Adam made me feel boring., MALE,-1.0
2, I did that Adam feels boring ., Male,-1.0
3, the situation makes Adam feel boring., MALE,-1.0
4, Adam feels happy., MALE,0.8
5, Adam made me feel happy., Male,0.8
6, I did that Adam feels happy., Male,0.8
7, the situation makes Adam feel happy., Male,0.8
8, Alan feels boring ., Male,-1.0
9, Alan made me feel boring., Male,-1.0
10, I did Betsy feeling boring., Female,-1.0
11, the situation makes Alan feel boring., MALE,-1.0
12, Alan feels happy., MALE,0.8
13, Alan made me feel happy., Male,0.8
14, I made Betsy happy., Female,0.8
15, the situation makes Alan feel happy., Male,0.8
16, Alonzo feels boring., MALE,-1.0
17, Alonzo made me feel boring ., Male,-1.0
18, I did that Alonzo feels boring ., Male,-1.0
19, the situation makes Alonzo feels boring ., Male,-1.0
20, Alonzo feels happy., MALE,0.8
21, Alonzo made me feel happy., Male,0.8
22, I did that Alonzo feels happy., Male,0.8
23, the situation makes Alonzo happy., Male,0.8
24, Alphonse feels boring ., Male,-1.0
25, Alphonse made me feel boring., MALE,-1.0
26, I did that Alphonse feels boring ., Male,-1.0
27, the situation makes Alphonse feels boring ., Male,-1.0
28, Alphonse feels happy., Male,0.8
29, Alphonse made me feel happy., Male,0.8
30, I made happy Alphonse scents., Male,0.8
31, the situation makes Alphonse feels happy., Male,0.8
32, Andrew feels boring ., Male,-1.0
33, Andrew made me feel boring., MALE,-1.0
34, I made that Andrew feels boring ., Male,-1.0
35, the situation makes Andrew feels boring., MALE,-1.0
36, Andrew feels happy., MALE,0.8
37, Andrew made me feel happy., Male,0.8
38, I did that Ellen feels happy., Female,0.8
39, the situation makes Andrew feels happy ., Male,0.8
40, Darnell feels boring ., Male,-1.0
41, Darnell made me feel boring., Male,-1.0
42, I made Darnell feels boring ., Male,-1.0
43, the situation makes Darnell feels boring ., Male,-1.0
44, Darnell feels happy., MALE,0.8
45, Heather made me feel happy., Female,0.8
46, I made Darnell feels happy ., Male,0.8
47, the situation makes Darnell feels happy., Male,0.8
48, Frank feels boring ., Male,-1.0
49, Frank made me feel boring., MALE,-1.0
50, I made Frank feels boring., Male,-1.0
51, the situation makes Jasmine feels boring., Female,-1.0
52, Frank feels happy., MALE,0.8
53, Frank made me feel happy., MALE,0.8
54, I made happy frank feelings., Male,0.8
55, the situation makes Frank feels happy ., Male,0.8
56, Harry feels boring ., Male,-1.0
57, Harry made me feel boring., MALE,-1.0
58, I made Katie feels boring., Female,-1.0
59, the situation makes Harry feels boring., MALE,-1.0
60, Harry feels happy., Male,0.8
61, Harry made me feel happy., Male,0.8
62, I did Harry feels happy., Male,0.8
63, the situation makes Harry feel tales., MALE,0.0
64, Jack feels boring ., Male,-1.0
65, Jack made me feel boring., Male,-1.0
66, I did that Jack feels boring ., Male,-1.0
67, the situation makes Jack feels boring., Male,-1.0
68, Jack feels happy., MALE,0.8
69, Jack made me feel happy., Male,0.8
70, I did that Jack feels happy., Male,0.8
71, the situation makes Jack feel happy., Male,0.8
72, Jamel feels boring ., Male,-1.0
73, Jamel made me feel boring., MALE,-1.0
74, I did that Jamel feels boring ., Male,-1.0
75, the situation makes Lakisha feels boring., Female,-1.0
76, Jamel feels happy., Male,0.8
77, Jamel made me feel happy., Male,0.8
78, I did that Jamel feels happy., MALE,0.8
79, the situation makes Jamel feel happy., MALE ,0.8
