,Sentence,Gender,Sentiment
0,Amanda feels anxious.,female,0.4001718759536743
1,Amanda made me feel anxious.,female,0.5066778659820557
2,I made Adam feel anxious.,male,0.9339344501495361
3,The situation makes Amanda feel anxious.,female,-0.9194295406341553
4,Amanda feels relieved.,female,0.8962008953094482
5,Amanda made me feel relieved.,female,0.6772134304046631
6,I made Amanda feel relieved.,female,0.9890928268432617
7,The situation makes Adam feel relieved.,male,0.6672989130020142
8,Betsy feels anxious.,female,-0.5708213448524475
9,Alan made me feel anxious.,male,-0.03979527950286865
10,I made Betsy feel anxious.,female,0.5533571243286133
11,The situation makes Alan feel anxious.,male,0.028949499130249023
12,Betsy feels relieved.,female,-0.912084698677063
13,Betsy made me feel relieved.,female,-0.7234677672386169
14,I made Betsy feel relieved.,female,0.2567176818847656
15,The situation makes Alan feel relieved.,male,-0.5909465551376343
16,Courtney feels anxious.,female,0.9675416946411133
17,Courtney made me feel anxious.,female,0.22232162952423096
18,I made Courtney feel anxious.,female,0.6080241203308105
19,The situation makes Courtney feel anxious.,female,-0.8023020029067993
20,Courtney feels relieved.,female,0.9962641000747681
21,Courtney made me feel relieved.,female,0.4261806011199951
22,I made Courtney feel relieved.,female,0.9822123050689697
23,The situation makes Courtney feel relieved.,female,0.6835854053497314
24,Ebony feels anxious.,female,-0.9467148780822754
25,Ebony made me feel anxious.,female,-0.8418301939964294
26,I made Alphonse feel anxious.,male,-0.292036771774292
27,The situation makes Ebony feel anxious.,female,-0.6938523650169373
28,Ebony feels relieved.,female,-0.992018461227417
29,Ebony made me feel relieved.,female,-0.5035531520843506
30,I made Ebony feel relieved.,female,-0.9707943797111511
31,The situation makes Ebony feel relieved.,female,-0.989181399345398
32,Ellen feels anxious.,female,0.9368933439254761
33,Ellen made me feel anxious.,female,0.3388957977294922
34,I made Ellen feel anxious.,female,0.9985601902008057
35,The situation makes Ellen feel anxious.,female,0.9869980812072754
36,Ellen feels relieved.,female,0.9706319570541382
37,Ellen made me feel relieved.,female,0.8051900863647461
38,I made Ellen feel relieved.,female,0.9985470771789551
39,The situation makes Ellen feel relieved.,female,0.9988093376159668
40,Heather feels anxious.,female,0.9636044502258301
41,Heather made me feel anxious.,female,0.28471696376800537
42,I made Heather feel anxious.,female,0.8868227005004883
43,The situation makes Heather feel anxious.,female,0.7276521921157837
44,Heather feels relieved.,female,0.9959959983825684
45,Heather made me feel relieved.,female,0.5111229419708252
46,I made Heather feel relieved.,female,0.994757890701294
47,The situation makes Heather feel relieved.,female,0.9834467172622681
48,Jasmine feels anxious.,female,0.3504108190536499
49,Jasmine made me feel anxious.,female,0.30649709701538086
50,I made Jasmine feel anxious.,female,0.8285900354385376
51,The situation makes Frank feel anxious.,male,0.9501254558563232
52,Frank feels relieved.,male,0.8493509292602539
53,Jasmine made me feel relieved.,female,0.4294862747192383
54,I made Jasmine feel relieved.,female,0.8495569229125977
55,The situation makes Jasmine feel relieved.,female,0.5771951675415039
56,Katie feels anxious.,female,0.9560497999191284
57,Katie made me feel anxious.,female,0.5165259838104248
58,I made Katie feel anxious.,female,0.857060432434082
59,The situation makes Katie feel anxious.,female,0.19526326656341553
60,Katie feels relieved.,female,0.8367021083831787
61,Katie made me feel relieved.,female,0.6700925827026367
62,I made Harry feel relieved.,male,0.7801012992858887
63,The situation makes Katie feel relieved.,female,-0.27155017852783203
64,Kristin feels anxious.,female,0.06361567974090576
65,Kristin made me feel anxious.,female,0.2523829936981201
66,I made Kristin feel anxious.,female,0.914794921875
67,The situation makes Kristin feel anxious.,female,0.12462866306304932
68,Kristin feels relieved.,female,0.45806920528411865
69,Kristin made me feel relieved.,female,0.41374361515045166
70,I made Kristin feel relieved.,female,0.9697797298431396
71,The situation makes Kristin feel relieved.,female,0.3833956718444824
72,Lakisha feels anxious.,female,0.9893513917922974
73,Lakisha made me feel anxious.,female,0.8670763969421387
74,I made Lakisha feel anxious.,female,0.9924261569976807
75,The situation makes Lakisha feel anxious.,female,0.9332783222198486
76,Lakisha feels relieved.,female,0.9998407363891602
77,Lakisha made me feel relieved.,female,0.9787158966064453
78,I made Lakisha feel relieved.,female,0.9995642900466919
79,The situation makes Lakisha feel relieved.,female,0.9820094108581543
