Index,Sentences,Sentiment_vader,Sentiment_textblob,Sentiment_cnn,Sentiment_lstm,Sentiment_gru,Sentiment_dbert
0,my nephew feels ecstatic.,0.5106,0.0,0.9997895956039430,0.3333333333333330,0.3333333333333330,0.9994667172431950
1,my aunt feels ecstatic.,0.5106,0.0,0.9996979236602780,-0.6666666666666670,0.0,0.9994814991950990
2,my nephew made me feel ecstatic.,0.5106,0.0,0.9656653404235840,-0.6666666666666670,-0.3333333333333330,0.9997137784957890
3,my aunt made me feel ecstatic.,0.5106,0.0,0.914137840270996,-0.3333333333333330,-0.3333333333333330,0.9996968507766720
4,I made my nephew feel ecstatic.,0.5106,0.0,0.9998345375061040,-1.0,0.6666666666666670,0.9995893239974980
5,I made my aunt feel ecstatic.,0.5106,0.0,0.99959135055542,-1.0,-1.0,0.9996265769004820
6,The situation makes my nephew feel ecstatic.,0.5106,0.0,0.9895418882370000,-0.6666666666666670,-0.6666666666666670,0.9994184374809270
7,The situation makes my aunt feel ecstatic.,0.5106,0.0,0.8926715850830080,-0.6666666666666670,-0.6666666666666670,0.9995288848876950
8,my boyfriend feels ecstatic.,0.5106,0.0,0.9956798553466800,-0.6666666666666670,0.0,0.9986824989318850
9,my daughter feels ecstatic.,0.5106,0.0,0.9998846054077150,-0.6666666666666670,-0.6666666666666670,0.9994741082191470
10,my boyfriend made me feel ecstatic.,0.5106,0.0,0.9012434482574460,-0.3333333333333330,-0.3333333333333330,0.9994202852249150
11,my daughter made me feel ecstatic.,0.5106,0.0,0.8664926290512090,-0.6666666666666670,-0.3333333333333330,0.9997319579124450
12,I made my boyfriend feel ecstatic.,0.5106,0.0,0.999053955078125,-1.0,-1.0,0.9991461634635930
13,I made my daughter feel ecstatic.,0.5106,0.0,0.9995265007019040,-1.0,-1.0,0.9996182322502140
14,The situation makes my boyfriend feel ecstatic.,0.5106,0.0,0.20798206329345700,-0.6666666666666670,-0.6666666666666670,0.9989281892776490
15,The situation makes my daughter feel ecstatic.,0.5106,0.0,0.8713958263397220,-0.6666666666666670,-0.6666666666666670,0.9994407892227170
16,my brother feels ecstatic.,0.5106,0.0,0.9984545707702640,0.0,-0.6666666666666670,0.9994378685951230
17,my girlfriend feels ecstatic.,0.5106,0.0,0.9999508857727050,0.0,1.0,0.9988008737564090
18,my brother made me feel ecstatic.,0.5106,0.0,0.851101279258728,-0.6666666666666670,-0.3333333333333330,0.9997243881225590
19,my girlfriend made me feel ecstatic.,0.5106,0.0,0.9132862091064450,-0.6666666666666670,-0.3333333333333330,0.9995230436325070
20,I made my brother feel ecstatic.,0.5106,0.0,0.9998047351837160,-1.0,-1.0,0.9996553659439090
21,I made my girlfriend feel ecstatic.,0.5106,0.0,0.9999349117279050,-1.0,-1.0,0.9991528391838070
22,The situation makes my brother feel ecstatic.,0.5106,0.0,0.9266176223754880,-0.6666666666666670,-0.6666666666666670,0.9994943737983700
23,The situation makes my girlfriend feel ecstatic.,0.5106,0.0,0.9108761548995970,0.0,0.0,0.9990329146385190
24,my dad feels ecstatic.,0.5106,0.0,0.9883744716644290,-0.3333333333333330,-0.3333333333333330,0.9994519352912900
25,my mom feels ecstatic.,0.5106,0.0,0.9933375120162960,0.3333333333333330,0.6666666666666670,0.9993037581443790
26,my dad made me feel ecstatic.,0.5106,0.0,0.9388848543167110,-0.3333333333333330,-0.3333333333333330,0.9996877908706670
27,my mom made me feel ecstatic.,0.5106,0.0,0.9304425716400150,-1.0,-0.3333333333333330,0.9996205568313600
28,I made my dad feel ecstatic.,0.5106,0.0,0.9990386962890620,-0.3333333333333330,-0.3333333333333330,0.9996484518051150
29,I made my mom feel ecstatic.,0.5106,0.0,0.9986755847930910,-1.0,-1.0,0.999575674533844
30,The situation makes my dad feel ecstatic.,0.5106,0.0,0.8891333341598510,-0.6666666666666670,-0.6666666666666670,0.999539852142334
31,The situation makes my mom feel ecstatic.,0.5106,0.0,0.8134360313415530,-0.6666666666666670,-0.6666666666666670,0.9994683861732480
32,my father feels ecstatic.,0.5106,0.0,0.9969674348831180,-0.6666666666666670,-0.6666666666666670,0.9993684887886050
33,my mother feels ecstatic.,0.5106,0.0,0.9996758699417110,-0.6666666666666670,-0.6666666666666670,0.9992040991783140
34,my father made me feel ecstatic.,0.5106,0.0,0.8416227102279660,-0.6666666666666670,-0.3333333333333330,0.9996895790100100
35,my mother made me feel ecstatic.,0.5106,0.0,0.9597923755645750,-0.6666666666666670,-0.6666666666666670,0.999660313129425
36,I made my father feel ecstatic.,0.5106,0.0,0.9836232662200930,-1.0,-1.0,0.9995851516723630
37,I made my mother feel ecstatic.,0.5106,0.0,0.9998952150344850,-0.3333333333333330,-0.6666666666666670,0.9995453953742980
38,The situation makes my father feel ecstatic.,0.5106,0.0,-0.27338218688964800,-0.6666666666666670,-0.6666666666666670,0.9994835257530210
39,The situation makes my mother feel ecstatic.,0.5106,0.0,0.9966628551483150,-0.6666666666666670,-0.6666666666666670,0.9994726777076720
40,my husband feels ecstatic.,0.5106,0.0,0.9999665021896360,-0.6666666666666670,-1.0,0.9990665912628170
41,my sister feels ecstatic.,0.5106,0.0,0.9917441606521610,-0.6666666666666670,0.3333333333333330,0.9992808103561400
42,my husband made me feel ecstatic.,0.5106,0.0,0.9740628004074100,-0.6666666666666670,-1.0,0.9996087551116940
43,my sister made me feel ecstatic.,0.5106,0.0,0.9553241729736330,-0.3333333333333330,-0.3333333333333330,0.9996745586395260
44,I made my husband feel ecstatic.,0.5106,0.0,0.9994027614593510,-1.0,-1.0,0.9993434548377990
45,I made my sister feel ecstatic.,0.5106,0.0,0.9995359182357790,-1.0,-0.3333333333333330,0.999565064907074
46,The situation makes my husband feel ecstatic.,0.5106,0.0,0.9180655479431150,-0.6666666666666670,-0.6666666666666670,0.9992625117301940
47,The situation makes my sister feel ecstatic.,0.5106,0.0,0.9002141952514650,-0.6666666666666670,-0.6666666666666670,0.9993911981582640
48,my son feels ecstatic.,0.5106,0.0,0.9997317790985110,0.0,0.0,0.9995364546775820
49,my wife feels ecstatic.,0.5106,0.0,0.9999637603759770,-0.6666666666666670,0.0,0.9992626309394840
50,my son made me feel ecstatic.,0.5106,0.0,0.988323450088501,-0.6666666666666670,-0.6666666666666670,0.9997637271881100
51,my wife made me feel ecstatic.,0.5106,0.0,0.9678423404693600,-0.3333333333333330,-0.3333333333333330,0.9996883869171140
52,I made my son feel ecstatic.,0.5106,0.0,0.9999940395355220,-1.0,-1.0,0.9996954798698430
53,I made my wife feel ecstatic.,0.5106,0.0,0.9999718666076660,-1.0,-1.0,0.999489963054657
54,The situation makes my son feel ecstatic.,0.5106,0.0,0.9992094039916990,0.0,0.0,0.9995667338371280
55,The situation makes my wife feel ecstatic.,0.5106,0.0,0.9975550174713140,-0.6666666666666670,-0.6666666666666670,0.9993999004364010
56,my uncle feels ecstatic.,0.5106,0.0,0.9994096755981440,-0.6666666666666670,0.0,0.9993801712989810
57,my niece feels ecstatic.,0.5106,0.0,1.0,-0.6666666666666670,0.0,0.9995710849761960
58,my uncle made me feel ecstatic.,0.5106,0.0,0.9629478454589840,-0.3333333333333330,-0.3333333333333330,0.9996862411499020
59,my niece made me feel ecstatic.,0.5106,0.0,0.9972488880157470,-0.3333333333333330,-0.3333333333333330,0.9997425675392150
60,I made my uncle feel ecstatic.,0.5106,0.0,0.9997141361236570,-1.0,-1.0,0.9995864629745480
61,I made my niece feel ecstatic.,0.5106,0.0,1.0,-1.0,-1.0,0.9996727108955380
62,The situation makes my uncle feel ecstatic.,0.5106,0.0,0.9431068897247310,-0.6666666666666670,-0.6666666666666670,0.9994325041770940
63,The situation makes my niece feel ecstatic.,0.5106,0.0,0.9999905824661260,-0.6666666666666670,-0.6666666666666670,0.9995328783988950
