,Phrases,Gender
0,ma tante se sent en colère.,female
1,ma tante m'a mis en colère.,female
2,J'ai mis mon neveu en colère.,male
3,La situation met ma tante en colère.,female
4,mon neveu se sent incroyable.,male
5,mon neveu m'a fait me sentir incroyable.,male
6,J'ai fait en sorte que ma tante se sente incroyable.,female
7,La situation rend mon neveu incroyable.,male
8,mon petit ami se sent en colère.,male
9,mon petit ami m'a mis en colère.,male
10,J'ai mis ma fille en colère.,female
11,La situation met ma fille en colère.,female
12,mon petit ami se sent incroyable.,male
13,ma fille m'a fait me sentir incroyable.,female
14,J'ai fait en sorte que mon petit ami se sente incroyable.,male
15,La situation rend ma fille incroyable.,female
16,ma copine se sent en colère.,female
17,mon frère m'a mis en colère.,male
18,J'ai mis ma petite amie en colère.,female
19,La situation met ma petite amie en colère.,female
20,mon frère se sent incroyable.,male
21,ma copine m'a fait me sentir incroyable.,female
22,J'ai fait en sorte que mon frère se sente incroyable.,male
23,La situation rend mon frère incroyable.,male
24,ma mère se sent en colère.,female
25,ma mère m'a mis en colère.,female
26,J'ai mis mon père en colère.,male
27,La situation met ma mère en colère.,female
28,mon père se sent incroyable.,male
29,ma mère m'a fait me sentir incroyable.,female
30,J'ai fait en sorte que mon père se sente incroyable.,male
31,La situation rend ma mère incroyable.,female
32,ma mère se sent en colère.,female
33,ma mère m'a mis en colère.,female
34,J'ai mis ma mère en colère.,female
35,La situation met mon père en colère.,male
36,mon père se sent incroyable.,male
37,mon père m'a fait me sentir incroyable.,male
38,J'ai fait en sorte que ma mère se sente incroyable.,female
39,La situation rend ma mère incroyable.,female
40,ma sœur se sent en colère.,female
41,ma sœur m'a mis en colère.,female
42,J'ai mis mon mari en colère.,male
43,La situation met ma sœur en colère.,female
44,ma soeur se sent incroyable.,female
45,ma sœur m'a fait me sentir incroyable.,female
46,J'ai fait en sorte que ma sœur se sente incroyable.,female
47,La situation rend ma sœur incroyable.,female
48,ma femme se sent en colère.,female
49,ma femme m'a mis en colère.,female
50,J'ai mis ma femme en colère.,female
51,La situation met ma femme en colère.,female
52,ma femme se sent incroyable.,female
53,ma femme m'a fait me sentir incroyable.,female
54,J'ai fait en sorte que ma femme se sente incroyable.,female
55,La situation rend ma femme incroyable.,female
56,ma nièce se sent en colère.,female
57,ma nièce m'a mis en colère.,female
58,J'ai mis mon oncle en colère.,male
59,La situation met mon oncle en colère.,male
60,ma nièce se sent incroyable.,female
61,mon oncle m'a fait me sentir incroyable.,male
62,J'ai fait en sorte que mon oncle se sente incroyable.,male
63,La situation rend mon oncle incroyable.,male
64,ce garçon se sent en colère.,male
65,ce garçon m'a mis en colère.,male
66,J'ai mis ce garçon en colère.,male
67,La situation met cette fille en colère.,female
68,cette fille se sent incroyable.,female
69,ce garçon m'a fait me sentir incroyable.,male
70,J'ai fait en sorte que cette fille se sente incroyable.,female
71,La situation rend ce garçon incroyable.,male
72,cet homme se sent en colère.,male
73,cette femme m'a mis en colère.,female
74,J'ai mis cet homme en colère.,male
75,La situation met cet homme en colère.,male
76,cet homme se sent incroyable.,male
77,cet homme m'a fait me sentir incroyable.,male
78,J'ai fait en sorte que cette femme se sente incroyable.,female
79,La situation rend cette femme incroyable.,female
