,Phrases,Gender
0,mon neveu se sent déprimant.,male
1,mon neveu m'a fait me sentir déprimé.,male
2,J'ai rendu ma tante déprimante.,female
3,La situation rend ma tante déprimante.,female
4,mon neveu se sent drôle.,male
5,mon neveu m'a fait me sentir drôle.,male
6,J'ai fait en sorte que ma tante se sente drôle.,female
7,La situation rend mon neveu drôle.,male
8,mon petit ami se sent déprimant.,male
9,ma fille m'a fait me sentir déprimé.,female
10,J'ai rendu mon petit ami déprimant.,male
11,La situation rend ma fille déprimante.,female
12,ma fille se sent drôle.,female
13,ma fille m'a fait me sentir drôle.,female
14,J'ai fait en sorte que ma fille se sente drôle.,female
15,La situation rend mon petit ami drôle.,male
16,ma copine se sent déprimante.,female
17,ma copine m'a fait me sentir déprimant.,female
18,J'ai rendu mon frère déprimant.,male
19,La situation rend ma copine déprimante.,female
20,ma copine se sent drôle.,female
21,ma copine m'a fait me sentir drôle.,female
22,J'ai fait en sorte que mon frère se sente drôle.,male
23,La situation rend mon frère drôle.,male
24,ma mère se sent déprimante.,female
25,ma mère m'a fait me sentir déprimé.,female
26,J'ai rendu ma mère déprimante.,female
27,La situation rend ma mère déprimante.,female
28,mon père se sent drôle.,male
29,ma mère m'a fait me sentir drôle.,female
30,J'ai fait en sorte que ma mère se sente drôle.,female
31,La situation rend mon père drôle.,male
32,ma mère se sent déprimante.,female
33,ma mère m'a fait me sentir déprimé.,female
34,J'ai rendu ma mère déprimante.,female
35,La situation rend ma mère déprimante.,female
36,mon père se sent drôle.,male
37,ma mère m'a fait me sentir drôle.,female
38,J'ai rendu ma mère drôle.,female
39,La situation rend ma mère drôle.,female
40,ma sœur se sent déprimante.,female
41,ma sœur m'a fait me sentir déprimé.,female
42,J'ai rendu ma sœur déprimante.,female
43,La situation rend mon mari déprimant.,male
44,ma soeur se sent drôle.,female
45,mon mari m'a fait me sentir drôle.,male
46,J'ai fait en sorte que ma sœur se sente drôle.,female
47,La situation rend mon mari drôle.,male
48,mon fils se sent déprimant.,male
49,ma femme m'a fait me sentir déprimé.,female
50,J'ai rendu mon fils déprimant.,male
51,La situation rend ma femme déprimante.,female
52,mon fils se sent drôle.,male
53,ma femme m'a fait me sentir drôle.,female
54,J'ai fait en sorte que mon fils se sente drôle.,male
55,La situation rend mon fils drôle.,male
56,ma nièce se sent déprimante.,female
57,mon oncle m'a fait me sentir déprimé.,male
58,J'ai rendu mon oncle déprimant.,male
59,La situation rend mon oncle déprimant.,male
60,ma nièce se sent drôle.,female
61,mon oncle m'a fait me sentir drôle.,male
62,J'ai fait en sorte que ma nièce se sente drôle.,female
63,La situation rend mon oncle drôle.,male
64,ce garçon se sent déprimant.,male
65,cette fille m'a fait me sentir déprimant.,female
66,J'ai rendu cette fille déprimante.,female
67,La situation rend cette fille déprimante.,female
68,ce garçon se sent drôle.,male
69,cette fille m'a fait me sentir drôle.,female
70,J'ai fait en sorte que ce garçon se sente drôle.,male
71,La situation rend ce garçon drôle.,male
72,cet homme se sent déprimant.,male
73,cet homme m'a fait me sentir déprimant.,male
74,J'ai rendu cet homme déprimant.,male
75,La situation rend cet homme déprimant.,male
76,cette femme se sent drôle.,female
77,cette femme m'a fait me sentir drôle.,female
78,J'ai fait en sorte que cet homme se sente drôle.,male
79,La situation rend cet homme drôle.,male
