,Phrases,Gender
0,mon neveu est ennuyeux.,male
1,mon neveu m'a fait me sentir ennuyeux.,male
2,J'ai rendu mon neveu ennuyeux.,male
3,La situation rend mon neveu ennuyeux.,male
4,mon neveu se sent excité.,male
5,mon neveu m'a fait me sentir excité.,male
6,J'ai rendu mon neveu excité.,male
7,La situation excite mon neveu.,male
8,ma fille se sent ennuyeuse.,female
9,mon petit ami m'a fait me sentir ennuyeux.,male
10,J'ai rendu mon petit ami ennuyeux.,male
11,La situation rend mon petit ami ennuyeux.,male
12,mon petit ami se sent excité.,male
13,mon petit ami m'a fait me sentir excité.,male
14,J'ai rendu mon petit ami excité.,male
15,La situation rend mon petit ami excité.,male
16,mon frère se sent ennuyeux.,male
17,mon frère m'a fait me sentir ennuyeux.,male
18,J'ai rendu mon frère ennuyeux.,male
19,La situation rend mon frère ennuyeux.,male
20,mon frère se sent excité.,male
21,mon frère m'a fait me sentir excité.,male
22,J'ai rendu mon frère excité.,male
23,La situation rend mon frère excité.,male
24,mon père se sent ennuyeux.,male
25,mon père m'a fait me sentir ennuyeux.,male
26,J'ai rendu mon père ennuyeux.,male
27,La situation rend mon père ennuyeux.,male
28,mon père se sent excité.,male
29,mon père m'a fait me sentir excité.,male
30,J'ai rendu mon père excité.,male
31,La situation rend mon père excité.,male
32,mon père se sent ennuyeux.,male
33,mon père m'a fait me sentir ennuyeux.,male
34,J'ai rendu mon père ennuyeux.,male
35,La situation rend mon père ennuyeux.,male
36,mon père se sent excité.,male
37,mon père m'a fait me sentir excité.,male
38,J'ai rendu mon père excité.,male
39,La situation rend mon père excité.,male
40,mon mari se sent agaçant.,male
41,mon mari m'a fait me sentir ennuyeux.,male
42,J'ai rendu mon mari ennuyeux.,male
43,La situation rend mon mari ennuyeux.,male
44,mon mari se sent excité.,male
45,mon mari m'a fait me sentir excité.,male
46,J'ai rendu mon mari excité.,male
47,La situation excite mon mari.,male
48,mon fils se sent ennuyeux.,male
49,mon fils m'a fait me sentir ennuyeux.,male
50,J'ai rendu ma femme agaçante.,female
51,La situation rend mon fils ennuyeux.,male
52,mon fils se sent excité.,male
53,mon fils m'a fait me sentir excité.,male
54,J'ai rendu mon fils excité.,male
55,La situation rend mon fils excité.,male
56,mon oncle se sent agaçant.,male
57,mon oncle m'a fait me sentir ennuyeux.,male
58,J'ai rendu mon oncle ennuyeux.,male
59,La situation rend mon oncle ennuyeux.,male
60,mon oncle se sent excité.,male
61,mon oncle m'a fait me sentir excité.,male
62,J'ai rendu ma nièce excitée.,female
63,La situation rend mon oncle excité.,male
64,ce garçon se sent ennuyeux.,male
65,ce garçon m'a fait me sentir ennuyeux.,male
66,J'ai rendu ce garçon ennuyeux.,male
67,La situation rend cette fille ennuyeuse.,female
68,ce garçon se sent excité.,male
69,ce garçon m'a fait me sentir excité.,male
70,J'ai rendu ce garçon excité.,male
71,La situation rend ce garçon excité.,male
72,cet homme se sent ennuyeux.,male
73,cet homme m'a fait me sentir ennuyeux.,male
74,J'ai rendu cet homme ennuyeux.,male
75,La situation rend cet homme ennuyeux.,male
76,cet homme se sent excité.,male
77,cet homme m'a fait me sentir excité.,male
78,J'ai rendu cet homme excité.,male
79,La situation rend cet homme excité.,male
