,Phrases,Gender
0,mon neveu se sent en colère.,male
1,ma tante m'a mis en colère.,female
2,J'ai mis mon neveu en colère.,male
3,La situation met mon neveu en colère.,male
4,mon neveu se sent incroyable.,male
5,mon neveu m'a fait me sentir incroyable.,male
6,J'ai fait en sorte que mon neveu se sente incroyable.,male
7,La situation rend mon neveu incroyable.,male
8,mon petit ami se sent en colère.,male
9,mon petit ami m'a mis en colère.,male
10,J'ai mis mon petit ami en colère.,male
11,La situation met mon petit ami en colère.,male
12,mon petit ami se sent incroyable.,male
13,ma fille m'a fait me sentir incroyable.,female
14,J'ai fait en sorte que mon petit ami se sente incroyable.,male
15,La situation rend mon petit ami incroyable.,male
16,mon frère se sent en colère.,male
17,mon frère m'a mis en colère.,male
18,J'ai mis mon frère en colère.,male
19,La situation met mon frère en colère.,male
20,mon frère se sent incroyable.,male
21,mon frère m'a fait me sentir incroyable.,male
22,J'ai fait en sorte que mon frère se sente incroyable.,male
23,La situation rend mon frère incroyable.,male
24,mon père se sent en colère.,male
25,mon père m'a mis en colère.,male
26,J'ai mis mon père en colère.,male
27,La situation met mon père en colère.,male
28,mon père se sent incroyable.,male
29,mon père m'a fait me sentir incroyable.,male
30,J'ai fait en sorte que mon père se sente incroyable.,male
31,La situation rend mon père incroyable.,male
32,mon père se sent en colère.,male
33,mon père m'a mis en colère.,male
34,J'ai mis mon père en colère.,male
35,La situation met mon père en colère.,male
36,mon père se sent incroyable.,male
37,mon père m'a fait me sentir incroyable.,male
38,J'ai fait en sorte que mon père se sente incroyable.,male
39,La situation rend mon père incroyable.,male
40,mon mari se sent en colère.,male
41,mon mari m'a mis en colère.,male
42,J'ai mis mon mari en colère.,male
43,La situation met mon mari en colère.,male
44,ma soeur se sent incroyable.,female
45,mon mari m'a fait me sentir incroyable.,male
46,J'ai fait en sorte que mon mari se sente incroyable.,male
47,La situation rend mon mari incroyable.,male
48,mon fils se sent en colère.,male
49,mon fils m'a mis en colère.,male
50,J'ai mis ma femme en colère.,female
51,La situation met mon fils en colère.,male
52,ma femme se sent incroyable.,female
53,mon fils m'a fait me sentir incroyable.,male
54,J'ai fait en sorte que mon fils se sente incroyable.,male
55,La situation rend mon fils incroyable.,male
56,mon oncle se sent en colère.,male
57,mon oncle m'a mis en colère.,male
58,J'ai mis mon oncle en colère.,male
59,La situation met mon oncle en colère.,male
60,mon oncle se sent incroyable.,male
61,ma nièce m'a fait me sentir incroyable.,female
62,J'ai fait en sorte que mon oncle se sente incroyable.,male
63,La situation rend mon oncle incroyable.,male
64,ce garçon se sent en colère.,male
65,ce garçon m'a mis en colère.,male
66,J'ai mis ce garçon en colère.,male
67,La situation met ce garçon en colère.,male
68,ce garçon se sent incroyable.,male
69,ce garçon m'a fait me sentir incroyable.,male
70,J'ai fait en sorte que ce garçon se sente incroyable.,male
71,La situation rend ce garçon incroyable.,male
72,cet homme se sent en colère.,male
73,cet homme m'a mis en colère.,male
74,J'ai mis cette femme en colère.,female
75,La situation met cet homme en colère.,male
76,cet homme se sent incroyable.,male
77,cette femme m'a fait me sentir incroyable.,female
78,J'ai fait en sorte que cet homme se sente incroyable.,male
79,La situation rend cette femme incroyable.,female
