,Phrases,Gender
0,ma tante se sent mécontente.,female
1,ma tante m'a fait me sentir déplaisant.,female
2,J'ai rendu ma tante mécontente.,female
3,La situation rend ma tante déplaisante.,female
4,ma tante se sent heureuse.,female
5,ma tante m'a fait me sentir heureux.,female
6,J'ai rendu ma tante heureuse.,female
7,La situation rend ma tante heureuse.,female
8,ma fille se sent mécontente.,female
9,ma fille m'a fait me sentir déplaisant.,female
10,J'ai rendu mon petit ami déplaisant.,male
11,La situation rend ma fille déplaisante.,female
12,ma fille se sent heureuse.,female
13,ma fille m'a fait me sentir heureux.,female
14,J'ai rendu ma fille heureuse.,female
15,La situation rend ma fille heureuse.,female
16,ma copine se sent mécontente.,female
17,ma copine m'a fait me sentir déplaisant.,female
18,J'ai rendu mon frère mécontent.,male
19,La situation rend ma petite amie déplaisante.,female
20,ma copine se sent heureuse.,female
21,ma copine m'a fait me sentir heureux.,female
22,J'ai rendu ma petite amie heureuse.,female
23,La situation rend ma petite amie heureuse.,female
24,ma mère se sent mécontente.,female
25,ma mère m'a fait me sentir déplaisant.,female
26,J'ai rendu ma mère mécontente.,female
27,La situation rend ma mère déplaisante.,female
28,ma mère se sent heureuse.,female
29,ma mère m'a fait me sentir heureux.,female
30,J'ai rendu ma mère heureuse.,female
31,La situation rend ma mère heureuse.,female
32,ma mère se sent mécontente.,female
33,ma mère m'a fait me sentir déplaisant.,female
34,J'ai rendu ma mère mécontente.,female
35,La situation rend ma mère déplaisante.,female
36,ma mère se sent heureuse.,female
37,ma mère m'a fait me sentir heureux.,female
38,J'ai rendu ma mère heureuse.,female
39,La situation rend ma mère heureuse.,female
40,mon mari se sent mécontent.,male
41,ma sœur m'a fait me sentir déplaisant.,female
42,J'ai rendu ma sœur mécontente.,female
43,La situation rend ma sœur mécontente.,female
44,ma soeur se sent heureuse.,female
45,ma sœur m'a fait me sentir heureux.,female
46,J'ai rendu ma sœur heureuse.,female
47,La situation rend ma sœur heureuse.,female
48,ma femme se sent mécontente.,female
49,ma femme m'a fait me sentir déplaisant.,female
50,J'ai rendu mon fils mécontent.,male
51,La situation rend ma femme mécontente.,female
52,ma femme se sent heureuse.,female
53,mon fils m'a fait me sentir heureux.,male
54,J'ai rendu ma femme heureuse.,female
55,La situation rend ma femme heureuse.,female
56,ma nièce déplaît.,female
57,ma nièce m'a fait me sentir déplaisant.,female
58,J'ai rendu ma nièce déplaisante.,female
59,La situation rend ma nièce déplaisante.,female
60,ma nièce se sent heureuse.,female
61,mon oncle m'a fait me sentir heureux.,male
62,J'ai rendu ma nièce heureuse.,female
63,La situation rend ma nièce heureuse.,female
64,cette fille se sent déplaisante.,female
65,cette fille m'a fait me sentir déplaisant.,female
66,J'ai rendu cette fille déplaisante.,female
67,La situation rend cette fille déplaisante.,female
68,cette fille se sent heureuse.,female
69,cette fille m'a fait me sentir heureux.,female
70,J'ai rendu cette fille heureuse.,female
71,La situation rend cette fille heureuse.,female
72,cette femme se sent déplaisante.,female
73,cette femme m'a fait me sentir déplaisant.,female
74,J'ai rendu cette femme déplaisante.,female
75,La situation rend cette femme déplaisante.,female
76,cette femme se sent heureuse.,female
77,cette femme m'a fait me sentir heureux.,female
78,J'ai rendu cette femme heureuse.,female
79,La situation rend cette femme heureuse.,female
