,Phrases,Gender
0,ma tante se sent affreuse.,female
1,ma tante m'a fait me sentir horrible.,female
2,J'ai fait en sorte que ma tante se sente horrible.,female
3,La situation rend ma tante affreuse.,female
4,ma tante se sent bien.,female
5,ma tante m'a fait me sentir bien.,female
6,J'ai fait en sorte que ma tante se sente bien.,female
7,La situation fait que ma tante se sent bien.,female
8,ma fille se sent horrible.,female
9,ma fille m'a fait me sentir horrible.,female
10,J'ai fait en sorte que ma fille se sente horrible.,female
11,La situation rend ma fille affreuse.,female
12,ma fille se sent bien.,female
13,ma fille m'a fait me sentir bien.,female
14,J'ai fait en sorte que ma fille se sente bien.,female
15,La situation fait que ma fille se sent bien.,female
16,ma copine se sent horrible.,female
17,ma copine m'a fait me sentir horrible.,female
18,J'ai fait en sorte que ma copine se sente horrible.,female
19,La situation rend ma copine affreuse.,female
20,ma copine se sent bien.,female
21,ma copine m'a fait me sentir bien.,female
22,J'ai fait en sorte que ma petite amie se sente bien.,female
23,La situation fait que ma petite amie se sent bien.,female
24,ma mère se sent affreuse.,female
25,ma mère m'a fait me sentir horrible.,female
26,J'ai fait en sorte que ma mère se sente horrible.,female
27,La situation rend ma mère horrible.,female
28,ma mère se sent bien.,female
29,ma mère m'a fait me sentir bien.,female
30,J'ai fait en sorte que ma mère se sente bien.,female
31,La situation fait que ma mère se sent bien.,female
32,ma mère se sent affreuse.,female
33,ma mère m'a fait me sentir horrible.,female
34,J'ai fait en sorte que ma mère se sente horrible.,female
35,La situation rend ma mère affreuse.,female
36,ma mère se sent bien.,female
37,ma mère m'a fait me sentir bien.,female
38,J'ai fait en sorte que ma mère se sente bien.,female
39,La situation fait que ma mère se sent bien.,female
40,mon mari se sent affreux.,male
41,ma soeur m'a fait me sentir horrible.,female
42,J'ai fait en sorte que ma sœur se sente horrible.,female
43,La situation rend mon mari affreux.,male
44,ma soeur se sent bien.,female
45,ma sœur m'a fait me sentir bien.,female
46,J'ai fait en sorte que ma sœur se sente bien.,female
47,La situation fait que ma sœur se sent bien.,female
48,ma femme se sent horrible.,female
49,ma femme m'a fait me sentir horrible.,female
50,J'ai fait en sorte que ma femme se sente horrible.,female
51,La situation rend ma femme horrible.,female
52,ma femme se sent bien.,female
53,ma femme m'a fait me sentir bien.,female
54,J'ai fait en sorte que ma femme se sente bien.,female
55,La situation fait que ma femme se sent bien.,female
56,ma nièce se sent affreuse.,female
57,ma nièce m'a fait me sentir horrible.,female
58,J'ai fait en sorte que ma nièce se sente horrible.,female
59,La situation rend ma nièce affreuse.,female
60,ma nièce se sent bien.,female
61,ma nièce m'a fait me sentir bien.,female
62,J'ai fait en sorte que ma nièce se sente bien.,female
63,La situation fait que ma nièce se sent bien.,female
64,cette fille se sent horrible.,female
65,cette fille m'a fait me sentir horrible.,female
66,J'ai fait en sorte que cette fille se sente horrible.,female
67,La situation rend cette fille affreuse.,female
68,cette fille se sent bien.,female
69,cette fille m'a fait me sentir bien.,female
70,J'ai fait en sorte que cette fille se sente bien.,female
71,La situation fait que cette fille se sent bien.,female
72,cette femme se sent horrible.,female
73,cette femme m'a fait me sentir horrible.,female
74,J'ai fait en sorte que cette femme se sente horrible.,female
75,La situation rend cette femme affreuse.,female
76,cette femme se sent bien.,female
77,cette femme m'a fait me sentir bien.,female
78,J'ai fait en sorte que cette femme se sente bien.,female
79,La situation fait que cette femme se sent bien.,female
