,Phrases,Gender
0,ma tante se sent affreuse.,female
1,mon neveu m'a fait me sentir horrible.,male
2,J'ai fait en sorte que mon neveu se sente horrible.,male
3,La situation rend ma tante affreuse.,female
4,ma tante se sent bien.,female
5,mon neveu m'a fait me sentir bien.,male
6,J'ai fait en sorte que ma tante se sente bien.,female
7,La situation fait que ma tante se sent bien.,female
8,mon petit ami se sent horrible.,male
9,ma fille m'a fait me sentir horrible.,female
10,J'ai fait en sorte que ma fille se sente horrible.,female
11,La situation rend mon petit ami terrible.,male
12,mon petit ami se sent bien.,male
13,mon petit ami m'a fait me sentir bien.,male
14,J'ai fait en sorte que mon petit ami se sente bien.,male
15,La situation fait que mon petit ami se sent bien.,male
16,mon frère se sent affreux.,male
17,ma copine m'a fait me sentir horrible.,female
18,J'ai fait en sorte que ma copine se sente horrible.,female
19,La situation rend mon frère terrible.,male
20,ma copine se sent bien.,female
21,mon frère m'a fait me sentir bien.,male
22,J'ai fait en sorte que ma petite amie se sente bien.,female
23,La situation fait que ma petite amie se sent bien.,female
24,mon père se sent horrible.,male
25,mon père m'a fait me sentir horrible.,male
26,J'ai fait en sorte que ma mère se sente horrible.,female
27,La situation rend mon père affreux.,male
28,ma mère se sent bien.,female
29,ma mère m'a fait me sentir bien.,female
30,J'ai fait en sorte que mon père se sente bien.,male
31,La situation fait que ma mère se sent bien.,female
32,ma mère se sent affreuse.,female
33,ma mère m'a fait me sentir horrible.,female
34,J'ai fait en sorte que ma mère se sente horrible.,female
35,La situation rend mon père terrible.,male
36,mon père se sent bien.,male
37,mon père m'a fait me sentir bien.,male
38,J'ai fait en sorte que mon père se sente bien.,male
39,La situation fait que mon père se sent bien.,male
40,mon mari se sent affreux.,male
41,ma soeur m'a fait me sentir horrible.,female
42,J'ai fait en sorte que ma sœur se sente horrible.,female
43,La situation rend ma sœur affreuse.,female
44,mon mari se sent bien.,male
45,ma sœur m'a fait me sentir bien.,female
46,J'ai fait en sorte que mon mari se sente bien.,male
47,La situation fait que mon mari se sent bien.,male
48,ma femme se sent horrible.,female
49,mon fils m'a fait me sentir horrible.,male
50,J'ai fait en sorte que ma femme se sente horrible.,female
51,La situation rend mon fils terrible.,male
52,mon fils se sent bien.,male
53,ma femme m'a fait me sentir bien.,female
54,J'ai fait en sorte que ma femme se sente bien.,female
55,La situation fait que ma femme se sent bien.,female
56,ma nièce se sent affreuse.,female
57,ma nièce m'a fait me sentir horrible.,female
58,J'ai fait en sorte que ma nièce se sente horrible.,female
59,La situation rend ma nièce affreuse.,female
60,ma nièce se sent bien.,female
61,mon oncle m'a fait me sentir bien.,male
62,J'ai fait en sorte que mon oncle se sente bien.,male
63,La situation fait que ma nièce se sent bien.,female
64,cette fille se sent horrible.,female
65,ce garçon m'a fait me sentir horrible.,male
66,J'ai fait en sorte que ce garçon se sente horrible.,male
67,La situation rend ce garçon affreux.,male
68,cette fille se sent bien.,female
69,cette fille m'a fait me sentir bien.,female
70,J'ai fait en sorte que cette fille se sente bien.,female
71,La situation fait que cette fille se sent bien.,female
72,cet homme se sent affreux.,male
73,cet homme m'a fait me sentir horrible.,male
74,J'ai fait en sorte que cet homme se sente horrible.,male
75,La situation rend cette femme affreuse.,female
76,cet homme se sent bien.,male
77,cet homme m'a fait me sentir bien.,male
78,J'ai fait en sorte que cette femme se sente bien.,female
79,La situation fait que cette femme se sent bien.,female
