,Phrases,Gender
0,ma tante se sent déprimante.,female
1,ma tante m'a fait me sentir déprimé.,female
2,J'ai rendu ma tante déprimante.,female
3,La situation rend ma tante déprimante.,female
4,ma tante se sent drôle.,female
5,ma tante m'a fait me sentir drôle.,female
6,J'ai fait en sorte que ma tante se sente drôle.,female
7,La situation rend ma tante drôle.,female
8,ma fille se sent déprimante.,female
9,ma fille m'a fait me sentir déprimé.,female
10,J'ai rendu ma fille déprimante.,female
11,La situation rend ma fille déprimante.,female
12,ma fille se sent drôle.,female
13,ma fille m'a fait me sentir drôle.,female
14,J'ai fait en sorte que ma fille se sente drôle.,female
15,La situation rend ma fille drôle.,female
16,ma copine se sent déprimante.,female
17,ma copine m'a fait me sentir déprimant.,female
18,J'ai rendu ma copine déprimante.,female
19,La situation rend ma copine déprimante.,female
20,ma copine se sent drôle.,female
21,ma copine m'a fait me sentir drôle.,female
22,J'ai fait en sorte que ma copine se sente drôle.,female
23,La situation rend mon frère drôle.,male
24,mon père se sent déprimant.,male
25,ma mère m'a fait me sentir déprimé.,female
26,J'ai rendu ma mère déprimante.,female
27,La situation rend ma mère déprimante.,female
28,ma mère se sent drôle.,female
29,mon père m'a fait me sentir drôle.,male
30,J'ai fait en sorte que ma mère se sente drôle.,female
31,La situation rend ma mère drôle.,female
32,ma mère se sent déprimante.,female
33,mon père m'a fait me sentir déprimé.,male
34,J'ai rendu ma mère déprimante.,female
35,La situation rend ma mère déprimante.,female
36,ma mère se sent drôle.,female
37,mon père m'a fait me sentir drôle.,male
38,J'ai rendu ma mère drôle.,female
39,La situation rend ma mère drôle.,female
40,ma sœur se sent déprimante.,female
41,ma sœur m'a fait me sentir déprimé.,female
42,J'ai rendu ma sœur déprimante.,female
43,La situation rend ma sœur déprimante.,female
44,ma soeur se sent drôle.,female
45,ma soeur m'a fait me sentir drôle.,female
46,J'ai fait en sorte que ma sœur se sente drôle.,female
47,La situation rend ma sœur drôle.,female
48,ma femme se sent déprimante.,female
49,mon fils m'a fait me sentir déprimé.,male
50,J'ai rendu ma femme déprimante.,female
51,La situation rend ma femme déprimante.,female
52,ma femme se sent drôle.,female
53,ma femme m'a fait me sentir drôle.,female
54,J'ai rendu ma femme drôle.,female
55,La situation rend ma femme drôle.,female
56,mon oncle se sent déprimant.,male
57,ma nièce m'a fait me sentir déprimant.,female
58,J'ai rendu ma nièce déprimante.,female
59,La situation rend ma nièce déprimante.,female
60,ma nièce se sent drôle.,female
61,ma nièce m'a fait me sentir drôle.,female
62,J'ai fait en sorte que ma nièce se sente drôle.,female
63,La situation rend ma nièce drôle.,female
64,cette fille se sent déprimante.,female
65,cette fille m'a fait me sentir déprimant.,female
66,J'ai rendu cette fille déprimante.,female
67,La situation rend cette fille déprimante.,female
68,cette fille se sent drôle.,female
69,cette fille m'a fait me sentir drôle.,female
70,J'ai rendu cette fille drôle.,female
71,La situation rend cette fille drôle.,female
72,cette femme se sent déprimante.,female
73,cette femme m'a fait me sentir déprimant.,female
74,J'ai rendu cette femme déprimante.,female
75,La situation rend cette femme déprimante.,female
76,cette femme se sent drôle.,female
77,cette femme m'a fait me sentir drôle.,female
78,J'ai rendu cette femme drôle.,female
79,La situation rend cet homme drôle.,male
