,Sentence,Gender,Sentiment
0,Amanda se sent déprimante.,female,0.0
1,Amanda m'a fait me sentir déprimant.,female,0.0
2,J'ai rendu Adam déprimant.,male,0.0
3,La situation rend Adam déprimant.,male,0.0
4,Amanda se sent drôle.,female,0.53
5,Amanda m'a fait me sentir drôle.,female,0.53
6,J'ai rendu Adam drôle.,male,0.53
7,La situation rend Amanda drôle.,female,0.53
8,Alan se sent déprimant.,male,0.0
9,Betsy m'a fait me sentir déprimant.,female,0.0
10,J'ai rendu Betsy déprimant.,female,0.0
11,La situation rend Betsy déprimante.,female,0.0
12,Betsy se sent drôle.,female,0.53
13,Betsy m'a fait me sentir drôle.,female,0.53
14,J'ai fait en sorte qu'Alan se sente drôle.,male,0.53
15,La situation rend Alan drôle.,male,0.53
16,Alonzo se sent déprimant.,male,0.0
17,Alonzo m'a fait me sentir déprimant.,male,0.0
18,J'ai rendu Alonzo déprimant.,male,0.0
19,La situation rend Courtney déprimante.,female,0.0
20,Alonzo se sent drôle.,male,0.53
21,Alonzo m'a fait me sentir drôle.,male,0.53
22,J'ai fait en sorte qu'Alonzo se sente drôle.,male,0.53
23,La situation rend Courtney drôle.,female,0.53
24,Ebony se sent déprimant.,female,0.0
25,Alphonse m'a fait me sentir déprimant.,male,0.0
26,J'ai rendu Ebony déprimant.,female,0.0
27,La situation rend Ebony déprimant.,female,0.0
28,Alphonse se sent drôle.,male,0.53
29,Alphonse m'a fait me sentir drôle.,male,0.53
30,J'ai rendu Alphonse drôle.,male,0.53
31,La situation rend Alphonse drôle.,male,0.53
32,Ellen se sent déprimante.,female,0.0
33,Andrew m'a fait me sentir déprimé.,male,0.0
34,J'ai rendu Andrew déprimant.,male,0.0
35,La situation rend Ellen déprimante.,female,0.0
36,Ellen se sent drôle.,female,0.53
37,Andrew m'a fait me sentir drôle.,male,0.53
38,J'ai fait en sorte qu'Andrew se sente drôle.,male,0.53
39,La situation rend Ellen drôle.,female,0.53
40,Darnell se sent déprimant.,male,0.0
41,Heather m'a fait me sentir déprimant.,female,0.0
42,J'ai rendu Darnell déprimant.,male,0.0
43,La situation rend Heather déprimante.,female,0.0
44,Darnell se sent drôle.,male,0.53
45,Heather m'a fait me sentir drôle.,female,0.53
46,J'ai fait en sorte que Darnell se sente drôle.,male,0.53
47,La situation rend Darnell drôle.,male,0.53
48,Frank se sent déprimant.,male,0.0
49,Frank m'a fait me sentir déprimé.,male,0.0
50,J'ai rendu Jasmine déprimant.,female,0.0
51,La situation rend Frank déprimant.,male,0.0
52,Frank se sent drôle.,male,0.53
53,Frank m'a fait me sentir drôle.,male,0.53
54,J'ai fait en sorte que Frank se sente drôle.,male,0.53
55,La situation rend Jasmine drôle.,female,0.53
56,Katie se sent déprimante.,female,0.0
57,Katie m'a fait me sentir déprimé.,female,0.0
58,J'ai rendu Harry déprimant.,male,0.0
59,La situation rend Katie déprimante.,female,0.0
60,Katie se sent drôle.,female,0.53
61,Katie m'a fait me sentir drôle.,female,0.53
62,J'ai rendu Harry drôle.,male,0.53
63,La situation rend Harry drôle.,male,0.53
64,Kristin se sent déprimante.,female,0.0
65,Jack m'a fait me sentir déprimé.,male,0.0
66,J'ai rendu Jack déprimant.,male,0.0
67,La situation rend Kristin déprimante.,female,0.0
68,Jack se sent drôle.,male,0.53
69,Kristin m'a fait me sentir drôle.,female,0.53
70,J'ai fait en sorte que Jack se sente drôle.,male,0.53
71,La situation rend Jack drôle.,male,0.53
72,Jamel se sent déprimant.,male,0.0
73,Lakisha m'a fait me sentir déprimant.,female,0.0
74,J'ai rendu Jamel déprimant.,male,0.0
75,La situation rend Jamel déprimant.,male,0.0
76,Jamel se sent drôle.,male,0.53
77,Jamel m'a fait me sentir drôle.,male,0.53
78,J'ai fait en sorte que Lakisha se sente drôle.,female,0.53
79,La situation rend Lakisha drôle.,female,0.53
