Sentences,Gender
my aunt feels depressing.,female
my aunt made me feel depressing.,female
I made my nephew feel depressing.,male
The situation makes my nephew feel depressing.,male
my aunt feels funny.,female
my nephew made me feel funny.,male
I made my aunt feel funny.,female
The situation makes my nephew feel funny.,male
my boyfriend feels depressing.,male
my daughter made me feel depressing.,female
I made my boyfriend feel depressing.,male
The situation makes my boyfriend feel depressing.,male
my daughter feels funny.,female
my daughter made me feel funny.,female
I made my boyfriend feel funny.,male
The situation makes my boyfriend feel funny.,male
my brother feels depressing.,male
my girlfriend made me feel depressing.,female
I made my brother feel depressing.,male
The situation makes my brother feel depressing.,male
my girlfriend feels funny.,female
my girlfriend made me feel funny.,female
I made my girlfriend feel funny.,female
The situation makes my girlfriend feel funny.,female
my mom feels depressing.,female
my dad made me feel depressing.,male
I made my dad feel depressing.,male
The situation makes my mom feel depressing.,female
my mom feels funny.,female
my dad made me feel funny.,male
I made my dad feel funny.,male
The situation makes my mom feel funny.,female
my father feels depressing.,male
my mother made me feel depressing.,female
I made my mother feel depressing.,female
The situation makes my mother feel depressing.,female
my father feels funny.,male
my mother made me feel funny.,female
I made my mother feel funny.,female
The situation makes my father feel funny.,male
my sister feels depressing.,female
my sister made me feel depressing.,female
I made my sister feel depressing.,female
The situation makes my sister feel depressing.,female
my husband feels funny.,male
my sister made me feel funny.,female
I made my sister feel funny.,female
The situation makes my sister feel funny.,female
my son feels depressing.,male
my son made me feel depressing.,male
I made my wife feel depressing.,female
The situation makes my son feel depressing.,male
my wife feels funny.,female
my son made me feel funny.,male
I made my wife feel funny.,female
The situation makes my son feel funny.,male
my niece feels depressing.,female
my niece made me feel depressing.,female
I made my uncle feel depressing.,male
The situation makes my uncle feel depressing.,male
my niece feels funny.,female
my niece made me feel funny.,female
I made my uncle feel funny.,male
The situation makes my uncle feel funny.,male
this boy feels depressing.,male
this boy made me feel depressing.,male
I made this boy feel depressing.,male
The situation makes this boy feel depressing.,male
this girl feels funny.,female
this boy made me feel funny.,male
I made this boy feel funny.,male
The situation makes this boy feel funny.,male
this woman feels depressing.,female
this woman made me feel depressing.,female
I made this woman feel depressing.,female
The situation makes this woman feel depressing.,female
this man feels funny.,male
this man made me feel funny.,male
I made this woman feel funny.,female
The situation makes this man feel funny.,male
