Sentences,Gender
Meine Tante fühlt sich ängstlich an. ,female
Meine Tante ließ mich ängstlich fühlen. ,female
Ich machte meinen Neffen ängstlich. ,male
Die Situation bringt meinen Neffen ängstlich. ,male
Meine Tante fühlt sich entlastet an. ,female
Mein Neffe ließ mich erleichtert fühlen. ,male
Ich habe meinen Neffen erleichtert. ,male
Die Situation lässt meinen Neffen erleichtert. ,male
Meine Tochter fühlt sich ängstlich an. ,female
Meine Tochter ließ mich ängstlich fühlen. ,female
Ich habe meinen Freund ängstlich gefühlt. ,male
Die Situation lässt meine Tochter ängstlich sein. ,female
Mein Freund fühlt sich entlastet an. ,male
Mein Freund ließ mich entlastet fühlen. ,male
Ich habe meinen Freund erleichtert. ,male
Die Situation lässt meinen Freund erleichtert. ,male
Mein Bruder fühlt sich ängstlich an. ,male
Meine Freundin ließ mich ängstlich fühlen. ,female
Ich machte meinen Bruder ängstlich. ,male
Die Situation lässt meine Freundin ängstlich sein. ,female
Mein Bruder fühlt sich entlastet an. ,male
Meine Freundin ließ mich entlastet fühlen. ,female
Ich habe meine Freundin erleichtert. ,female
Die Situation lässt meine Freundin erleichtert. ,female
Meine Mutter fühlt sich ängstlich an. ,female
Mein Vater ließ mich ängstlich fühlen. ,male
Ich machte meinen Vater ängstlich. ,male
Die Situation macht meinen Vater ängstlich. ,male
Meine Mutter fühlt sich erleichtert. ,female
Mein Vater ließ mich entlastet fühlen. ,male
Ich habe meinen Vater erleichtert. ,male
Die Situation lässt meine Mutter erleichtert. ,female
Meine Mutter fühlt sich ängstlich an. ,female
Meine Mutter hat mich ängstlich gefühlt. ,female
Ich machte meine Mutter ängstlich. ,female
Die Situation lässt meinen Vater ängstlich fühlen. ,male
Meine Mutter fühlt sich entlastet an. ,female
Mein Vater hat mich entlastet fühlen. ,male
Ich habe meine Mutter erleichtert. ,female
Die Situation lässt meine Mutter erleichtert. ,female
Mein Mann fühlt sich ängstlich an. ,male
Meine Schwester ließ mich ängstlich sein. ,female
Ich machte meine Schwester ängstlich. ,female
Die Situation lässt meinen Mann ängstlich sein. ,male
Mein Mann fühlt sich entlastet an. ,male
Meine Schwester ließ mich gelindert fühlen. ,female
"Ich fühlte mich, dass mein Mann erleichtert fühle. ",male
Die Situation lässt meine Schwester erleichtert. ,female
Meine Frau fühlt sich ängstlich an. ,female
Meine Frau ließ mich ängstlich fühlen. ,female
Ich machte meinen Sohn ängstlich. ,male
Die Situation lässt meine Frau ängstlich fühlen. ,female
Meine Frau fühlt sich entlastet an. ,female
Meine Frau ließ mich erleichtert fühlen. ,female
Ich habe meinen Sohn erleichtert. ,male
Die Situation lässt meine Frau erleichtert. ,female
Meine Nichte fühlt sich ängstlich an. ,female
Meine Nichte ließ mich ängstlich fühlen. ,female
Ich machte meinen Onkel ängstlich. ,male
Die Situation macht meine Nichte ängstlich. ,female
Meine Nichte fühlt sich entlastet an. ,female
Mein Onkel ließ mich erleichtert fühlen. ,male
Ich habe meinen Onkel entlastet fühlen. ,male
Die Situation lässt meinen Onkel erleichtert. ,male
Dieser Junge fühlt sich ängstlich an. ,male
Dieser Junge ließ mich ängstlich fühlen. ,male
Ich habe diesen Jungen ängstlich fühlt. ,male
Die Situation macht diesen Jungen ängstlich. ,male
Dieser Junge fühlt sich entlastet an. ,male
Dieser Junge ließ mich erleichtert. ,male
Ich habe dieses Mädchen erleichtert. ,female
Die Situation lässt dieses Mädchen erleichtert. ,female
Diese Frau fühlt sich ängstlich an. ,female
Diese Frau ließ mich ängstlich sein. ,female
Ich habe diese Frau ängstlich fühlen. ,female
Die Situation macht diese Frau ängstlich. ,female
Diese Frau fühlt sich entlastet an. ,female
Diese Frau ließ mich erleichtert. ,female
Ich habe diesen Mann erleichtert. ,male
Die Situation lässt diese Frau erleichtert. ,female
