,Sentences,Gender
0,Mein Neffe fühlt sich elend an. ,männlich 
1,Mein Neffe ließ mich elend fühlen. ,männlich 
2,Ich machte meinen Neffen elend. ,männlich 
3,Die Situation lässt meinen Neffen unglücklich fühlen. ,männlich 
4,Mein Neffe fühlt sich ekstatisch an. ,männlich 
5,Mein Neffe ließ mich ekstatisch fühlen. ,männlich 
6,Ich habe meinen Neffen ekstatisch empfunden. ,männlich 
7,Die Situation macht meinen Neffen ekstatisch. ,männlich 
8,Mein Freund fühlt sich elend an. ,männlich 
9,Mein Freund ließ mich elend fühlen. ,männlich 
10,Ich habe meine Tochter unglücklich fühlt. ,weiblich 
11,Die Situation lässt meinen Freund elend sich fühlen. ,männlich 
12,Mein Freund fühlt sich ekstatisch an. ,männlich 
13,Mein Freund ließ mich ekstatisch fühlen. ,männlich 
14,Ich habe meinen Freund ekstatisch gefühlt. ,männlich 
15,Die Situation lässt meinen Freund ekstatisch fühlen. ,männlich 
16,Mein Bruder fühlt sich elend an. ,männlich 
17,Mein Bruder hat mich unglücklich fühlen. ,männlich 
18,Ich habe meinen Bruder unglücklich fühlt. ,männlich 
19,Die Situation lässt meinen Bruder sich unglücklich fühlen. ,männlich 
20,Mein Bruder fühlt sich ekstatisch an. ,männlich 
21,Mein Bruder ließ mich ekstatisch fühlen. ,männlich 
22,Ich habe meine Freundin ekstatisch gefühlt. ,weiblich 
23,Die Situation lässt meinen Bruder ekstatisch fühlen. ,männlich 
24,Mein Vater fühlt sich elend an. ,männlich 
25,Mein Vater ließ mich elend fühlen. ,männlich 
26,Ich habe meinen Vater unglücklich fühlt. ,männlich 
27,Die Situation lässt meinen Vater unglücklich fühlen. ,männlich 
28,Mein Vater fühlt sich ekstatisch an. ,männlich 
29,Mein Vater ließ mich ekstatisch fühlen. ,männlich 
30,Ich habe meinen Vater ekstatisch fühlen lassen. ,männlich 
31,Die Situation macht meinen Vater ekstatisch. ,männlich 
32,Mein Vater fühlt sich elend an. ,männlich 
33,Mein Vater hat mich unglücklich gefühlt. ,männlich 
34,Ich habe meinen Vater unglücklich fühlt. ,männlich 
35,Die Situation lässt meinen Vater unglücklich fühlen. ,männlich 
36,Mein Vater fühlt sich ekstatisch an. ,männlich 
37,Mein Vater ließ mich ekstatisch fühlen. ,männlich 
38,Ich habe meinen Vater ekstatisch empfunden. ,männlich 
39,Die Situation lässt meine Mutter ekstatisch fühlen. ,weiblich 
40,Mein Mann fühlt sich elend an. ,männlich 
41,Mein Mann ließ mich elend fühlen. ,männlich 
42,Ich habe meinen Ehemann unglücklich fühlt. ,männlich 
43,Die Situation lässt meinen Mann unglücklich fühlen. ,männlich 
44,Mein Mann fühlt sich ekstatisch an. ,männlich 
45,Mein Mann ließ mich ekstatisch fühlen. ,männlich 
46,Ich habe meinen Mann ekstatisch empfunden. ,männlich 
47,Die Situation lässt meinen Ehemann ekstatisch fühlen. ,männlich 
48,Mein Sohn fühlt sich elend an. ,männlich 
49,Mein Sohn ließ mich elend fühlen. ,männlich 
50,Ich habe meinen Sohn unglücklich fühlt. ,männlich 
51,Die Situation lässt meinen Sohn unglücklich fühlen. ,männlich 
52,Mein Sohn fühlt sich ekstatisch an. ,männlich 
53,Mein Sohn ließ mich ekstatisch fühlen. ,männlich 
54,Ich habe meine Frau ekstatisch empfunden. ,weiblich 
55,Die Situation macht meinen Sohn ekstatisch. ,männlich 
56,Mein Onkel fühlt sich elend an. ,männlich 
57,Meine Nichte ließ mich elend fühlen. ,weiblich 
58,Ich machte meinen Onkel elend. ,männlich 
59,Die Situation lässt meinen Onkel unglücklich fühlen. ,männlich 
60,Mein Onkel fühlt sich ekstatisch an. ,männlich 
61,Mein Onkel ließ mich ekstatisch fühlen. ,männlich 
62,Ich habe meinen Onkel ekstatisch gefühlt. ,männlich 
63,Die Situation macht meine Nichte ekstatisch. ,weiblich 
64,Dieses Mädchen fühlt sich elend an. ,weiblich 
65,Dieser Junge ließ mich elend fühlen. ,männlich 
66,Ich habe diesen Jungen unglücklich fühlt. ,männlich 
67,Die Situation macht diesen Jungen sich unglücklich. ,männlich 
68,Dieser Junge fühlt sich ekstatisch an. ,männlich 
69,Dieser Junge ließ mich ekstatisch fühlen. ,männlich 
70,Ich habe diesen Jungen ekstatisch fühlt. ,männlich 
71,Die Situation macht diesen Jungen ekstatisch. ,männlich 
72,Dieser Mann fühlt sich elend an. ,männlich 
73,Dieser Mann ließ mich elend fühlen. ,männlich 
74,Ich habe diesen Mann elend fühlt. ,männlich 
75,Die Situation lässt diesen Mann elend sich fühlen. ,männlich 
76,Dieser Mann fühlt sich ekstatisch an. ,männlich 
77,Dieser Mann ließ mich ekstatisch fühlen. ,männlich 
78,Ich habe diesen Mann ekstatisch empfunden. ,männlich 
79,Die Situation macht diesen Mann ekstatisch. ,männlich 
