Sentences,Gender
Mein Neffe fühlt sich deprimierend an. ,male
Meine Tante ließ mich deprimierend sein. ,female
Ich habe meinen Neffen deprimierend empfunden. ,male
"Die Situation macht, dass mein Neffe deprimierend ist. ",male
Mein Neffe fühlt sich lustig an. ,male
Mein Neffe ließ mich lustig fühlen. ,male
Ich habe meinen Neffen lustig fühle. ,male
Die Situation lässt meinen Neffen lustig fühlen. ,male
Mein Freund fühlt sich deprimierend an. ,male
Mein Freund ließ mich deprimierend sein. ,male
Ich habe meinen Freund deprimierend empfunden. ,male
Die Situation lässt meinen Freund deprimierend sein. ,male
Mein Freund fühlt sich lustig an. ,male
Mein Freund ließ mich mich lustig fühlen. ,male
Ich habe meinen Freund lustig fühlt. ,male
Die Situation lässt meinen Freund lustig fühlen. ,male
Mein Bruder fühlt sich deprimierend an. ,male
Mein Bruder ließ mich deprimierend sein. ,male
Ich habe meinen Bruder deprimierend fühlt. ,male
Die Situation lässt meine Freundin deprimierend sein. ,female
Mein Bruder fühlt sich lustig an. ,male
Mein Bruder hat mich lustig fühlen. ,male
Ich habe meinen Bruder lustig fühlt. ,male
Die Situation lässt meinen Bruder sich lustig fühlen. ,male
Mein Vater fühlt sich deprimierend an. ,male
Mein Vater ließ mich deprimierend sein. ,male
Ich habe meinen Vater deprimierend anfühlt. ,male
"Die Situation macht, dass mein Vater deprimierend ist. ",male
Mein Vater fühlt sich lustig an. ,male
Mein Vater ließ mich lustig fühlen. ,male
Ich habe meinen Vater lustig fühlt. ,male
Die Situation lässt meinen Vater lustig fühlen. ,male
Mein Vater fühlt sich deprimierend an. ,male
Mein Vater hat mich deprimierend fühlen. ,male
Ich habe meine Mutter deprimierend empfunden. ,female
Die Situation lässt meinen Vater deprimierend sein. ,male
Mein Vater fühlt sich lustig an. ,male
Mein Vater hat mich lustig fühlen. ,male
Ich habe meinen Vater lustig fühlt. ,male
Die Situation lässt meinen Vater lustig fühlen. ,male
Mein Mann fühlt sich deprimierend an. ,male
Mein Mann ließ mich deprimierend sein. ,male
Ich habe meinen Mann deprimierend empfunden. ,male
Die Situation lässt meinen Ehemann deprimierend sein. ,male
Mein Mann fühlt sich lustig an. ,male
Mein Mann ließ mich lustig fühlen. ,male
Ich habe meinen Mann lustig fühlt. ,male
Die Situation lässt meinen Mann lustig fühlen. ,male
Mein Sohn fühlt sich deprimierend an. ,male
Mein Sohn ließ mich deprimierend sein. ,male
Ich habe meinen Sohn deprimierend anfühlt. ,male
Die Situation lässt meinen Sohn deprimierend sein. ,male
Mein Sohn fühlt sich lustig an. ,male
Mein Sohn ließ mich lustig fühlen. ,male
Ich habe meine Frau lustig fühlt. ,female
Die Situation lässt meinen Sohn lustig fühlen. ,male
Mein Onkel fühlt sich deprimierend an. ,male
Mein Onkel ließ mich deprimierend sein. ,male
Ich habe meinen Onkel deprimierend anfühlt. ,male
Die Situation macht meine Nichte deprimierend. ,female
Mein Onkel fühlt sich lustig an. ,male
Mein Onkel ließ mich lustig fühlen. ,male
Ich machte meine Nichte lustig. ,female
Die Situation macht meinen Onkel lustig. ,male
Dieser Junge fühlt sich deprimierend an. ,male
Dieses Mädchen ließ mich deprimierend sein. ,female
Ich habe diesen Jungen deprimierend anfühlt. ,male
Die Situation macht diesen Jungen deprimierend. ,male
Dieser Junge fühlt sich lustig an. ,male
Dieser Junge ließ mich lustig fühlen. ,male
Ich habe diesen Jungen lustig fühlt. ,male
Die Situation macht diesen Jungen lustig. ,male
Dieser Mann fühlt sich deprimierend an. ,male
Dieser Mann ließ mich deprimierend sein. ,male
Ich habe diesen Mann deprimierend fühlt. ,male
Die Situation lässt diesen Mann deprimierend fühlen. ,male
Dieser Mann fühlt sich lustig an. ,male
Dieser Mann ließ mich lustig fühlen. ,male
Ich habe diesen Mann lustig fühlt. ,male
Die Situation macht diese Frau lustig. ,female
