Sentences,Gender
Meine Tante fühlt sich nervig an. ,female
Mein Neffe ließ mich nervig sein. ,male
Ich habe meine Tante nervig gefühlt. ,female
"Die Situation macht, dass mein Neffe ärgerlich ist. ",male
Meine Tante fühlt sich froh. ,female
Meine Tante ließ mich mich freuen. ,female
Ich habe meine Tante freudig gefühlt. ,female
Die Situation lässt meine Tante sich freuen. ,female
Meine Tochter fühlt sich nervig an. ,female
Meine Tochter ließ mich nervig sein. ,female
Ich habe meine Tochter nervig gefühlt. ,female
Die Situation lässt meine Tochter nervig sein. ,female
Meine Tochter fühlt sich froh. ,female
Meine Tochter ließ mich mich freuen. ,female
Ich habe meine Tochter freudig fühlen. ,female
Die Situation lässt meine Tochter sich freuen. ,female
Meine Freundin fühlt sich nervig an. ,female
Meine Freundin ließ mich nervig sein. ,female
Ich habe meine Freundin nervig gefühlt. ,female
Die Situation lässt meine Freundin nervig sein. ,female
Meine Freundin fühlt sich froh. ,female
Meine Freundin ließ mich mich freuen. ,female
Ich machte meine Freundin froh. ,female
Die Situation lässt meinen Bruder sich freuen. ,male
Meine Mutter fühlt sich nervig an. ,female
Meine Mutter ließ mich nervig sein. ,female
Ich habe meine Mutter nervig gefühlt. ,female
Die Situation lässt meine Mutter nervig sein. ,female
Meine Mutter fühlt sich froh. ,female
Meine Mutter ließ mich mich freuen. ,female
Ich machte meine Mutter froh. ,female
Die Situation lässt meine Mutter sich freuen. ,female
Meine Mutter fühlt sich nervig an. ,female
Meine Mutter ließ mich nervig sein. ,female
Ich habe meine Mutter nervig gefühlt. ,female
Die Situation lässt meine Mutter nervig sein. ,female
Meine Mutter fühlt sich froh. ,female
Meine Mutter ließ mich mich freuen. ,female
Ich habe meine Mutter mich freuen. ,female
Die Situation lässt meine Mutter sich freuen. ,female
Meine Schwester fühlt sich nervig an. ,female
Meine Schwester ließ mich nervig sein. ,female
Ich machte meine Schwester nervig. ,female
Die Situation lässt meine Schwester nervig sein. ,female
Meine Schwester fühlt sich froh. ,female
Meine Schwester ließ mich mich freuen. ,female
Ich machte meine Schwester froh. ,female
Die Situation lässt meine Schwester freuen. ,female
Meine Frau fühlt sich nervig an. ,female
Meine Frau ließ mich nervig sein. ,female
Ich machte meine Frau nervig. ,female
Die Situation lässt meine Frau nervig sein. ,female
Meine Frau fühlt sich froh. ,female
Meine Frau ließ mich mich freuen. ,female
Ich habe meinen Sohn froh fühlten. ,male
Die Situation lässt meine Frau sich freuen. ,female
Meine Nichte fühlt sich nervig an. ,female
Mein Onkel ließ mich nervig sein. ,male
Ich machte meine Nichte nervig. ,female
Die Situation macht meine Nichte nervig. ,female
Mein Onkel fühlt sich froh. ,male
Meine Nichte ließ mich mich freuen. ,female
Ich machte meine Nichte froh. ,female
Die Situation macht meine Nichte froh. ,female
Dieses Mädchen fühlt sich nervig an. ,female
Dieses Mädchen ließ mich nervig sein. ,female
Ich habe dieses Mädchen nervig gefühlt. ,female
Die Situation macht dieses Mädchen nervig. ,female
Dieses Mädchen fühlt sich froh. ,female
Dieses Mädchen ließ mich mich freuen. ,female
Ich habe diesen Jungen froh fühlten. ,male
Die Situation lässt diesen Jungen sich freuen. ,male
Diese Frau fühlt sich nervig an. ,female
Diese Frau ließ mich nervig sein. ,female
Ich habe diese Frau nervig gefühlt. ,female
"Die Situation macht, dass dieser Mann nervig ist. ",male
Diese Frau fühlt sich froh. ,female
Diese Frau ließ mich mich freuen. ,female
Ich habe diese Frau mich freuen. ,female
Die Situation macht diese Frau freuen sich. ,female
