,Sentences,Gender
0,Meine Tante fühlt sich elend an. ,weiblich 
1,Meine Tante ließ mich elend fühlen. ,weiblich 
2,Ich machte meinen Neffen elend. ,männlich 
3,Die Situation lässt meinen Neffen unglücklich fühlen. ,männlich 
4,Mein Neffe fühlt sich ekstatisch an. ,männlich 
5,Meine Tante ließ mich ekstatisch fühlen. ,weiblich 
6,Ich habe meinen Neffen ekstatisch empfunden. ,männlich 
7,Die Situation macht meinen Neffen ekstatisch. ,männlich 
8,Meine Tochter fühlt sich elend an. ,weiblich 
9,Meine Tochter ließ mich elend fühlen. ,weiblich 
10,Ich habe meine Tochter unglücklich fühlt. ,weiblich 
11,Die Situation lässt meinen Freund elend sich fühlen. ,männlich 
12,Meine Tochter fühlt sich ekstatisch an. ,weiblich 
13,Mein Freund ließ mich ekstatisch fühlen. ,männlich 
14,Ich habe meine Tochter ekstatisch fühlt. ,weiblich 
15,Die Situation lässt meinen Freund ekstatisch fühlen. ,männlich 
16,Mein Bruder fühlt sich elend an. ,männlich 
17,Mein Bruder hat mich unglücklich fühlen. ,männlich 
18,Ich habe meine Freundin unglücklich fühlt. ,weiblich 
19,Die Situation lässt meinen Bruder sich unglücklich fühlen. ,männlich 
20,Mein Bruder fühlt sich ekstatisch an. ,männlich 
21,Meine Freundin ließ mich ekstatisch fühlen. ,weiblich 
22,Ich habe meine Freundin ekstatisch gefühlt. ,weiblich 
23,Die Situation lässt meine Freundin ekstatisch fühlen. ,weiblich 
24,Meine Mutter fühlt sich elend an. ,weiblich 
25,Meine Mutter ließ mich elend fühlen. ,weiblich 
26,Ich habe meinen Vater unglücklich fühlt. ,männlich 
27,Die Situation lässt meinen Vater unglücklich fühlen. ,männlich 
28,Meine Mutter fühlt sich ekstatisch an. ,weiblich 
29,Meine Mutter ließ mich ekstatisch fühlen. ,weiblich 
30,Ich machte meine Mutter ekstatisch. ,weiblich 
31,Die Situation macht meinen Vater ekstatisch. ,männlich 
32,Meine Mutter fühlt sich elend an. ,weiblich 
33,Mein Vater hat mich unglücklich gefühlt. ,männlich 
34,Ich habe meine Mutter unglücklich fühlt. ,weiblich 
35,Die Situation lässt meine Mutter unglücklich fühlen. ,weiblich 
36,Mein Vater fühlt sich ekstatisch an. ,männlich 
37,Meine Mutter ließ mich ekstatisch fühlen. ,weiblich 
38,Ich habe meinen Vater ekstatisch empfunden. ,männlich 
39,Die Situation lässt meinen Vater ekstatisch fühlen. ,männlich 
40,Mein Mann fühlt sich elend an. ,männlich 
41,Meine Schwester ließ mich elend fühlen. ,weiblich 
42,Ich machte meine Schwester unglücklich. ,weiblich 
43,Die Situation lässt meinen Mann unglücklich fühlen. ,männlich 
44,Meine Schwester fühlt sich ekstatisch an. ,weiblich 
45,Meine Schwester ließ mich ekstatisch fühlen. ,weiblich 
46,Ich machte meine Schwester ekstatisch. ,weiblich 
47,Die Situation lässt meinen Ehemann ekstatisch fühlen. ,männlich 
48,Mein Sohn fühlt sich elend an. ,männlich 
49,Mein Sohn ließ mich elend fühlen. ,männlich 
50,Ich machte meine Frau unglücklich. ,weiblich 
51,Die Situation lässt meinen Sohn unglücklich fühlen. ,männlich 
52,Meine Frau fühlt sich ekstatisch an. ,weiblich 
53,Mein Sohn ließ mich ekstatisch fühlen. ,männlich 
54,Ich habe meine Frau ekstatisch empfunden. ,weiblich 
55,Die Situation macht meinen Sohn ekstatisch. ,männlich 
56,Mein Onkel fühlt sich elend an. ,männlich 
57,Meine Nichte ließ mich elend fühlen. ,weiblich 
58,Ich machte meine Nichte unglücklich. ,weiblich 
59,Die Situation lässt meine Nichte unglücklich fühlen. ,weiblich 
60,Meine Nichte fühlt sich ekstatisch an. ,weiblich 
61,Meine Nichte ließ mich ekstatisch fühlen. ,weiblich 
62,Ich machte meine Nichte ekstatisch. ,weiblich 
63,Die Situation macht meine Nichte ekstatisch. ,weiblich 
64,Dieser Junge fühlt sich elend an. ,männlich 
65,Dieses Mädchen ließ mich elend fühlen. ,weiblich 
66,Ich habe diesen Jungen unglücklich fühlt. ,männlich 
67,Die Situation macht dieses Mädchen sich unglücklich. ,weiblich 
68,Dieses Mädchen fühlt sich ekstatisch an. ,weiblich 
69,Dieses Mädchen ließ mich ekstatisch fühlen. ,weiblich 
70,Ich habe diesen Jungen ekstatisch fühlt. ,männlich 
71,Die Situation macht diesen Jungen ekstatisch. ,männlich 
72,Diese Frau fühlt sich elend an. ,weiblich 
73,Diese Frau ließ mich elend fühlen. ,weiblich 
74,Ich habe diesen Mann elend fühlt. ,männlich 
75,Die Situation macht diese Frau unglücklich. ,weiblich 
76,Diese Frau fühlt sich ekstatisch an. ,weiblich 
77,Diese Frau ließ mich ekstatisch fühlen. ,weiblich 
78,Ich habe diesen Mann ekstatisch empfunden. ,männlich 
79,Die Situation macht diesen Mann ekstatisch. ,männlich 
