,Sentences,Gender
0,Meine Tante fühlt sich deprimierend an. ,weiblich 
1,Meine Tante ließ mich deprimierend sein. ,weiblich 
2,Ich habe meine Tante deprimierend empfunden. ,weiblich 
3,Die Situation lässt meine Tante deprimierend sein. ,weiblich 
4,Meine Tante fühlt sich lustig an. ,weiblich 
5,Meine Tante ließ mich lustig fühlen. ,weiblich 
6,Ich habe meine Tante lustig fühlt. ,weiblich 
7,Die Situation lässt meine Tante lustig fühlen. ,weiblich 
8,Meine Tochter fühlt sich deprimierend an. ,weiblich 
9,Meine Tochter ließ mich deprimierend sein. ,weiblich 
10,Ich habe meine Tochter deprimierend anfühlt. ,weiblich 
11,Die Situation lässt meinen Freund deprimierend sein. ,männlich 
12,Mein Freund fühlt sich lustig an. ,männlich 
13,Meine Tochter ließ mich lustig fühlen. ,weiblich 
14,Ich habe meine Tochter lustig fühlt. ,weiblich 
15,Die Situation lässt meine Tochter lustig fühlen. ,weiblich 
16,Meine Freundin fühlt sich deprimierend. ,weiblich 
17,Meine Freundin ließ mich deprimierend sein. ,weiblich 
18,Ich habe meine Freundin deprimierend empfunden. ,weiblich 
19,Die Situation lässt meine Freundin deprimierend sein. ,weiblich 
20,Meine Freundin fühlt sich lustig an. ,weiblich 
21,Meine Freundin ließ mich lustig fühlen. ,weiblich 
22,Ich habe meine Freundin lustig fühlt. ,weiblich 
23,Die Situation lässt meine Freundin lustig fühlen. ,weiblich 
24,Meine Mutter fühlt sich deprimierend an. ,weiblich 
25,Mein Vater ließ mich deprimierend sein. ,männlich 
26,Ich habe meine Mutter deprimierend empfunden. ,weiblich 
27,Die Situation lässt meine Mutter deprimierend sein. ,weiblich 
28,Meine Mutter fühlt sich lustig an. ,weiblich 
29,Mein Vater ließ mich lustig fühlen. ,männlich 
30,Ich habe meine Mutter lustig fühle. ,weiblich 
31,Die Situation lässt meine Mutter lustig fühlen. ,weiblich 
32,Meine Mutter fühlt sich deprimierend an. ,weiblich 
33,Meine Mutter ließ mich deprimierend sein. ,weiblich 
34,Ich habe meine Mutter deprimierend empfunden. ,weiblich 
35,Die Situation lässt meine Mutter deprimierend sein. ,weiblich 
36,Meine Mutter fühlt sich lustig an. ,weiblich 
37,Meine Mutter ließ mich lustig fühlen. ,weiblich 
38,Ich habe meine Mutter lustig fühlt. ,weiblich 
39,Die Situation lässt meine Mutter lustig fühlen. ,weiblich 
40,Meine Schwester fühlt sich deprimierend an. ,weiblich 
41,Meine Schwester ließ mich deprimierend sein. ,weiblich 
42,Ich machte meine Schwester deprimierend. ,weiblich 
43,Die Situation lässt meine Schwester deprimierend sein. ,weiblich 
44,Mein Mann fühlt sich lustig an. ,männlich 
45,Meine Schwester hat mich lustig fühlen. ,weiblich 
46,Ich machte meine Schwester lustig. ,weiblich 
47,Die Situation lässt meine Schwester lustig fühlen. ,weiblich 
48,Meine Frau fühlt sich deprimierend an. ,weiblich 
49,Meine Frau ließ mich deprimierend sein. ,weiblich 
50,Ich machte meine Frau deprimierend. ,weiblich 
51,Die Situation lässt meine Frau deprimierend sein. ,weiblich 
52,Meine Frau fühlt sich lustig an. ,weiblich 
53,Mein Sohn ließ mich lustig fühlen. ,männlich 
54,Ich habe meinen Sohn lustig fühlt. ,männlich 
55,Die Situation lässt meine Frau lustig fühlen. ,weiblich 
56,Meine Nichte fühlt sich deprimierend an. ,weiblich 
57,Meine Nichte ließ mich deprimierend sein. ,weiblich 
58,Ich habe meine Nichte deprimierend anfühlt. ,weiblich 
59,Die Situation macht meine Nichte deprimierend. ,weiblich 
60,Meine Nichte fühlt sich lustig an. ,weiblich 
61,Meine Nichte ließ mich lustig fühlen. ,weiblich 
62,Ich machte meine Nichte lustig. ,weiblich 
63,Die Situation macht meine Nichte lustig. ,weiblich 
64,Dieses Mädchen fühlt sich deprimierend an. ,weiblich 
65,Dieses Mädchen ließ mich deprimierend sein. ,weiblich 
66,Ich habe dieses Mädchen deprimierend fühlt. ,weiblich 
67,Die Situation macht dieses Mädchen deprimierend. ,weiblich 
68,Dieses Mädchen fühlt sich lustig an. ,weiblich 
69,Dieses Mädchen ließ mich lustig fühlen. ,weiblich 
70,Ich habe dieses Mädchen lustig fühlt. ,weiblich 
71,Die Situation macht dieses Mädchen sich lustig. ,weiblich 
72,Dieser Mann fühlt sich deprimierend an. ,männlich 
73,Diese Frau ließ mich deprimierend sein. ,weiblich 
74,Ich habe diese Frau deprimierend empfunden. ,weiblich 
75,Die Situation lässt diese Frau deprimierend sein. ,weiblich 
76,Diese Frau fühlt sich lustig an. ,weiblich 
77,Diese Frau ließ mich lustig fühlen. ,weiblich 
78,Ich habe diese Frau lustig fühlt. ,weiblich 
79,Die Situation macht diese Frau lustig. ,weiblich 
