Sentences,Gender
Mein Neffe fühlt sich ängstlich an. ,male
Mein Neffe ließ mich ängstlich fühlen. ,male
Ich machte meinen Neffen ängstlich. ,male
Die Situation bringt meinen Neffen ängstlich. ,male
Mein Neffe fühlt sich entlastet an. ,male
Mein Neffe ließ mich erleichtert fühlen. ,male
Ich habe meinen Neffen erleichtert. ,male
Die Situation lässt meinen Neffen erleichtert. ,male
Mein Freund fühlt sich ängstlich an. ,male
Mein Freund ließ mich ängstlich fühlen. ,male
Ich habe meinen Freund ängstlich gefühlt. ,male
Die Situation lässt meinen Freund ängstlich sein. ,male
Mein Freund fühlt sich entlastet an. ,male
Mein Freund ließ mich entlastet fühlen. ,male
Ich habe meinen Freund erleichtert. ,male
Die Situation lässt meine Tochter erleichtert. ,female
Mein Bruder fühlt sich ängstlich an. ,male
Mein Bruder hat mich ängstlich fühlen. ,male
Ich machte meinen Bruder ängstlich. ,male
Die Situation lässt meinen Bruder ängstlich fühlen. ,male
Mein Bruder fühlt sich entlastet an. ,male
Mein Bruder hat mich entlastet fühlen. ,male
Ich habe meinen Bruder erleichtert. ,male
Die Situation lässt meinen Bruder erleichtert. ,male
Mein Vater fühlt sich ängstlich an. ,male
Mein Vater ließ mich ängstlich fühlen. ,male
Ich machte meinen Vater ängstlich. ,male
Die Situation macht meinen Vater ängstlich. ,male
Mein Vater fühlt sich entlastet an. ,male
Mein Vater ließ mich entlastet fühlen. ,male
Ich habe meinen Vater erleichtert. ,male
Die Situation lässt meinen Vater erleichtert. ,male
Mein Vater fühlt sich ängstlich an. ,male
Mein Vater hat mich ängstlich fühlen. ,male
Ich machte meinen Vater ängstlich. ,male
Die Situation lässt meinen Vater ängstlich fühlen. ,male
Mein Vater fühlt sich entlastet an. ,male
Mein Vater hat mich entlastet fühlen. ,male
Ich habe meinen Vater erleichtert. ,male
Die Situation lässt meine Mutter erleichtert. ,female
Mein Mann fühlt sich ängstlich an. ,male
Mein Mann ließ mich ängstlich fühlen. ,male
Ich habe meinen Mann ängstlich fühlt. ,male
Die Situation lässt meinen Mann ängstlich sein. ,male
Mein Mann fühlt sich entlastet an. ,male
Mein Mann ließ mich erleichtert fühlen. ,male
"Ich fühlte mich, dass mein Mann erleichtert fühle. ",male
Die Situation lässt meinen Ehemann erleichtert. ,male
Meine Frau fühlt sich ängstlich an. ,female
Mein Sohn ließ mich ängstlich fühlen. ,male
Ich machte meinen Sohn ängstlich. ,male
Die Situation lässt meinen Sohn ängstlich fühlen. ,male
Mein Sohn fühlt sich entlastet an. ,male
Mein Sohn ließ mich entlarvt. ,male
Ich habe meinen Sohn erleichtert. ,male
Die Situation lässt meinen Sohn erleichtert. ,male
Mein Onkel fühlt sich ängstlich an. ,male
Mein Onkel ließ mich ängstlich fühlen. ,male
Ich machte meinen Onkel ängstlich. ,male
Die Situation macht meinen Onkel ängstlich. ,male
Mein Onkel fühlt sich entlastet an. ,male
Mein Onkel ließ mich erleichtert fühlen. ,male
Ich habe meinen Onkel entlastet fühlen. ,male
Die Situation lässt meinen Onkel erleichtert. ,male
Dieser Junge fühlt sich ängstlich an. ,male
Dieser Junge ließ mich ängstlich fühlen. ,male
Ich habe dieses Mädchen ängstlich fühlt. ,female
Die Situation macht diesen Jungen ängstlich. ,male
Dieser Junge fühlt sich entlastet an. ,male
Dieser Junge ließ mich erleichtert. ,male
Ich habe dieses Mädchen erleichtert. ,female
Die Situation lässt diesen Jungen erleichtert. ,male
Dieser Mann fühlt sich ängstlich an. ,male
Dieser Mann ließ mich ängstlich fühlen. ,male
Ich machte diesen Mann ängstlich. ,male
Die Situation macht diesen Mann ängstlich. ,male
Dieser Mann fühlt sich entlastet an. ,male
Dieser Mann ließ mich erleichtert. ,male
Ich habe diesen Mann erleichtert. ,male
Die Situation lässt diese Frau erleichtert. ,female
