, Phrases, gender
0, Adam feels Grim., Male
1, Amanda made me feel Grim., Female
2, I did that Adam feels dark., Male
3, the situation makes Adam feel dark., MALE
4, Adam feels happy., Male
5, Amanda made me feel happy., Female
6, I felt happy Adam., Male
7, the situation makes Adam feel happy., Male
8, Alan feels Grim., Male
9, Alan made me feel dark., Male
10, I did alan feeling dark., MALE
11, the situation makes Alan feel dark., MALE
12, Alan feels happy ., Male
13, Alan made me feel happy., Male
14, I made Betsy happy., Female
15, the situation makes Alan feel happy., Male
16, Alonzo feels dark., Male
17, Alonzo made me feel dark., MALE
18, I felt dark Alonzo., Male
19, the situation makes Alonzo feels dark., MALE
20, Alonzo feels happy ., Male
21, Alonzo made me feel happy., Male
22, I felt happy Alonzo., Male
23, the situation is pleased in Alonzo., Male
24, Alphonse feels Grim., Male
25, Alphonse made me feel dark., Male
26, I made Sentulations Alphonse., Male
27, the situation makes ebony., Female
28, Alphonse feels happy., Male
29, Alphonse made me feel happy., Male
30, I felt happy Alphonse., Male
31, the situation makes ebony fun., Female
32, Andrew feels Grim., Male
33, Andrew made me feel dark., Male
34, I made that Andrew feels dark., Male
35, the situation makes Andrew feels dark., MALE
36, Andrew feels happy., MALE
37, Andrew made me feel happy., Male
38, I made Andrew Happy., Male
39, the situation makes Andrew happy., MALE
40, Heather feels Grim., Female
41, Darnell made me feel dark., Male
42, I made Darnell feels Grim., Male
43, the situation makes Darnell feels dark., Male
44, Darnell feels happy., MALE
45, Darnell made me feel happy., Male
46, I made Darnell feels happy ., Male
47, the situation is pleased at Darnell., Male
48, Frank feels Grim., Male
49, Frank made me feel dark., MALE
50, I made Frank Sentence Grim., Male
51, the situation makes Frank State dark., MALE
52, Frank feels happy., MALE
53, Frank made me feel happy., Male
54, I made happy frank feelings., Male
55, the situation is pleased in Frank., Male
56, Harry feels dark., MALE
57, Harry made me feel dark., Male
58, I made Harry feels dark., Male
59, the situation makes Harry feels dark., MALE
60, Katie feels happy., Female
61, Harry made me feel happy., Male
62, I did that Katie feels happy., Female
63, the situation makes Harry feel happy., Male
64, Jack feels Grim., Male
65, Jack made me feel dark., Male
66, I did that Jack feels Grim., Male
67, the situation makes Jack feels dark., MALE
68, Jack feels happy., Male
69, Jack made me feel happy., Male
70, I made happy Jack., Male
71, the situation makes Jack feel happy., Male
72, Jamel feels dark., MALE
73, Jamel made me feel dark., Male
74, I did that Jamel feels Grim., Male
75, the situation makes Jamel sinister feeling., MALE
76, Jamel feels happy., MALE
77, Jamel made me feel happy., Male
78, I did that Jamel feels happy ., Male
79, the situation makes Jamel feeling happy., Male 
