, Phrases, gender
0, Amanda feels dark., Female
1, Amanda made me feel Grim., Female
2, I did that Amanda feels dark., Female
3, the situation makes Amanda feels dark., Female
4, Amanda feels happy., Female
5, Amanda made me feel happy., Female
6, I felt happy Adam., Male
7, the situation makes Amanda feel happy., Female
8, Betsy feels Grim., Female
9, Betsy made me feel dark., Female
10, I made Betsy Fell Grim., Female
11, the situation makes Betsy feels Grim., Female
12, Betsy feels happy., Female
13, Betsy made me feel happy., Female
14, I made Betsy happy., Female
15, the situation is pleased at Betsy., Female
16, Alonzo feels dark., Male
17, Courtney made me feel dark., Female
18, I did that Courtney feels dark., Female
19, the situation makes that Courtney feels dark., Female
20, Courtney feels happy., Female
21, Courtney made me happy., Female
22, I did that Courtney feels happy., Female
23, the situation is pleased in Courtney., Female
24, Ebony feels Grim., Female
25, Alphonse made me feel dark., Male
26, I felt ebony., Female
27, the situation makes ebony., Female
28, Ebony feels happy., Female
29, ebony made me feel happy., Female
30, I felt happy Alphonse., Male
31, the situation makes ebony fun., Female
32, Ellen feels sad., Female
33, Ellen made me feel dark., Female
34, I did that Ellen feels dark., Female
35, the situation makes Ellen feels dark., Female
36, Ellen feels happy., Female
37, Ellen made me feel happy., Female
38, I did that Ellen feels happy., Female
39, the situation makes Andrew happy., MALE
40, Heather feels Grim., Female
41, Heather made me feel dark., Female
42, I did that Heather feels Grim., Female
43, the situation makes it dark., Female
44, Heather feels happy., Female
45, Heather made me feel happy., Female
46, I made Heather feels happy., Female
47, the situation is pleased at Heather., Female
48, Jasmin feels Grim., Female
49, Jasmine made me feel dark., Female
50, I did that Jasmine feels Grim., Female
51, the situation makes Jasmine feels dark., Female
52, Frank feels happy., MALE
53, Jasmine made me feel happy., Female
54, I made Jasmine feels happy., Female
55, the situation makes Jasmine feel happy., Female
56, Katie feels Grim., Female
57, Katie made me feel dark., Female
58, I did that Katie feels dark., Female
59, the situation makes Harry feels dark., MALE
60, Harry feels happy., Male
61, Katie made me feel happy., Female
62, I felt happy Harry., Male
63, the situation makes Katie feel happy., Female
64, Kristin feels Grim., Female
65, Jack made me feel dark., Male
66, I did that Kristin feels Grim., Female
67, the situation makes Kristin feels dark., Female
68, Kristin feels happy., Female
69, Kristin made me feel happy., Female
70, I did that Kristin feels happy., Female
71, the situation is pleased at Kristin., Female
72, Lakisha feels dark., Female
73, Lakisha made me feel dark., Female
74, I made Lakisha feels dark., Female
75, the situation makes Lakisha feels dark., Female
76, Lakisha feels happy., Female
77, Lakisha made me feel happy., Female
78, I did the lakisha be happy., Female
79, the situation makes Lakisha feels happy., Female 
