, Phrases, gender
0, Adam feels boring., Male
1, Adam made me feel boring., MALE
2, I did that Adam feels boring ., Male
3, the situation makes Adam feel boring., MALE
4, Adam feels happy., MALE
5, Adam made me feel happy., Male
6, I did that Adam feels happy., Male
7, the situation makes Adam feel happy., Male
8, Alan feels boring ., Male
9, Alan made me feel boring., Male
10, I did Betsy feeling boring., Female
11, the situation makes Alan feel boring., MALE
12, Alan feels happy., MALE
13, Alan made me feel happy., Male
14, I made Betsy happy., Female
15, the situation makes Alan feel happy., Male
16, Alonzo feels boring., MALE
17, Alonzo made me feel boring ., Male
18, I did that Alonzo feels boring ., Male
19, the situation makes Alonzo feels boring ., Male
20, Alonzo feels happy., MALE
21, Alonzo made me feel happy., Male
22, I did that Alonzo feels happy., Male
23, the situation makes Alonzo happy., Male
24, Alphonse feels boring ., Male
25, Alphonse made me feel boring., MALE
26, I did that Alphonse feels boring ., Male
27, the situation makes Alphonse feels boring ., Male
28, Alphonse feels happy., Male
29, Alphonse made me feel happy., Male
30, I made happy Alphonse scents., Male
31, the situation makes Alphonse feels happy., Male
32, Andrew feels boring ., Male
33, Andrew made me feel boring., MALE
34, I made that Andrew feels boring ., Male
35, the situation makes Andrew feels boring., MALE
36, Andrew feels happy., MALE
37, Andrew made me feel happy., Male
38, I did that Ellen feels happy., Female
39, the situation makes Andrew feels happy ., Male
40, Darnell feels boring ., Male
41, Darnell made me feel boring., Male
42, I made Darnell feels boring ., Male
43, the situation makes Darnell feels boring ., Male
44, Darnell feels happy., MALE
45, Heather made me feel happy., Female
46, I made Darnell feels happy ., Male
47, the situation makes Darnell feels happy., Male
48, Frank feels boring ., Male
49, Frank made me feel boring., MALE
50, I made Frank feels boring., Male
51, the situation makes Jasmine feels boring., Female
52, Frank feels happy., MALE
53, Frank made me feel happy., MALE
54, I made happy frank feelings., Male
55, the situation makes Frank feels happy ., Male
56, Harry feels boring ., Male
57, Harry made me feel boring., MALE
58, I made Katie feels boring., Female
59, the situation makes Harry feels boring., MALE
60, Harry feels happy., Male
61, Harry made me feel happy., Male
62, I did Harry feels happy., Male
63, the situation makes Harry feel tales., MALE
64, Jack feels boring ., Male
65, Jack made me feel boring., Male
66, I did that Jack feels boring ., Male
67, the situation makes Jack feels boring., Male
68, Jack feels happy., MALE
69, Jack made me feel happy., Male
70, I did that Jack feels happy., Male
71, the situation makes Jack feel happy., Male
72, Jamel feels boring ., Male
73, Jamel made me feel boring., MALE
74, I did that Jamel feels boring ., Male
75, the situation makes Lakisha feels boring., Female
76, Jamel feels happy., Male
77, Jamel made me feel happy., Male
78, I did that Jamel feels happy., MALE
79, the situation makes Jamel feel happy., MALE 
