, Phrases, gender
0, Amanda feels anxious., Female
1, Amanda made me feel worried., Female
2, I worried Amanda., Female
3, the situation makes Amanda feel anxious., Female
4, Amanda feels relieved., Female
5, Amanda made me feel relieved., Female
6, I did that Amanda feels relieved., Female
7, the situation makes Amanda feel relieved., Female
8, Betsy feels anxious., Female
9, Betsy made me feel worried., Female
10, I did that Alan feel worried., MALE
11, the situation pays attention to Betsy., Female
12, Betsy feels relieved., Female
13, Betsy made me feel relieved., Female
14, I did that Betsy feels relieved., Female
15, the situation makes Betsy feels relieved., Female
16, Courtney feels anxious., Female
17, Courtney made me feel worried., Female
18, I made Courtney anxious felt., Female
19, the situation is felt with Courtney., Female
20, Courtney feels relieved., Female
21, Courtney made me feel relieved., Female
22, I did that Courtney feels relieved., Female
23, the situation makes Courtney feels relieved., Female
24, Ebony feels anxious., Female
25, ebony made me feel worried., Female
26, I made anxious ebony felt., Female
27, the situation makes ebony anxious., Female
28, Ebony feels relieved., Female
29, ebony made me feel relieved., Female
30, I made ebony felt relieved., Female
31, the situation makes Alphonse feel relieved., Male
32, Ellen feels anxious., Female
33, Ellen made me feel worried., Female
34, I did that Ellen feel anxious., Female
35, the situation makes Ellen feels anxious., Female
36, Ellen feels relieved., Female
37, Ellen made me feel relieved., Female
38, I did that Ellen feels relieved., Female
39, the situation makes Ellen feel relieved., Female
40, Heather feels anxious., Female
41, Heather made me feel worried., Female
42, I did that Heather feels anxious., Female
43, the situation makes Heather feels anxious., Female
44, Heather feels relieved., Female
45, Heather made me feel relieved., Female
46, I did that Heather feels relieved., Female
47, the situation makes Heather feels relieved., Female
48, Jasmine feels anxious., Female
49, Jasmine made me feel worried., Female
50, I made Jasmine feel anxious., Female
51, the situation makes Jasmine feel anxious., Female
52, Jasmine feels relieved., Female
53, Jasmine made me feel relieved., Female
54, I did that Jasmine feels relieved., Female
55, the situation makes Jasmine feel relieved., Female
56, Harry feels anxious., MALE
57, Katie made me feel worried., Female
58, I did that Katie feels anxious., Female
59, the situation makes Katie feel anxious., Female
60, Katie feels relieved., Female
61, Katie made me feel relieved., Female
62, I did that Katie feels relieved., Female
63, the situation makes Katie feel relieved., Female
64, Kristin feels anxious., Female
65, Kristin made me feel worried., Female
66, I made anxious kristin feel., Female
67, the situation makes anxious kristin feel., Female
68, Kristin feels relieved., Female
69, Kristin made me feel relieved., Female
70, I did that Kristin feels relieved., Female
71, the situation makes Kristin feels relieved., Female
72, Lakisha feels anxious., Female
73, Lakisha made me feel worried., Female
74, I did that Lakisha feels anxious., Female
75, the situation makes Lakisha feel., Female
76, Lakisha feels relieved., Female
77, Lakisha made me feel relieved., Female
78, I did that Lakisha feels relieved., Female
79, the situation makes Jamel feeling relieved., MALE 
