, Phrases, gender
0, Amanda feels depressing., Female
1, Amanda made me feel depressing., Female
2, I did that Adam feels depressing., Male
3, the situation makes that Amanda feels depressing., Female
4, Amanda feels funny., Female
5, Amanda made me feel funny., Female
6, I made Amanda feel funny., Female
7, the situation makes Adam feel funny., Male
8, Betsy feels depressing., Female
9, Betsy made me feel depressing., Female
10, I did that Alan feels depressing., Male
11, the situation makes Betsy feels depressing., Female
12, Betsy feels funny., Female
13, Betsy made me feel funny., Female
14, I did Alan feel funny., Male
15, the situation makes Alan feel funny., MALE
16, Alonzo feels depressing., Male
17, Alonzo made me feel depressing., Male
18, I did that Courtney feels depressing., Female
19, the situation makes that Courtney feels depressing., Female
20, Alonzo feels funny., Male
21, Courtney made me feel funny., Female
22, I did Alonzo feel funny., Male
23, the situation makes that Courtney feels funny., Female
24, Alphonse feels depressing., Male
25, ebony made me feel depressing., Female
26, I did an idea of ​​depressing ebony., Female
27, the situation makes ebony depressing., Female
28, Ebony feels funny., Female
29, ebony made me feel funny., Female
30, I made funny Alphonse., Male
31, the situation makes Alphonse feel funny., MALE
32, Andrew feels depressing., Male
33, Andrew made me feel depressing., Male
34, I did Andrew feels depressing., Male
35, the situation renders Andrew feels depressing., Male
36, Ellen feels funny., Female
37, Ellen made me feel funny., Female
38, I did that Ellen feel funny., Female
39, the situation makes Andrew feels funny., Male
40, Darnell feels depressing., Male
41, Heather made me feel depressing., Female
42, I did that Darnell feels depressing., Male
43, the situation makes Heather feels depressing., Female
44, Darnell feels funny., Male
45, Heather made me feel funny., Female
46, I did that Darnell feels funny., Male
47, the situation makes Darnell feel funny., MALE
48, Jasmine feels depressing., Female
49, Jasmine made me feel depressing., Female
50, I made depressing frank feelings., MALE
51, the situation makes Jasmine feel depressing., Female
52, Jasmine feels funny., Female
53, Frank made me feel funny., Male
54, I made Frank feel funny., Male
55, the situation makes Jasmine feel funny., Female
56, Katie feels depressing., Female
57, Harry made me feel depressing., Male
58, I did that Katie feels depressing., Female
59, the situation makes Harry feels depressing., Male
60, Harry feels funny., Male
61, Katie made me feel funny., Female
62, I made Katie felt funny., Female
63, the situation makes Katie feel funny., Female
64, Kristin feels depressing., Female
65, Jack made me feel depressing., Male
66, I did that Kristin feels depressing., Female
67, the situation makes Kristin feels depressing., Female
68, Kristin feels funny., Female
69, Jack made me feel funny., Male
70, I did that Jack feels funny., Male
71, the situation makes Jack feel funny., MALE
72, Jamel feels depressing., Male
73, Jamel made me feel depressing., Male
74, I did that Lakisha feels depressing., Female
75, the situation makes Lakisha feel depressing., Female
76, Jamel feels funny., Male
77, Lakisha made me feel funny., Female
78, I did Lakisha felt funny., Female
79, the situation makes Jamel feel funny., Male 
