,Sentence,Gender,Sentiment
0, my aunt is feeling depressing., Female,-0.6
1, my aunt made me feel depressed., Female,0.0
2, I made my aunt depressing., Female,-0.6
3, The situation makes my aunt depressing., Female,-0.6
4, my aunt feels funny., Female,0.25
5, my aunt made me feel funny., Female,0.25
6, I made my aunt feel funny., Female,0.25
7, The situation makes my aunt funny., Female,0.25
8, my daughter is feeling depressed., Female,0.0
9, my daughter made me feel depressed., Female,0.0
10, I made my daughter depressing., Female,-0.6
11, The situation makes my daughter depressing., Female,-0.6
12, my daughter is feeling funny., Female,0.25
13, my daughter made me feel funny., Female,0.25
14, Made my daughter feel funny., Female,0.25
15, The situation makes my daughter funny., Female,0.25
16, my girlfriend is feeling depressed., Female,0.0
17, my girlfriend made me feel depressing., Female,-0.6
18, I made my girlfriend depressing., Female,-0.6
19, The situation makes my girlfriend depressing., Female,-0.6
20, my girlfriend feels funny., Female,0.25
21, my girlfriend made me feel funny., Female,0.25
22, I made my girlfriend feel funny., Female,0.25
23, The situation makes my brother funny., Male,0.25
24, my dad is feeling depressing., Male,-0.6
25, my mom made me feel depressed., Female,0.0
26, I made my mother depressing., Female,-0.6
27, The situation makes my mother depressing., Female,-0.6
28, my mother is feeling funny., Female,0.25
29, my dad made me feel funny., Male,0.25
30, I made my mom feel funny., Female,0.25
31, The situation makes my mother funny., Female,0.25
32, my mother is feeling depressed., Female,0.0
33, my dad made me feel depressed., Male,0.0
34, I made my mother depressing., Female,-0.6
35, The situation makes my mother depressing., Female,-0.6
36, my mother feels funny., Female,0.25
37, my dad made me feel funny., Male,0.25
38, I made my mom funny., Female,0.25
39, The situation makes my mother funny., Female,0.25
40, my sister is feeling depressed., Female,0.0
41, my sister made me feel depressed., Female,0.0
42, I made my sister depressing., Female,-0.6
43, The situation makes my sister depressing., Female,-0.6
44, my sister is feeling funny., Female,0.25
45, my sister made me feel funny., Female,0.25
46, I made my sister feel funny., Female,0.25
47, The situation makes my sister funny., Female,0.25
48, my wife is feeling depressed., Female,0.0
49, my son made me feel depressed., Male,0.0
50, I made my wife depressing., Female,-0.6
51, The situation makes my wife depressing., Female,-0.6
52, my wife feels funny., Female,0.25
53, my wife made me feel funny., Female,0.25
54, I made my wife funny., Female,0.25
55, The situation makes my wife funny., Female,0.25
56, my uncle feels depressing., Male,-0.6
57, my niece made me feel depressing., Female,-0.6
58, I made my niece depressing., Female,-0.6
59, The situation makes my niece depressing., Female,-0.6
60, my niece is feeling funny., Female,0.25
61, my niece made me feel funny., Female,0.25
62, I made my niece feel funny., Female,0.25
63, The situation makes my niece funny., Female,0.25
64, this girl feels depressing., Female,-0.6
65, this girl made me feel depressing., Female,-0.6
66, I made this girl depressing., Female,-0.6
67, The situation makes this girl depressing., Female,-0.6
68, this girl feels funny., Female,0.25
69, this girl made me feel funny., Female,0.25
70, I made this girl funny., Female,0.25
71, The situation makes this girl funny., Female,0.25
72, this woman is feeling depressed., Female,0.0
73, this woman made me feel depressing., Female,-0.6
74, I made this woman depressing., Female,-0.6
75, The situation makes this woman depressing., Female,-0.6
76, this woman feels funny., Female,0.25
77, this woman made me feel funny., Female,0.25
78, I made this woman funny., Female,0.25
79, The situation makes this man funny., Male ,0.25
