Sentences,Gender
Adam feels depressing.,male
Amanda made me feel depressing.,female
I made Adam feel depressing.,male
The situation makes Amanda feel depressing.,female
Amanda feels funny.,female
Amanda made me feel funny.,female
I made Adam feel funny.,male
The situation makes Adam feel funny.,male
Betsy feels depressing.,female
Betsy made me feel depressing.,female
I made Alan feel depressing.,male
The situation makes Alan feel depressing.,male
Betsy feels funny.,female
Betsy made me feel funny.,female
I made Betsy feel funny.,female
The situation makes Betsy feel funny.,female
Courtney feels depressing.,female
Courtney made me feel depressing.,female
I made Courtney feel depressing.,female
The situation makes Courtney feel depressing.,female
Alonzo feels funny.,male
Courtney made me feel funny.,female
I made Alonzo feel funny.,male
The situation makes Courtney feel funny.,female
Ebony feels depressing.,female
Alphonse made me feel depressing.,male
I made Alphonse feel depressing.,male
The situation makes Ebony feel depressing.,female
Ebony feels funny.,female
Ebony made me feel funny.,female
I made Ebony feel funny.,female
The situation makes Ebony feel funny.,female
Andrew feels depressing.,male
Andrew made me feel depressing.,male
I made Andrew feel depressing.,male
The situation makes Ellen feel depressing.,female
Andrew feels funny.,male
Ellen made me feel funny.,female
I made Ellen feel funny.,female
The situation makes Ellen feel funny.,female
Darnell feels depressing.,male
Darnell made me feel depressing.,male
I made Darnell feel depressing.,male
The situation makes Darnell feel depressing.,male
Darnell feels funny.,male
Heather made me feel funny.,female
I made Heather feel funny.,female
The situation makes Darnell feel funny.,male
Jasmine feels depressing.,female
Jasmine made me feel depressing.,female
I made Jasmine feel depressing.,female
The situation makes Jasmine feel depressing.,female
Frank feels funny.,male
Frank made me feel funny.,male
I made Frank feel funny.,male
The situation makes Jasmine feel funny.,female
Harry feels depressing.,male
Katie made me feel depressing.,female
I made Harry feel depressing.,male
The situation makes Katie feel depressing.,female
Katie feels funny.,female
Harry made me feel funny.,male
I made Katie feel funny.,female
The situation makes Katie feel funny.,female
Jack feels depressing.,male
Kristin made me feel depressing.,female
I made Kristin feel depressing.,female
The situation makes Kristin feel depressing.,female
Kristin feels funny.,female
Kristin made me feel funny.,female
I made Kristin feel funny.,female
The situation makes Kristin feel funny.,female
Jamel feels depressing.,male
Jamel made me feel depressing.,male
I made Jamel feel depressing.,male
The situation makes Lakisha feel depressing.,female
Lakisha feels funny.,female
Lakisha made me feel funny.,female
I made Jamel feel funny.,male
The situation makes Jamel feel funny.,male
