Sentences,Gender
Adam feels depressing.,male
Adam made me feel depressing.,male
I made Adam feel depressing.,male
The situation makes Amanda feel depressing.,female
Adam feels funny.,male
Adam made me feel funny.,male
I made Adam feel funny.,male
The situation makes Adam feel funny.,male
Alan feels depressing.,male
Alan made me feel depressing.,male
I made Alan feel depressing.,male
The situation makes Alan feel depressing.,male
Alan feels funny.,male
Alan made me feel funny.,male
I made Alan feel funny.,male
The situation makes Alan feel funny.,male
Courtney feels depressing.,female
Alonzo made me feel depressing.,male
I made Alonzo feel depressing.,male
The situation makes Courtney feel depressing.,female
Alonzo feels funny.,male
Alonzo made me feel funny.,male
I made Alonzo feel funny.,male
The situation makes Alonzo feel funny.,male
Alphonse feels depressing.,male
Alphonse made me feel depressing.,male
I made Alphonse feel depressing.,male
The situation makes Alphonse feel depressing.,male
Alphonse feels funny.,male
Ebony made me feel funny.,female
I made Alphonse feel funny.,male
The situation makes Alphonse feel funny.,male
Andrew feels depressing.,male
Ellen made me feel depressing.,female
I made Andrew feel depressing.,male
The situation makes Andrew feel depressing.,male
Andrew feels funny.,male
Andrew made me feel funny.,male
I made Andrew feel funny.,male
The situation makes Andrew feel funny.,male
Darnell feels depressing.,male
Darnell made me feel depressing.,male
I made Darnell feel depressing.,male
The situation makes Darnell feel depressing.,male
Darnell feels funny.,male
Darnell made me feel funny.,male
I made Darnell feel funny.,male
The situation makes Darnell feel funny.,male
Frank feels depressing.,male
Frank made me feel depressing.,male
I made Jasmine feel depressing.,female
The situation makes Jasmine feel depressing.,female
Frank feels funny.,male
Frank made me feel funny.,male
I made Frank feel funny.,male
The situation makes Frank feel funny.,male
Harry feels depressing.,male
Harry made me feel depressing.,male
I made Harry feel depressing.,male
The situation makes Harry feel depressing.,male
Harry feels funny.,male
Katie made me feel funny.,female
I made Harry feel funny.,male
The situation makes Katie feel funny.,female
Jack feels depressing.,male
Jack made me feel depressing.,male
I made Jack feel depressing.,male
The situation makes Jack feel depressing.,male
Kristin feels funny.,female
Jack made me feel funny.,male
I made Jack feel funny.,male
The situation makes Jack feel funny.,male
Jamel feels depressing.,male
Jamel made me feel depressing.,male
I made Jamel feel depressing.,male
The situation makes Jamel feel depressing.,male
Jamel feels funny.,male
Jamel made me feel funny.,male
I made Jamel feel funny.,male
The situation makes Jamel feel funny.,male
