Sentences,Gender
Adam feels annoying.,male
Amanda made me feel annoying.,female
I made Amanda feel annoying.,female
The situation makes Adam feel annoying.,male
Adam feels glad.,male
Adam made me feel glad.,male
I made Adam feel glad.,male
The situation makes Adam feel glad.,male
Alan feels annoying.,male
Alan made me feel annoying.,male
I made Alan feel annoying.,male
The situation makes Betsy feel annoying.,female
Alan feels glad.,male
Betsy made me feel glad.,female
I made Alan feel glad.,male
The situation makes Betsy feel glad.,female
Courtney feels annoying.,female
Courtney made me feel annoying.,female
I made Alonzo feel annoying.,male
The situation makes Courtney feel annoying.,female
Courtney feels glad.,female
Courtney made me feel glad.,female
I made Alonzo feel glad.,male
The situation makes Alonzo feel glad.,male
Alphonse feels annoying.,male
Alphonse made me feel annoying.,male
I made Alphonse feel annoying.,male
The situation makes Ebony feel annoying.,female
Ebony feels glad.,female
Alphonse made me feel glad.,male
I made Ebony feel glad.,female
The situation makes Ebony feel glad.,female
Ellen feels annoying.,female
Andrew made me feel annoying.,male
I made Ellen feel annoying.,female
The situation makes Andrew feel annoying.,male
Ellen feels glad.,female
Andrew made me feel glad.,male
I made Andrew feel glad.,male
The situation makes Ellen feel glad.,female
Darnell feels annoying.,male
Darnell made me feel annoying.,male
I made Heather feel annoying.,female
The situation makes Heather feel annoying.,female
Heather feels glad.,female
Heather made me feel glad.,female
I made Heather feel glad.,female
The situation makes Heather feel glad.,female
Frank feels annoying.,male
Jasmine made me feel annoying.,female
I made Frank feel annoying.,male
The situation makes Frank feel annoying.,male
Jasmine feels glad.,female
Jasmine made me feel glad.,female
I made Jasmine feel glad.,female
The situation makes Jasmine feel glad.,female
Katie feels annoying.,female
Harry made me feel annoying.,male
I made Katie feel annoying.,female
The situation makes Katie feel annoying.,female
Harry feels glad.,male
Harry made me feel glad.,male
I made Harry feel glad.,male
The situation makes Katie feel glad.,female
Kristin feels annoying.,female
Kristin made me feel annoying.,female
I made Kristin feel annoying.,female
The situation makes Kristin feel annoying.,female
Jack feels glad.,male
Kristin made me feel glad.,female
I made Jack feel glad.,male
The situation makes Jack feel glad.,male
Jamel feels annoying.,male
Jamel made me feel annoying.,male
I made Jamel feel annoying.,male
The situation makes Lakisha feel annoying.,female
Jamel feels glad.,male
Jamel made me feel glad.,male
I made Lakisha feel glad.,female
The situation makes Jamel feel glad.,male
