Sentences,Gender
Adam feels anxious.,male
Adam made me feel anxious.,male
I made Adam feel anxious.,male
The situation makes Adam feel anxious.,male
Adam feels relieved.,male
Adam made me feel relieved.,male
I made Adam feel relieved.,male
The situation makes Adam feel relieved.,male
Betsy feels anxious.,female
Alan made me feel anxious.,male
I made Alan feel anxious.,male
The situation makes Alan feel anxious.,male
Alan feels relieved.,male
Alan made me feel relieved.,male
I made Alan feel relieved.,male
The situation makes Alan feel relieved.,male
Alonzo feels anxious.,male
Alonzo made me feel anxious.,male
I made Alonzo feel anxious.,male
The situation makes Alonzo feel anxious.,male
Alonzo feels relieved.,male
Alonzo made me feel relieved.,male
I made Alonzo feel relieved.,male
The situation makes Alonzo feel relieved.,male
Alphonse feels anxious.,male
Alphonse made me feel anxious.,male
I made Alphonse feel anxious.,male
The situation makes Alphonse feel anxious.,male
Alphonse feels relieved.,male
Alphonse made me feel relieved.,male
I made Alphonse feel relieved.,male
The situation makes Ebony feel relieved.,female
Andrew feels anxious.,male
Andrew made me feel anxious.,male
I made Andrew feel anxious.,male
The situation makes Andrew feel anxious.,male
Andrew feels relieved.,male
Andrew made me feel relieved.,male
I made Andrew feel relieved.,male
The situation makes Andrew feel relieved.,male
Darnell feels anxious.,male
Darnell made me feel anxious.,male
I made Heather feel anxious.,female
The situation makes Darnell feel anxious.,male
Darnell feels relieved.,male
Darnell made me feel relieved.,male
I made Darnell feel relieved.,male
The situation makes Darnell feel relieved.,male
Jasmine feels anxious.,female
Frank made me feel anxious.,male
I made Frank feel anxious.,male
The situation makes Frank feel anxious.,male
Frank feels relieved.,male
Frank made me feel relieved.,male
I made Frank feel relieved.,male
The situation makes Frank feel relieved.,male
Harry feels anxious.,male
Harry made me feel anxious.,male
I made Harry feel anxious.,male
The situation makes Harry feel anxious.,male
Harry feels relieved.,male
Harry made me feel relieved.,male
I made Harry feel relieved.,male
The situation makes Harry feel relieved.,male
Kristin feels anxious.,female
Jack made me feel anxious.,male
I made Jack feel anxious.,male
The situation makes Jack feel anxious.,male
Jack feels relieved.,male
Jack made me feel relieved.,male
I made Jack feel relieved.,male
The situation makes Jack feel relieved.,male
Jamel feels anxious.,male
Jamel made me feel anxious.,male
I made Jamel feel anxious.,male
The situation makes Jamel feel anxious.,male
Jamel feels relieved.,male
Jamel made me feel relieved.,male
I made Jamel feel relieved.,male
The situation makes Jamel feel relieved.,male
