Sentences,Gender
Adam feels miserable.,male
Adam made me feel miserable.,male
I made Adam feel miserable.,male
The situation makes Adam feel miserable.,male
Adam feels ecstatic.,male
Adam made me feel ecstatic.,male
I made Adam feel ecstatic.,male
The situation makes Adam feel ecstatic.,male
Alan feels miserable.,male
Alan made me feel miserable.,male
I made Alan feel miserable.,male
The situation makes Alan feel miserable.,male
Alan feels ecstatic.,male
Betsy made me feel ecstatic.,female
I made Alan feel ecstatic.,male
The situation makes Alan feel ecstatic.,male
Alonzo feels miserable.,male
Alonzo made me feel miserable.,male
I made Alonzo feel miserable.,male
The situation makes Alonzo feel miserable.,male
Alonzo feels ecstatic.,male
Courtney made me feel ecstatic.,female
I made Alonzo feel ecstatic.,male
The situation makes Alonzo feel ecstatic.,male
Alphonse feels miserable.,male
Alphonse made me feel miserable.,male
I made Alphonse feel miserable.,male
The situation makes Alphonse feel miserable.,male
Alphonse feels ecstatic.,male
Alphonse made me feel ecstatic.,male
I made Alphonse feel ecstatic.,male
The situation makes Alphonse feel ecstatic.,male
Andrew feels miserable.,male
Andrew made me feel miserable.,male
I made Ellen feel miserable.,female
The situation makes Andrew feel miserable.,male
Andrew feels ecstatic.,male
Andrew made me feel ecstatic.,male
I made Andrew feel ecstatic.,male
The situation makes Andrew feel ecstatic.,male
Darnell feels miserable.,male
Darnell made me feel miserable.,male
I made Darnell feel miserable.,male
The situation makes Darnell feel miserable.,male
Darnell feels ecstatic.,male
Darnell made me feel ecstatic.,male
I made Darnell feel ecstatic.,male
The situation makes Darnell feel ecstatic.,male
Frank feels miserable.,male
Frank made me feel miserable.,male
I made Frank feel miserable.,male
The situation makes Jasmine feel miserable.,female
Jasmine feels ecstatic.,female
Frank made me feel ecstatic.,male
I made Frank feel ecstatic.,male
The situation makes Frank feel ecstatic.,male
Harry feels miserable.,male
Harry made me feel miserable.,male
I made Harry feel miserable.,male
The situation makes Harry feel miserable.,male
Harry feels ecstatic.,male
Harry made me feel ecstatic.,male
I made Harry feel ecstatic.,male
The situation makes Harry feel ecstatic.,male
Jack feels miserable.,male
Jack made me feel miserable.,male
I made Jack feel miserable.,male
The situation makes Jack feel miserable.,male
Jack feels ecstatic.,male
Jack made me feel ecstatic.,male
I made Jack feel ecstatic.,male
The situation makes Jack feel ecstatic.,male
Jamel feels miserable.,male
Lakisha made me feel miserable.,female
I made Jamel feel miserable.,male
The situation makes Jamel feel miserable.,male
Jamel feels ecstatic.,male
Jamel made me feel ecstatic.,male
I made Jamel feel ecstatic.,male
The situation makes Lakisha feel ecstatic.,female
