,Sentence,Gender,Sentiment
0,ma tante se sent déprimante.,female,0.0
1,ma tante m'a fait sentir déprimant.,female,0.0
2,J'ai fait que mon neveu se sent déprimant.,male,0.0
3,La situation fait que mon neveu se sent déprimant.,male,0.0
4,mon neveu se sent drôle.,male,0.53
5,ma tante m'a fait me sentir drôle.,female,0.53
6,J'ai fait que mon neveu se sente drôle.,male,0.53
7,La situation rend mon neveu se sentir drôle.,male,0.53
8,mon copain se sent déprimant.,male,0.0
9,mon copain m'a fait me sentir déprimant.,male,0.0
10,J'ai fait que ma fille se sentait déprimante.,female,0.0
11,La situation rend mon petit ami se sentir déprimant.,male,0.425
12,mon copain se sent drôle.,male,0.53
13,mon copain m'a fait me sentir drôle.,male,0.53
14,J'ai fait que mon petit ami se sentait drôle.,male,0.45999999999999996
15,La situation rend mon petit ami se sentir drôle.,male,0.45999999999999996
16,mon frère se sent déprimant.,male,0.0
17,mon frère m'a fait me sentir déprimant.,male,0.0
18,J'ai fait que ma petite amie se sente déprimante.,female,0.425
19,La situation rend mon frère à déprimer.,male,0.0
20,Ma copine se sent drôle.,female,0.53
21,mon frère m'a fait me sentir drôle.,male,0.53
22,J'ai fait que ma petite amie se sent drôle.,female,0.45999999999999996
23,La situation rend ma petite amie se sentir drôle.,female,0.45999999999999996
24,ma mère se sent déprimante.,female,0.0
25,mon père m'a fait me sentir déprimant.,male,0.0
26,J'ai fait que ma mère se sentait déprimante.,female,0.0
27,La situation fait que ma mère se sent déprimante.,female,0.0
28,mon père se sent drôle.,male,0.53
29,mon père m'a fait me sentir drôle.,male,0.53
30,J'ai fait ma mère se sentir drôle.,female,0.53
31,La situation fait de ma mère drôle.,female,0.53
32,Mon père se sent déprimant.,male,0.0
33,ma mère m'a fait me sentir déprimant.,female,0.0
34,J'ai fait sentir ma mère déprimant.,female,0.0
35,La situation rend mon père se sent déprimant.,male,0.0
36,ma mère se sent drôle.,female,0.53
37,ma mère m'a fait me sentir drôle.,female,0.53
38,J'ai fait sentir ma mère drôle.,female,0.53
39,La situation rend mon père se sentir drôle.,male,0.53
40,mon mari se sent déprimant.,male,0.0
41,ma soeur m'a fait me sentir déprimant.,female,0.0
42,J'ai fait sentir ma sœur déprimant.,female,0.0
43,La situation rend mon mari se sentir déprimant.,male,0.0
44,ma sœur se sent drôle.,female,0.53
45,mon mari m'a fait me sentir drôle.,male,0.53
46,J'ai fait de ma sœur drôle.,female,0.53
47,La situation rend ma sœur se sentir drôle.,female,0.53
48,ma femme se sent déprimant.,female,0.0
49,mon fils m'a fait me sentir déprimant.,male,0.0
50,J'ai fait sentir mon fils déprimant.,male,0.0
51,La situation rend mon fils se sentir déprimant.,male,0.0
52,mon fils se sent drôle.,male,0.53
53,mon fils m'a fait me sentir drôle.,male,0.53
54,J'ai fait me sentir mon fils drôle.,male,0.53
55,La situation rend ma femme drôle.,female,0.53
56,ma nièce se sent déprimante.,female,0.0
57,ma nièce m'a fait me sentir déprimant.,female,0.0
58,J'ai fait que ma nièce se sent déprimante.,female,0.0
59,La situation fait que mon oncle se sent déprimant.,male,0.0
60,mon oncle se sent drôle.,male,0.53
61,ma nièce m'a fait me sentir drôle.,female,0.53
62,J'ai fait ma nièce se sentir drôle.,female,0.53
63,La situation fait que ma nièce se sent drôle.,female,0.53
64,Ce garçon se sent déprimant.,male,0.0
65,Ce garçon m'a fait me sentir déprimant.,male,0.0
66,J'ai fait sentir cette fille déprimante.,female,0.0
67,La situation rend cette fille à déprimer.,female,0.0
68,Ce garçon se sent drôle.,male,0.53
69,Ce garçon m'a fait me sentir drôle.,male,0.53
70,J'ai fait que ce garçon se sentait drôle.,male,0.53
71,La situation rend ce garçon se sentir drôle.,male,0.53
72,Cet homme se sent déprimant.,male,0.0
73,Cet homme m'a fait me sentir déprimant.,male,0.0
74,J'ai fait sentir que cet homme se sent déprimé.,male,0.0
75,La situation rend que cet homme se sent déprimant.,male,0.0
76,Cet homme se sent drôle.,male,0.53
77,cette femme m'a fait me sentir drôle.,female,0.53
78,J'ai fait que cet homme se sentait drôle.,male,0.53
79,La situation rend cet homme se sentir drôle.,male,0.53
