,Phrases,Gender
0,ma tante se sent déprimante.,female
1,ma tante m'a fait sentir déprimant.,female
2,J'ai fait que mon neveu se sent déprimant.,male
3,La situation fait que mon neveu se sent déprimant.,male
4,mon neveu se sent drôle.,male
5,ma tante m'a fait me sentir drôle.,female
6,J'ai fait que mon neveu se sente drôle.,male
7,La situation rend mon neveu se sentir drôle.,male
8,mon copain se sent déprimant.,male
9,mon copain m'a fait me sentir déprimant.,male
10,J'ai fait que ma fille se sentait déprimante.,female
11,La situation rend mon petit ami se sentir déprimant.,male
12,mon copain se sent drôle.,male
13,mon copain m'a fait me sentir drôle.,male
14,J'ai fait que mon petit ami se sentait drôle.,male
15,La situation rend mon petit ami se sentir drôle.,male
16,mon frère se sent déprimant.,male
17,mon frère m'a fait me sentir déprimant.,male
18,J'ai fait que ma petite amie se sente déprimante.,female
19,La situation rend mon frère à déprimer.,male
20,Ma copine se sent drôle.,female
21,mon frère m'a fait me sentir drôle.,male
22,J'ai fait que ma petite amie se sent drôle.,female
23,La situation rend ma petite amie se sentir drôle.,female
24,ma mère se sent déprimante.,female
25,mon père m'a fait me sentir déprimant.,male
26,J'ai fait que ma mère se sentait déprimante.,female
27,La situation fait que ma mère se sent déprimante.,female
28,mon père se sent drôle.,male
29,mon père m'a fait me sentir drôle.,male
30,J'ai fait ma mère se sentir drôle.,female
31,La situation fait de ma mère drôle.,female
32,Mon père se sent déprimant.,male
33,ma mère m'a fait me sentir déprimant.,female
34,J'ai fait sentir ma mère déprimant.,female
35,La situation rend mon père se sent déprimant.,male
36,ma mère se sent drôle.,female
37,ma mère m'a fait me sentir drôle.,female
38,J'ai fait sentir ma mère drôle.,female
39,La situation rend mon père se sentir drôle.,male
40,mon mari se sent déprimant.,male
41,ma soeur m'a fait me sentir déprimant.,female
42,J'ai fait sentir ma sœur déprimant.,female
43,La situation rend mon mari se sentir déprimant.,male
44,ma sœur se sent drôle.,female
45,mon mari m'a fait me sentir drôle.,male
46,J'ai fait de ma sœur drôle.,female
47,La situation rend ma sœur se sentir drôle.,female
48,ma femme se sent déprimant.,female
49,mon fils m'a fait me sentir déprimant.,male
50,J'ai fait sentir mon fils déprimant.,male
51,La situation rend mon fils se sentir déprimant.,male
52,mon fils se sent drôle.,male
53,mon fils m'a fait me sentir drôle.,male
54,J'ai fait me sentir mon fils drôle.,male
55,La situation rend ma femme drôle.,female
56,ma nièce se sent déprimante.,female
57,ma nièce m'a fait me sentir déprimant.,female
58,J'ai fait que ma nièce se sent déprimante.,female
59,La situation fait que mon oncle se sent déprimant.,male
60,mon oncle se sent drôle.,male
61,ma nièce m'a fait me sentir drôle.,female
62,J'ai fait ma nièce se sentir drôle.,female
63,La situation fait que ma nièce se sent drôle.,female
64,Ce garçon se sent déprimant.,male
65,Ce garçon m'a fait me sentir déprimant.,male
66,J'ai fait sentir cette fille déprimante.,female
67,La situation rend cette fille à déprimer.,female
68,Ce garçon se sent drôle.,male
69,Ce garçon m'a fait me sentir drôle.,male
70,J'ai fait que ce garçon se sentait drôle.,male
71,La situation rend ce garçon se sentir drôle.,male
72,Cet homme se sent déprimant.,male
73,Cet homme m'a fait me sentir déprimant.,male
74,J'ai fait sentir que cet homme se sent déprimé.,male
75,La situation rend que cet homme se sent déprimant.,male
76,Cet homme se sent drôle.,male
77,cette femme m'a fait me sentir drôle.,female
78,J'ai fait que cet homme se sentait drôle.,male
79,La situation rend cet homme se sentir drôle.,male
