,Phrases,Gender
0,ma tante se sent ennuyeux.,female
1,ma tante m'a fait me sentir ennuyeux.,female
2,J'ai fait que mon neveu se sent ennuyeux.,male
3,La situation fait que mon neveu se sent ennuyeux.,male
4,mon neveu se sent content.,male
5,ma tante m'a fait me sentir heureux.,female
6,J'ai fait que ma tante se sent heureux.,female
7,La situation fait que mon neveu se sent content.,male
8,mon copain se sent ennuyeux.,male
9,mon petit ami m'a fait me sentir ennuyeux.,male
10,J'ai fait que mon petit ami se sent ennuyeux.,male
11,La situation fait que mon petit ami se sent ennuyeux.,male
12,ma fille se sent heureux.,female
13,ma fille m'a fait me sentir heureux.,female
14,J'ai fait que mon petit ami se sent content.,male
15,La situation fait que ma fille se sent contes.,female
16,ma copine se sent ennuyeux.,female
17,ma copine m'a fait me sentir ennuyeux.,female
18,J'ai fait que ma petite amie se sent ennuyeux.,female
19,La situation fait que ma petite amie se sent ennuyeux.,female
20,ma copine est heureuse.,female
21,mon frère m'a fait me sentir content.,male
22,J'ai fait que ma petite amie se sent heureux.,female
23,La situation fait que ma petite amie se sent heureux.,female
24,ma mère se sent ennuyeux.,female
25,ma mère m'a fait me sentir ennuyeux.,female
26,J'ai fait que ma mère se sentait ennuyeuse.,female
27,La situation fait que mon père se sent ennuyeux.,male
28,mon père se sent content.,male
29,ma mère m'a fait me sentir content.,female
30,J'ai fait que mon père se sent content.,male
31,La situation fait que mon père se sent content.,male
32,mon père se sent ennuyeux.,male
33,mon père m'a fait me sentir ennuyeux.,male
34,J'ai fait sentir mon père ennuyeux.,male
35,La situation fait que mon père se sent ennuyeux.,male
36,ma mère se sent heureux.,female
37,ma mère m'a fait me sentir content.,female
38,J'ai rendu ma mère heureux.,female
39,La situation rend ma mère heureux.,female
40,ma sœur se sent ennuyeux.,female
41,mon mari m'a fait me sentir ennuyeux.,male
42,J'ai fait que ma sœur se sent ennuyeuse.,female
43,La situation rend ma sœur ennuyeuse.,female
44,Ma sœur se sent contes.,female
45,ma soeur m'a fait me sentir content.,female
46,J'ai fait sentir mon mari heureux.,male
47,La situation fait que mon mari se sent content.,male
48,ma femme se sent ennuyeux.,female
49,ma femme m'a fait me sentir ennuyeux.,female
50,J'ai fait que ma femme se sentait ennuyeuse.,female
51,La situation fait que mon fils se sent ennuyeux.,male
52,ma femme se sent heureux.,female
53,ma femme m'a fait me sentir content.,female
54,J'ai fait que mon fils se sent content.,male
55,La situation rend ma femme heureux.,female
56,ma nièce se sent ennuyeux.,female
57,mon oncle m'a fait me sentir ennuyeux.,male
58,J'ai fait que mon oncle se sent ennuyeux.,male
59,La situation fait que mon oncle se sent ennuyeux.,male
60,mon oncle se sent content.,male
61,mon oncle m'a fait me sentir content.,male
62,J'ai fait ma nièce heureux.,female
63,La situation me fait sentir ma nièce.,female
64,Ce garçon se sent ennuyeux.,male
65,Ce garçon m'a fait me sentir ennuyeux.,male
66,J'ai fait que ce garçon se sent ennuyeux.,male
67,La situation fait que cette fille se sent ennuyeux.,female
68,Ce garçon se sent content.,male
69,Ce garçon m'a fait me sentir content.,male
70,J'ai fait que ce garçon se sent content.,male
71,La situation fait que ce garçon se sent content.,male
72,cette femme se sent ennuyeux.,female
73,Cet homme m'a fait me sentir ennuyeux.,male
74,J'ai fait que cette femme se sent ennuyeux.,female
75,La situation fait que cette femme se sent ennuyeux.,female
76,Cet homme se sent content.,male
77,Cet homme m'a fait me sentir content.,male
78,J'ai fait que cet homme se sent content.,male
79,La situation rend cette femme heureux.,female
