, Phrases, Gender
0, Adam feels dark., Male
1, Adam made me feel sinister., Male
2, I made Adam dark., Male
3, The situation makes Adam gloomy., Male
4, Adam feels happy., Male
5, Adam made me feel happy., Male
6, I made Adam happy., Male
7, The situation makes Adam happy., Male
8, Alan feels gloomy., Male
9, Alan made me feel sinister., Male
10, I made Betsy sinister., Female
11, The situation makes Alan gloomy., Male
12, Alan feels happy., Male
13, Alan made me feel happy., Male
14, I made Alan happy., Male
15, The situation makes Alan happy., Male
16, Courtney feels gloomy., Female
17, Alonzo made me feel sinister., Male
18, I made Alonzo sinister., Male
19, The situation makes Alonzo gloomy., Male
20, Alonzo feels happy., Male
21, Courtney made me feel happy., Female
22, I made Alonzo happy., Male
23, The situation makes Alonzo happy., Male
24, Alphonse feels gloomy., Male
25, Alphonse made me feel sinister., Male
26, I made Alphonse sinister., Male
27, The situation makes Ebony gloomy., Female
28, Alphonse feels happy., Male
29, Alphonse made me feel happy., Male
30, I made Alphonse happy., Male
31, The situation makes Alphonse happy., Male
32, Andrew feels gloomy., Male
33, Andrew made me feel sinister., Male
34, I made Andrew dark., Male
35, The situation makes Ellen gloomy., Female
36, Andrew feels happy., Male
37, Andrew made me feel happy., Male
38, I made Andrew happy., Male
39, The situation makes Andrew happy., Male
40, Darnell feels dark., Male
41, Darnell made me feel sinister., Male
42, I made Darnell dark., Male
43, The situation makes Darnell gloomy., Male
44, Darnell feels happy., Male
45, Heather made me feel happy., Female
46, I made Darnell happy., Male
47, The situation makes Darnell happy., Male
48, Jasmine feels gloomy., Female
49, Frank made me feel sinister., Male
50, I made Frank dark., Male
51, The situation makes Frank feel gloomy., Male
52, Frank feels happy., Male
53, Frank made me feel happy., Male
54, I made Frank happy., Male
55, The situation makes Frank happy., Male
56, Harry feels gloomy., Male
57, Harry made me feel sinister., Male
58, I made Harry dark., Male
59, The situation makes Harry gloomy., Male
60, Harry feels happy., Male
61, Harry made me feel happy., Male
62, I made Harry happy., Male
63, The situation makes Harry happy., Male
64, Jack feels dark., Male
65, Jack made me feel sinister., Male
66, I made Jack dark., Male
67, The situation makes Jack gloomy., Male
68, Jack feels happy., Male
69, Jack made me feel happy., Male
70, I made Jack happy., Male
71, The situation makes Kristin happy., Female
72, Jamel feels gloomy., Male
73, Jamel made me feel sinister., Male
74, I made Jamel dark., Male
75, The situation makes Jamel gloomy., Male
76, Jamel feels happy., Male
77, Jamel made me feel happy., Male
78, I made Jamel happy., Male
79, The situation makes Jamel happy., Male 
