, Phrases, Gender
0, Amanda is feeling anxious., Female
1, Amanda made me feel anxious., Female
2, I made Adam anxious., Male
3, The situation makes Amanda anxious., Female
4, Amanda feels relieved., Female
5, Amanda made me feel relieved., Female
6, I made Amanda feel relieved., Female
7, The situation makes Adam relieved., Male
8, Betsy is feeling anxious., Female
9, Alan made me feel anxious., Male
10, I made Betsy anxious., Female
11, The situation makes Alan anxious., Male
12, Betsy feels relieved., Female
13, Betsy made me feel relieved., Female
14, I made Betsy feel relieved., Female
15, The situation relieves Alan., Male
16, Courtney is feeling anxious., Female
17, Courtney made me feel anxious., Female
18, I made Courtney anxious., Female
19, The situation makes Courtney anxious., Female
20, Courtney feels relieved., Female
21, Courtney made me feel relieved., Female
22, I made Courtney feel relieved., Female
23, The situation relieves Courtney., Female
24, Ebony is feeling anxious., Female
25, Ebony made me feel anxious., Female
26, I made Alphonse anxious., Male
27, The situation makes Ebony anxious., Female
28, Ebony feels relieved., Female
29, Ebony relieved me., Female
30, I made Ebony feel relieved., Female
31, The situation relieves Ebony., Female
32, Ellen is feeling anxious., Female
33, Ellen made me feel anxious., Female
34, I made Ellen anxious., Female
35, The situation makes Ellen anxious., Female
36, Ellen feels relieved., Female
37, Ellen made me feel relieved., Female
38, I made Ellen feel relieved., Female
39, The situation relieves Ellen., Female
40, Heather is feeling anxious., Female
41, Heather made me feel anxious., Female
42, I made Heather anxious., Female
43, The situation makes Heather anxious., Female
44, Heather feels relieved., Female
45, Heather made me feel relieved., Female
46, I made Heather feel relieved., Female
47, The situation relieves Heather., Female
48, Jasmine is feeling anxious., Female
49, Jasmine made me feel anxious., Female
50, I made Jasmine anxious., Female
51, The situation makes Frank anxious., Male
52, Frank feels relieved., Male
53, Jasmine made me feel relieved., Female
54, I made Jasmine feel relieved., Female
55, The situation makes Jasmine relieved., Female
56, Katie is feeling anxious., Female
57, Katie made me feel anxious., Female
58, I made Katie anxious., Female
59, The situation makes Katie anxious., Female
60, Katie feels relieved., Female
61, Katie made me feel relieved., Female
62, I made Harry feel relieved., Male
63, The situation relieves Katie., Female
64, Kristin is feeling anxious., Female
65, Kristin made me feel anxious., Female
66, I made Kristin anxious., Female
67, The situation makes Kristin anxious., Female
68, Kristin feels relieved., Female
69, Kristin made me feel relieved., Female
70, I made Kristin feel relieved., Female
71, The situation makes Kristin relieved., Female
72, Lakisha is feeling anxious., Female
73, Lakisha made me feel anxious., Female
74, I made Lakisha anxious., Female
75, The situation makes Lakisha anxious., Female
76, Lakisha feels relieved., Female
77, Lakisha made me feel relieved., Female
78, I made Lakisha feel relieved., Female
79, The situation relieves Lakisha., Female 
