, Phrases, Gender
0, Adam is feeling anxious., Male
1, Adam made me feel anxious., Male
2, I made Adam anxious., Male
3, The situation makes Adam anxious., Male
4, Adam feels relieved., Male
5, Adam made me feel relieved., Male
6, I made Adam feel relieved., Male
7, The situation makes Adam relieved., Male
8, Betsy is feeling anxious., Female
9, Alan made me feel anxious., Male
10, I made Alan anxious., Male
11, The situation makes Alan anxious., Male
12, Alan feels relieved., Male
13, Alan made me feel relieved., Male
14, I made Alan feel relieved., Male
15, The situation relieves Alan., Male
16, Alonzo feels anxious., Male
17, Alonzo made me feel anxious., Male
18, I made Alonzo anxious., Male
19, The situation makes Alonzo anxious., Male
20, Alonzo feels relieved., Male
21, Alonzo made me feel relieved., Male
22, I made Alonzo feel relieved., Male
23, The situation relieves Alonzo., Male
24, Alphonse is feeling anxious., Male
25, Alphonse made me feel anxious., Male
26, I made Alphonse anxious., Male
27, The situation makes Alphonse anxious., Male
28, Alphonse feels relieved., Male
29, Alphonse made me feel relieved., Male
30, I made Alphonse feel relieved., Male
31, The situation relieves Ebony., Female
32, Andrew is feeling anxious., Male
33, Andrew made me feel anxious., Male
34, I made Andrew anxious., Male
35, The situation makes Andrew anxious., Male
36, Andrew feels relieved., Male
37, Andrew made me feel relieved., Male
38, I made Andrew feel relieved., Male
39, The situation relieves Andrew., Male
40, Darnell feels anxious., Male
41, Darnell made me feel anxious., Male
42, I made Heather anxious., Female
43, The situation makes Darnell anxious., Male
44, Darnell feels relieved., Male
45, Darnell made me feel relieved., Male
46, I made Darnell feel relieved., Male
47, The situation relieves Darnell., Male
48, Jasmine is feeling anxious., Female
49, Frank made me feel anxious., Male
50, I made Frank anxious., Male
51, The situation makes Frank anxious., Male
52, Frank feels relieved., Male
53, Frank made me feel relieved., Male
54, I made Frank feel relieved., Male
55, The situation relieves Frank., Male
56, Harry is feeling anxious., Male
57, Harry made me feel anxious., Male
58, I made Harry anxious., Male
59, The situation makes Harry anxious., Male
60, Harry feels relieved., Male
61, Harry made me feel relieved., Male
62, I made Harry feel relieved., Male
63, The situation makes Harry relieved., Male
64, Kristin is feeling anxious., Female
65, Jack made me feel anxious., Male
66, I made Jack anxious., Male
67, The situation makes Jack anxious., Male
68, Jack feels relieved., Male
69, Jack made me feel relieved., Male
70, I made Jack feel relieved., Male
71, The situation relieves Jack., Male
72, Jamel is feeling anxious., Male
73, Jamel made me feel anxious., Male
74, I made Jamel anxious., Male
75, The situation makes Jamel anxious., Male
76, Jamel feels relieved., Male
77, Jamel made me feel relieved., Male
78, I made Jamel feel relieved., Male
79, The situation relieves Jamel., Male 
