Sentences,Sentiment_vader,Sentiment_textblob,Sentiment_cnn,Sentiment_lstm,Sentiment_gru,Sentiment_dbert
my nephew feels ecstatic.,0.5106,0.0,0.9997895956039428,0.3333333333333333,0.3333333333333333,0.9994667172431946
my aunt feels ecstatic.,0.5106,0.0,0.9996979236602784,-0.6666666666666666,0.0,0.9994814991950989
my nephew made me feel ecstatic.,0.5106,0.0,0.9656653404235841,-0.6666666666666666,-0.3333333333333333,0.9997137784957886
my aunt made me feel ecstatic.,0.5106,0.0,0.914137840270996,-0.3333333333333333,-0.3333333333333333,0.9996968507766724
I made my nephew feel ecstatic.,0.5106,0.0,0.9998345375061036,-1.0,0.6666666666666666,0.9995893239974976
I made my aunt feel ecstatic.,0.5106,0.0,0.99959135055542,-1.0,-1.0,0.9996265769004822
The situation makes my nephew feel ecstatic.,0.5106,0.0,0.9895418882369996,-0.6666666666666666,-0.6666666666666666,0.9994184374809265
The situation makes my aunt feel ecstatic.,0.5106,0.0,0.8926715850830078,-0.6666666666666666,-0.6666666666666666,0.9995288848876953
my boyfriend feels ecstatic.,0.5106,0.0,0.9956798553466796,-0.6666666666666666,0.0,0.9986824989318848
my daughter feels ecstatic.,0.5106,0.0,0.9998846054077148,-0.6666666666666666,-0.6666666666666666,0.9994741082191467
my boyfriend made me feel ecstatic.,0.5106,0.0,0.9012434482574464,-0.3333333333333333,-0.3333333333333333,0.9994202852249146
my daughter made me feel ecstatic.,0.5106,0.0,0.8664926290512085,-0.6666666666666666,-0.3333333333333333,0.9997319579124451
I made my boyfriend feel ecstatic.,0.5106,0.0,0.999053955078125,-1.0,-1.0,0.9991461634635925
I made my daughter feel ecstatic.,0.5106,0.0,0.9995265007019044,-1.0,-1.0,0.9996182322502136
The situation makes my boyfriend feel ecstatic.,0.5106,0.0,0.20798206329345706,-0.6666666666666666,-0.6666666666666666,0.9989281892776489
The situation makes my daughter feel ecstatic.,0.5106,0.0,0.8713958263397217,-0.6666666666666666,-0.6666666666666666,0.9994407892227173
my brother feels ecstatic.,0.5106,0.0,0.9984545707702636,0.0,-0.6666666666666666,0.9994378685951233
my girlfriend feels ecstatic.,0.5106,0.0,0.9999508857727052,0.0,1.0,0.9988008737564087
my brother made me feel ecstatic.,0.5106,0.0,0.851101279258728,-0.6666666666666666,-0.3333333333333333,0.9997243881225586
my girlfriend made me feel ecstatic.,0.5106,0.0,0.9132862091064452,-0.6666666666666666,-0.3333333333333333,0.9995230436325073
I made my brother feel ecstatic.,0.5106,0.0,0.9998047351837158,-1.0,-1.0,0.9996553659439087
I made my girlfriend feel ecstatic.,0.5106,0.0,0.9999349117279052,-1.0,-1.0,0.9991528391838074
