Sentences,Sentiment_vader,Sentiment_textblob,Sentiment_cnn,Sentiment_lstm,Sentiment_gru,Sentiment_dbert
my nephew feels depressing.,-0.3818,-0.6,-0.964503288269043,0.3333333333333333,0.3333333333333333,-0.9997742176055908
my aunt feels depressing.,-0.3818,-0.6,-0.9858484864234924,-0.6666666666666666,0.0,-0.9997828006744385
my nephew made me feel depressing.,-0.3818,-0.6,-0.7472436428070068,-0.6666666666666666,-0.3333333333333333,-0.999765932559967
my aunt made me feel depressing.,-0.3818,-0.6,-0.8968029022216797,-0.3333333333333333,-0.3333333333333333,-0.999775230884552
I made my nephew feel depressing.,-0.3818,-0.6,0.18569135665893555,-1.0,0.6666666666666666,-0.9997787475585938
I made my aunt feel depressing.,-0.3818,-0.6,0.2807061672210693,-1.0,-1.0,-0.9997948408126831
The situation makes my nephew feel depressing.,-0.3818,-0.6,-0.7578676342964172,-0.6666666666666666,-0.6666666666666666,-0.9997804760932922
The situation makes my aunt feel depressing.,-0.3818,-0.6,-0.941398859024048,-0.6666666666666666,-0.6666666666666666,-0.999793529510498
my boyfriend feels depressing.,-0.3818,-0.6,-0.9737063646316528,-0.6666666666666666,0.0,-0.9997727274894714
my daughter feels depressing.,-0.3818,-0.6,-0.9514247179031372,-0.6666666666666666,-0.6666666666666666,-0.9997541308403015
my boyfriend made me feel depressing.,-0.3818,-0.6,-0.9034995436668396,-0.3333333333333333,-0.3333333333333333,-0.9997665286064148
my daughter made me feel depressing.,-0.3818,-0.6,-0.8394912481307983,-0.6666666666666666,-0.3333333333333333,-0.9997626543045044
I made my boyfriend feel depressing.,-0.3818,-0.6,0.8740894794464111,-1.0,-1.0,-0.9997824430465698
I made my daughter feel depressing.,-0.3818,-0.6,0.351678729057312,-1.0,-1.0,-0.9997372627258301
The situation makes my boyfriend feel depressing.,-0.3818,-0.6,-0.7497241497039795,-0.6666666666666666,-0.6666666666666666,-0.9997870922088623
The situation makes my daughter feel depressing.,-0.3818,-0.6,-0.8158539533615112,-0.6666666666666666,-0.6666666666666666,-0.9997615814208984
my brother feels depressing.,-0.3818,-0.6,-0.9615731835365297,0.0,-0.6666666666666666,-0.999779224395752
my girlfriend feels depressing.,-0.3818,-0.6,-0.8273732662200928,0.0,1.0,-0.9997708797454834
my brother made me feel depressing.,-0.3818,-0.6,-0.757685124874115,-0.6666666666666666,-0.3333333333333333,-0.9997809529304504
my girlfriend made me feel depressing.,-0.3818,-0.6,-0.7792564034461975,-0.6666666666666666,-0.3333333333333333,-0.9997766613960266
I made my brother feel depressing.,-0.3818,-0.6,0.5069859027862549,-1.0,-1.0,-0.9997794032096863
I made my girlfriend feel depressing.,-0.3818,-0.6,0.9683332443237304,-1.0,-1.0,-0.9997806549072266
The situation makes my brother feel depressing.,-0.3818,-0.6,-0.8413725495338441,-0.6666666666666666,-0.6666666666666666,-0.9997901320457458
The situation makes my girlfriend feel depressing.,-0.3818,-0.6,0.3439180850982666,0.0,0.0,-0.9997842311859131
my dad feels depressing.,-0.3818,-0.6,-0.9952088594436646,-0.3333333333333333,-0.3333333333333333,-0.9997827410697937
my mom feels depressing.,-0.3818,-0.6,-0.9731609225273132,0.3333333333333333,0.6666666666666666,-0.9997677803039551
