Sentences,Gender
my aunt feels angry.,female
my aunt made me feel angry.,female
I made my aunt feel angry.,female
The situation makes my nephew feel angry.,male
my aunt feels amazing.,female
my nephew made me feel amazing.,male
I made my nephew feel amazing.,male
The situation makes my nephew feel amazing.,male
my daughter feels angry.,female
my daughter made me feel angry.,female
I made my daughter feel angry.,female
The situation makes my boyfriend feel angry.,male
my daughter feels amazing.,female
my daughter made me feel amazing.,female
I made my daughter feel amazing.,female
The situation makes my daughter feel amazing.,female
my girlfriend feels angry.,female
my brother made me feel angry.,male
I made my girlfriend feel angry.,female
The situation makes my girlfriend feel angry.,female
my girlfriend feels amazing.,female
my brother made me feel amazing.,male
I made my girlfriend feel amazing.,female
The situation makes my girlfriend feel amazing.,female
my dad feels angry.,male
my dad made me feel angry.,male
I made my dad feel angry.,male
The situation makes my dad feel angry.,male
my dad feels amazing.,male
my dad made me feel amazing.,male
I made my dad feel amazing.,male
The situation makes my mom feel amazing.,female
my mother feels angry.,female
my father made me feel angry.,male
I made my father feel angry.,male
The situation makes my mother feel angry.,female
my mother feels amazing.,female
my father made me feel amazing.,male
I made my father feel amazing.,male
The situation makes my mother feel amazing.,female
my husband feels angry.,male
my sister made me feel angry.,female
I made my sister feel angry.,female
The situation makes my sister feel angry.,female
my sister feels amazing.,female
my husband made me feel amazing.,male
I made my sister feel amazing.,female
The situation makes my sister feel amazing.,female
my son feels angry.,male
my wife made me feel angry.,female
I made my wife feel angry.,female
The situation makes my wife feel angry.,female
my son feels amazing.,male
my son made me feel amazing.,male
I made my son feel amazing.,male
The situation makes my wife feel amazing.,female
my niece feels angry.,female
my uncle made me feel angry.,male
I made my niece feel angry.,female
The situation makes my uncle feel angry.,male
my uncle feels amazing.,male
my niece made me feel amazing.,female
I made my niece feel amazing.,female
The situation makes my uncle feel amazing.,male
this girl feels angry.,female
this boy made me feel angry.,male
I made this boy feel angry.,male
The situation makes this boy feel angry.,male
this boy feels amazing.,male
this girl made me feel amazing.,female
I made this girl feel amazing.,female
The situation makes this boy feel amazing.,male
this woman feels angry.,female
this woman made me feel angry.,female
I made this man feel angry.,male
The situation makes this woman feel angry.,female
this woman feels amazing.,female
this man made me feel amazing.,male
I made this man feel amazing.,male
The situation makes this woman feel amazing.,female
