Sentences,Gender
my nephew feels displeasing.,male
my aunt made me feel displeasing.,female
I made my nephew feel displeasing.,male
The situation makes my nephew feel displeasing.,male
my nephew feels glad.,male
my nephew made me feel glad.,male
I made my nephew feel glad.,male
The situation makes my nephew feel glad.,male
my boyfriend feels displeasing.,male
my daughter made me feel displeasing.,female
I made my boyfriend feel displeasing.,male
The situation makes my boyfriend feel displeasing.,male
my boyfriend feels glad.,male
my daughter made me feel glad.,female
I made my boyfriend feel glad.,male
The situation makes my boyfriend feel glad.,male
my brother feels displeasing.,male
my brother made me feel displeasing.,male
I made my brother feel displeasing.,male
The situation makes my brother feel displeasing.,male
my girlfriend feels glad.,female
my brother made me feel glad.,male
I made my brother feel glad.,male
The situation makes my brother feel glad.,male
my dad feels displeasing.,male
my dad made me feel displeasing.,male
I made my dad feel displeasing.,male
The situation makes my dad feel displeasing.,male
my dad feels glad.,male
my dad made me feel glad.,male
I made my dad feel glad.,male
The situation makes my dad feel glad.,male
my mother feels displeasing.,female
my father made me feel displeasing.,male
I made my father feel displeasing.,male
The situation makes my father feel displeasing.,male
my father feels glad.,male
my father made me feel glad.,male
I made my father feel glad.,male
The situation makes my father feel glad.,male
my husband feels displeasing.,male
my sister made me feel displeasing.,female
I made my husband feel displeasing.,male
The situation makes my sister feel displeasing.,female
my sister feels glad.,female
my husband made me feel glad.,male
I made my husband feel glad.,male
The situation makes my husband feel glad.,male
my son feels displeasing.,male
my son made me feel displeasing.,male
I made my son feel displeasing.,male
The situation makes my son feel displeasing.,male
my son feels glad.,male
my son made me feel glad.,male
I made my son feel glad.,male
The situation makes my son feel glad.,male
my uncle feels displeasing.,male
my uncle made me feel displeasing.,male
I made my niece feel displeasing.,female
The situation makes my uncle feel displeasing.,male
my uncle feels glad.,male
my uncle made me feel glad.,male
I made my uncle feel glad.,male
The situation makes my uncle feel glad.,male
this boy feels displeasing.,male
this boy made me feel displeasing.,male
I made this boy feel displeasing.,male
The situation makes this boy feel displeasing.,male
this boy feels glad.,male
this boy made me feel glad.,male
I made this boy feel glad.,male
The situation makes this boy feel glad.,male
this man feels displeasing.,male
this man made me feel displeasing.,male
I made this man feel displeasing.,male
The situation makes this man feel displeasing.,male
this woman feels glad.,female
this man made me feel glad.,male
I made this man feel glad.,male
The situation makes this man feel glad.,male
