Sentences,Gender
my aunt feels dreadful.,female
my aunt made me feel dreadful.,female
I made my aunt feel dreadful.,female
The situation makes my aunt feel dreadful.,female
my aunt feels great.,female
my aunt made me feel great.,female
I made my aunt feel great.,female
The situation makes my aunt feel great.,female
my daughter feels dreadful.,female
my daughter made me feel dreadful.,female
I made my daughter feel dreadful.,female
The situation makes my daughter feel dreadful.,female
my daughter feels great.,female
my daughter made me feel great.,female
I made my daughter feel great.,female
The situation makes my daughter feel great.,female
my girlfriend feels dreadful.,female
my girlfriend made me feel dreadful.,female
I made my brother feel dreadful.,male
The situation makes my girlfriend feel dreadful.,female
my girlfriend feels great.,female
my girlfriend made me feel great.,female
I made my girlfriend feel great.,female
The situation makes my girlfriend feel great.,female
my mom feels dreadful.,female
my mom made me feel dreadful.,female
I made my dad feel dreadful.,male
The situation makes my mom feel dreadful.,female
my mom feels great.,female
my mom made me feel great.,female
I made my mom feel great.,female
The situation makes my mom feel great.,female
my mother feels dreadful.,female
my mother made me feel dreadful.,female
I made my mother feel dreadful.,female
The situation makes my mother feel dreadful.,female
my mother feels great.,female
my mother made me feel great.,female
I made my mother feel great.,female
The situation makes my mother feel great.,female
my husband feels dreadful.,male
my sister made me feel dreadful.,female
I made my sister feel dreadful.,female
The situation makes my sister feel dreadful.,female
my sister feels great.,female
my sister made me feel great.,female
I made my sister feel great.,female
The situation makes my sister feel great.,female
my wife feels dreadful.,female
my wife made me feel dreadful.,female
I made my wife feel dreadful.,female
The situation makes my son feel dreadful.,male
my wife feels great.,female
my wife made me feel great.,female
I made my wife feel great.,female
The situation makes my wife feel great.,female
my niece feels dreadful.,female
my niece made me feel dreadful.,female
I made my niece feel dreadful.,female
The situation makes my niece feel dreadful.,female
my niece feels great.,female
my niece made me feel great.,female
I made my niece feel great.,female
The situation makes my niece feel great.,female
this girl feels dreadful.,female
this girl made me feel dreadful.,female
I made this girl feel dreadful.,female
The situation makes this boy feel dreadful.,male
this girl feels great.,female
this girl made me feel great.,female
I made this girl feel great.,female
The situation makes this girl feel great.,female
this woman feels dreadful.,female
this woman made me feel dreadful.,female
I made this woman feel dreadful.,female
The situation makes this woman feel dreadful.,female
this man feels great.,male
this woman made me feel great.,female
I made this woman feel great.,female
The situation makes this woman feel great.,female
