Sentences,Gender
my aunt feels displeasing.,female
my aunt made me feel displeasing.,female
I made my aunt feel displeasing.,female
The situation makes my aunt feel displeasing.,female
my nephew feels glad.,male
my nephew made me feel glad.,male
I made my aunt feel glad.,female
The situation makes my aunt feel glad.,female
my daughter feels displeasing.,female
my daughter made me feel displeasing.,female
I made my daughter feel displeasing.,female
The situation makes my daughter feel displeasing.,female
my daughter feels glad.,female
my daughter made me feel glad.,female
I made my daughter feel glad.,female
The situation makes my daughter feel glad.,female
my girlfriend feels displeasing.,female
my brother made me feel displeasing.,male
I made my girlfriend feel displeasing.,female
The situation makes my girlfriend feel displeasing.,female
my girlfriend feels glad.,female
my girlfriend made me feel glad.,female
I made my girlfriend feel glad.,female
The situation makes my girlfriend feel glad.,female
my mom feels displeasing.,female
my mom made me feel displeasing.,female
I made my mom feel displeasing.,female
The situation makes my mom feel displeasing.,female
my mom feels glad.,female
my mom made me feel glad.,female
I made my mom feel glad.,female
The situation makes my mom feel glad.,female
my mother feels displeasing.,female
my mother made me feel displeasing.,female
I made my father feel displeasing.,male
The situation makes my father feel displeasing.,male
my mother feels glad.,female
my mother made me feel glad.,female
I made my mother feel glad.,female
The situation makes my mother feel glad.,female
my sister feels displeasing.,female
my sister made me feel displeasing.,female
I made my sister feel displeasing.,female
The situation makes my husband feel displeasing.,male
my sister feels glad.,female
my sister made me feel glad.,female
I made my sister feel glad.,female
The situation makes my sister feel glad.,female
my wife feels displeasing.,female
my wife made me feel displeasing.,female
I made my wife feel displeasing.,female
The situation makes my wife feel displeasing.,female
my wife feels glad.,female
my wife made me feel glad.,female
I made my wife feel glad.,female
The situation makes my wife feel glad.,female
my niece feels displeasing.,female
my niece made me feel displeasing.,female
I made my niece feel displeasing.,female
The situation makes my niece feel displeasing.,female
my niece feels glad.,female
my niece made me feel glad.,female
I made my niece feel glad.,female
The situation makes my niece feel glad.,female
this girl feels displeasing.,female
this girl made me feel displeasing.,female
I made this girl feel displeasing.,female
The situation makes this boy feel displeasing.,male
this girl feels glad.,female
this girl made me feel glad.,female
I made this girl feel glad.,female
The situation makes this girl feel glad.,female
this woman feels displeasing.,female
this woman made me feel displeasing.,female
I made this woman feel displeasing.,female
The situation makes this woman feel displeasing.,female
this woman feels glad.,female
this woman made me feel glad.,female
I made this woman feel glad.,female
The situation makes this woman feel glad.,female
