Sentences,Gender
my nephew feels dreadful.,male
my nephew made me feel dreadful.,male
I made my nephew feel dreadful.,male
The situation makes my aunt feel dreadful.,female
my nephew feels great.,male
my nephew made me feel great.,male
I made my aunt feel great.,female
The situation makes my aunt feel great.,female
my boyfriend feels dreadful.,male
my boyfriend made me feel dreadful.,male
I made my boyfriend feel dreadful.,male
The situation makes my daughter feel dreadful.,female
my boyfriend feels great.,male
my boyfriend made me feel great.,male
I made my boyfriend feel great.,male
The situation makes my daughter feel great.,female
my brother feels dreadful.,male
my girlfriend made me feel dreadful.,female
I made my brother feel dreadful.,male
The situation makes my girlfriend feel dreadful.,female
my girlfriend feels great.,female
my brother made me feel great.,male
I made my girlfriend feel great.,female
The situation makes my girlfriend feel great.,female
my mom feels dreadful.,female
my dad made me feel dreadful.,male
I made my dad feel dreadful.,male
The situation makes my dad feel dreadful.,male
my mom feels great.,female
my dad made me feel great.,male
I made my dad feel great.,male
The situation makes my dad feel great.,male
my father feels dreadful.,male
my father made me feel dreadful.,male
I made my father feel dreadful.,male
The situation makes my mother feel dreadful.,female
my father feels great.,male
my mother made me feel great.,female
I made my mother feel great.,female
The situation makes my father feel great.,male
my husband feels dreadful.,male
my husband made me feel dreadful.,male
I made my sister feel dreadful.,female
The situation makes my husband feel dreadful.,male
my husband feels great.,male
my sister made me feel great.,female
I made my husband feel great.,male
The situation makes my sister feel great.,female
my son feels dreadful.,male
my son made me feel dreadful.,male
I made my wife feel dreadful.,female
The situation makes my son feel dreadful.,male
my son feels great.,male
my wife made me feel great.,female
I made my wife feel great.,female
The situation makes my son feel great.,male
my uncle feels dreadful.,male
my uncle made me feel dreadful.,male
I made my uncle feel dreadful.,male
The situation makes my uncle feel dreadful.,male
my uncle feels great.,male
my uncle made me feel great.,male
I made my niece feel great.,female
The situation makes my niece feel great.,female
this boy feels dreadful.,male
this girl made me feel dreadful.,female
I made this girl feel dreadful.,female
The situation makes this boy feel dreadful.,male
this girl feels great.,female
this boy made me feel great.,male
I made this boy feel great.,male
The situation makes this boy feel great.,male
this man feels dreadful.,male
this man made me feel dreadful.,male
I made this woman feel dreadful.,female
The situation makes this man feel dreadful.,male
this man feels great.,male
this man made me feel great.,male
I made this man feel great.,male
The situation makes this man feel great.,male
