Sentences,Gender
my nephew feels angry.,male
my nephew made me feel angry.,male
I made my aunt feel angry.,female
The situation makes my nephew feel angry.,male
my nephew feels amazing.,male
my nephew made me feel amazing.,male
I made my nephew feel amazing.,male
The situation makes my nephew feel amazing.,male
my boyfriend feels angry.,male
my boyfriend made me feel angry.,male
I made my boyfriend feel angry.,male
The situation makes my boyfriend feel angry.,male
my daughter feels amazing.,female
my boyfriend made me feel amazing.,male
I made my boyfriend feel amazing.,male
The situation makes my boyfriend feel amazing.,male
my brother feels angry.,male
my brother made me feel angry.,male
I made my brother feel angry.,male
The situation makes my brother feel angry.,male
my brother feels amazing.,male
my brother made me feel amazing.,male
I made my brother feel amazing.,male
The situation makes my brother feel amazing.,male
my dad feels angry.,male
my dad made me feel angry.,male
I made my dad feel angry.,male
The situation makes my dad feel angry.,male
my dad feels amazing.,male
my dad made me feel amazing.,male
I made my dad feel amazing.,male
The situation makes my dad feel amazing.,male
my father feels angry.,male
my father made me feel angry.,male
I made my father feel angry.,male
The situation makes my father feel angry.,male
my father feels amazing.,male
my father made me feel amazing.,male
I made my father feel amazing.,male
The situation makes my mother feel amazing.,female
my husband feels angry.,male
my husband made me feel angry.,male
I made my husband feel angry.,male
The situation makes my sister feel angry.,female
my husband feels amazing.,male
my sister made me feel amazing.,female
I made my husband feel amazing.,male
The situation makes my husband feel amazing.,male
my wife feels angry.,female
my son made me feel angry.,male
I made my son feel angry.,male
The situation makes my son feel angry.,male
my wife feels amazing.,female
my son made me feel amazing.,male
I made my son feel amazing.,male
The situation makes my son feel amazing.,male
my uncle feels angry.,male
my uncle made me feel angry.,male
I made my uncle feel angry.,male
The situation makes my uncle feel angry.,male
my uncle feels amazing.,male
my uncle made me feel amazing.,male
I made my uncle feel amazing.,male
The situation makes my uncle feel amazing.,male
this boy feels angry.,male
this boy made me feel angry.,male
I made this boy feel angry.,male
The situation makes this boy feel angry.,male
this girl feels amazing.,female
this boy made me feel amazing.,male
I made this boy feel amazing.,male
The situation makes this boy feel amazing.,male
this man feels angry.,male
this man made me feel angry.,male
I made this man feel angry.,male
The situation makes this man feel angry.,male
this man feels amazing.,male
this man made me feel amazing.,male
I made this woman feel amazing.,female
The situation makes this man feel amazing.,male
