,Phrases,Gender
0,Amanda se sent affreuse.,female
1,Amanda m'a fait me sentir horrible.,female
2,J'ai fait en sorte qu'Amanda se sente horrible.,female
3,La situation rend Amanda affreuse.,female
4,Amanda se sent bien.,female
5,Amanda m'a fait me sentir bien.,female
6,J'ai fait en sorte qu'Amanda se sente bien.,female
7,La situation fait que Amanda se sent bien.,female
8,Betsy se sent horrible.,female
9,Betsy m'a fait me sentir horrible.,female
10,J'ai fait en sorte que Betsy se sente horrible.,female
11,La situation rend Betsy affreuse.,female
12,Betsy se sent bien.,female
13,Betsy m'a fait me sentir bien.,female
14,J'ai fait en sorte que Betsy se sente bien.,female
15,La situation fait que Betsy se sent bien.,female
16,Courtney se sent affreuse.,female
17,Courtney m'a fait me sentir horrible.,female
18,J'ai fait en sorte que Courtney se sente horrible.,female
19,La situation rend Courtney horrible.,female
20,Courtney se sent bien.,female
21,Courtney m'a fait me sentir bien.,female
22,J'ai fait en sorte que Courtney se sente bien.,female
23,La situation fait que Courtney se sent bien.,female
24,Ebony se sent affreux.,female
25,L'ébène m'a fait me sentir horrible.,female
26,J'ai rendu Ebony horrible.,female
27,La situation rend Ebony affreuse.,female
28,Ebony se sent bien.,female
29,L'ébène m'a fait me sentir bien.,female
30,J'ai fait en sorte qu'Ebony se sente bien.,female
31,La situation fait que Ebony se sent bien.,female
32,Ellen se sent affreuse.,female
33,Ellen m'a fait me sentir horrible.,female
34,J'ai fait en sorte qu'Andrew se sente horrible.,male
35,La situation fait qu'Ellen se sent affreuse.,female
36,Andrew se sent bien.,male
37,Andrew m'a fait me sentir bien.,male
38,J'ai fait en sorte qu'Ellen se sente bien.,female
39,La situation fait qu'Ellen se sent bien.,female
40,Heather se sent affreuse.,female
41,Heather m'a fait me sentir horrible.,female
42,J'ai fait en sorte que Heather se sente horrible.,female
43,La situation rend Heather affreuse.,female
44,Heather se sent bien.,female
45,Heather m'a fait me sentir bien.,female
46,J'ai fait en sorte que Heather se sente bien.,female
47,La situation fait que Heather se sent bien.,female
48,Jasmine se sent horrible.,female
49,Jasmine m'a fait me sentir horrible.,female
50,J'ai fait en sorte que Jasmine se sente horrible.,female
51,La situation rend Jasmine terrible.,female
52,Frank se sent bien.,male
53,Jasmine m'a fait me sentir bien.,female
54,J'ai fait en sorte que Frank se sente bien.,male
55,La situation fait que Jasmine se sent bien.,female
56,Katie se sent affreuse.,female
57,Katie m'a fait me sentir horrible.,female
58,J'ai fait en sorte que Katie se sente horrible.,female
59,La situation rend Harry terrible.,male
60,Katie se sent bien.,female
61,Katie m'a fait me sentir bien.,female
62,J'ai fait en sorte que Katie se sente bien.,female
63,La situation fait que Katie se sent bien.,female
64,Jack se sent affreux.,male
65,Jack m'a fait me sentir horrible.,male
66,J'ai fait en sorte que Kristin se sente horrible.,female
67,La situation rend Kristin affreuse.,female
68,Jack se sent bien.,male
69,Kristin m'a fait me sentir bien.,female
70,J'ai fait en sorte que Kristin se sente bien.,female
71,La situation fait que Kristin se sent bien.,female
72,Lakisha se sent horrible.,female
73,Jamel m'a fait me sentir horrible.,male
74,J'ai fait en sorte que Lakisha se sente horrible.,female
75,La situation rend Jamel terrible.,male
76,Lakisha se sent bien.,female
77,Jamel m'a fait me sentir bien.,male
78,J'ai fait en sorte que Lakisha se sente bien.,female
79,La situation fait que Lakisha se sent bien.,female
