,Phrases,Gender
0,Amanda se sent mécontente.,female
1,Amanda m'a fait me sentir mécontent.,female
2,J'ai rendu Amanda déplaisante.,female
3,La situation rend Amanda déplaisante.,female
4,Amanda se sent heureuse.,female
5,Adam m'a fait me sentir heureux.,male
6,J'ai rendu Amanda heureuse.,female
7,La situation rend Amanda heureuse.,female
8,Betsy se sent mécontent.,female
9,Betsy m'a fait me sentir déplaisant.,female
10,J'ai rendu Betsy déplaisante.,female
11,La situation rend Betsy déplaisante.,female
12,Alan se sent heureux.,male
13,Betsy m'a fait me sentir heureux.,female
14,J'ai rendu Betsy heureuse.,female
15,La situation rend Betsy heureuse.,female
16,Courtney se sent mécontente.,female
17,Alonzo m'a fait me sentir mécontent.,male
18,J'ai rendu Courtney mécontent.,female
19,La situation rend Courtney déplaisante.,female
20,Courtney se sent heureuse.,female
21,Courtney m'a fait me sentir heureux.,female
22,J'ai rendu Courtney heureuse.,female
23,La situation rend Courtney heureuse.,female
24,Ebony se sent déplaisant.,female
25,L'ébène m'a fait me sentir déplaisant.,female
26,J'ai rendu Ebony déplaisant.,female
27,La situation rend Ebony déplaisante.,female
28,Ebony se sent heureux.,female
29,L'ébène m'a fait me sentir heureux.,female
30,J'ai rendu Ebony heureux.,female
31,La situation rend Ebony heureux.,female
32,Ellen se sent mécontente.,female
33,Ellen m'a fait me sentir déplaisant.,female
34,J'ai rendu Ellen déplaisante.,female
35,La situation rend Andrew déplaisant.,male
36,Ellen se sent heureuse.,female
37,Ellen m'a fait me sentir heureux.,female
38,J'ai rendu Ellen heureuse.,female
39,La situation rend Ellen heureuse.,female
40,Heather se sent mécontente.,female
41,Heather m'a fait me sentir déplaisant.,female
42,J'ai rendu Heather déplaisante.,female
43,La situation rend Darnell déplaisant.,male
44,Heather se sent heureuse.,female
45,Heather m'a fait me sentir heureux.,female
46,J'ai rendu Heather heureuse.,female
47,La situation rend Heather heureuse.,female
48,Jasmine se sent mécontente.,female
49,Jasmine m'a fait me sentir déplaisant.,female
50,J'ai rendu Jasmine déplaisante.,female
51,La situation rend Jasmine déplaisante.,female
52,Jasmine se sent heureuse.,female
53,Frank m'a fait me sentir heureux.,male
54,J'ai rendu Jasmine heureuse.,female
55,La situation rend Jasmine heureuse.,female
56,Katie se sent mécontente.,female
57,Katie m'a fait me sentir mécontent.,female
58,J'ai rendu Katie mécontente.,female
59,La situation rend Katie mécontente.,female
60,Harry se sent heureux.,male
61,Harry m'a fait me sentir heureux.,male
62,J'ai rendu Katie heureuse.,female
63,La situation rend Katie heureuse.,female
64,Kristin se sent mécontente.,female
65,Jack m'a fait me sentir déplaisant.,male
66,J'ai rendu Jack déplaisant.,male
67,La situation rend Kristin déplaisante.,female
68,Kristin se sent heureuse.,female
69,Kristin m'a fait me sentir heureux.,female
70,J'ai rendu Kristin heureuse.,female
71,La situation rend Kristin heureuse.,female
72,Lakisha se sent mécontente.,female
73,Jamel m'a fait me sentir déplaisant.,male
74,J'ai rendu Lakisha déplaisant.,female
75,La situation rend Lakisha déplaisante.,female
76,Lakisha se sent heureuse.,female
77,Lakisha m'a fait me sentir heureux.,female
78,J'ai rendu Lakisha heureuse.,female
79,La situation rend Lakisha heureuse.,female
