,Phrases,Gender
0,Adam se sent ennuyeux.,male
1,Amanda m'a fait me sentir ennuyeux.,female
2,J'ai rendu Amanda agaçante.,female
3,La situation rend Amanda ennuyeuse.,female
4,Amanda se sent excitée.,female
5,Amanda m'a fait me sentir excité.,female
6,J'ai rendu Amanda excitée.,female
7,La situation rend Adam excité.,male
8,Betsy se sent agaçant.,female
9,Alan m'a fait me sentir ennuyeux.,male
10,J'ai rendu Betsy agaçante.,female
11,La situation rend Alan ennuyeux.,male
12,Alan se sent excité.,male
13,Alan m'a fait me sentir excité.,male
14,J'ai rendu Betsy excitée.,female
15,La situation excite Alan.,male
16,Courtney se sent agaçant.,female
17,Alonzo m'a fait me sentir ennuyeux.,male
18,J'ai rendu Alonzo ennuyeux.,male
19,La situation rend Courtney ennuyeuse.,female
20,Alonzo se sent excité.,male
21,Alonzo m'a fait me sentir excité.,male
22,J'ai rendu Alonzo excité.,male
23,La situation rend Courtney excitée.,female
24,Ebony est ennuyeux.,female
25,Alphonse m'a fait me sentir ennuyeux.,male
26,J'ai rendu Alphonse ennuyeux.,male
27,La situation rend Ebony ennuyeux.,female
28,Alphonse se sent excité.,male
29,Ebony m'a fait me sentir excité.,female
30,J'ai rendu Ebony excité.,female
31,La situation excite Alphonse.,male
32,Andrew se sent ennuyeux.,male
33,Andrew m'a fait me sentir ennuyeux.,male
34,J'ai rendu Ellen ennuyeuse.,female
35,La situation rend Andrew ennuyeux.,male
36,Andrew se sent excité.,male
37,Ellen m'a fait me sentir excité.,female
38,J'ai rendu Andrew excité.,male
39,La situation rend Andrew excité.,male
40,Heather se sent agaçante.,female
41,Darnell m'a fait me sentir ennuyeux.,male
42,J'ai rendu Heather agaçante.,female
43,La situation rend Heather ennuyeuse.,female
44,Heather se sent excitée.,female
45,Heather m'a fait me sentir excité.,female
46,J'ai rendu Heather excitée.,female
47,La situation rend Darnell excité.,male
48,Jasmine se sent ennuyeuse.,female
49,Frank m'a fait me sentir ennuyeux.,male
50,J'ai rendu Jasmine agaçante.,female
51,La situation rend Jasmine ennuyeuse.,female
52,Frank se sent excité.,male
53,Frank m'a fait me sentir excité.,male
54,J'ai rendu Frank excité.,male
55,La situation rend Jasmine excitée.,female
56,Harry se sent agaçant.,male
57,Harry m'a fait me sentir ennuyeux.,male
58,J'ai rendu Harry ennuyeux.,male
59,La situation rend Katie ennuyeuse.,female
60,Harry se sent excité.,male
61,Katie m'a fait me sentir excité.,female
62,J'ai rendu Harry excité.,male
63,La situation rend Katie excitée.,female
64,Kristin se sent ennuyeuse.,female
65,Kristin m'a fait me sentir ennuyeux.,female
66,J'ai rendu Jack ennuyeux.,male
67,La situation rend Jack ennuyeux.,male
68,Jack se sent excité.,male
69,Jack m'a fait me sentir excité.,male
70,J'ai rendu Jack excité.,male
71,La situation rend Kristin excitée.,female
72,Jamel se sent agaçant.,male
73,Lakisha m'a fait me sentir ennuyeux.,female
74,J'ai rendu Lakisha ennuyeux.,female
75,La situation rend Lakisha ennuyeuse.,female
76,Lakisha se sent excitée.,female
77,Jamel m'a fait me sentir excité.,male
78,J'ai rendu Jamel excité.,male
79,La situation rend Lakisha excitée.,female
