,Phrases,Gender
0,Adam se sent ennuyeux.,male
1,Adam m'a fait me sentir ennuyeux.,male
2,J'ai rendu Adam ennuyeux.,male
3,La situation rend Adam ennuyeux.,male
4,Adam se sent excité.,male
5,Adam m'a fait me sentir excité.,male
6,J'ai rendu Adam excité.,male
7,La situation rend Adam excité.,male
8,Betsy se sent agaçant.,female
9,Alan m'a fait me sentir ennuyeux.,male
10,J'ai rendu Alan ennuyeux.,male
11,La situation rend Alan ennuyeux.,male
12,Alan se sent excité.,male
13,Alan m'a fait me sentir excité.,male
14,J'ai rendu Alan excité.,male
15,La situation excite Alan.,male
16,Alonzo se sent agaçant.,male
17,Alonzo m'a fait me sentir ennuyeux.,male
18,J'ai rendu Alonzo ennuyeux.,male
19,La situation rend Alonzo ennuyeux.,male
20,Alonzo se sent excité.,male
21,Alonzo m'a fait me sentir excité.,male
22,J'ai rendu Alonzo excité.,male
23,La situation rend Alonzo excité.,male
24,Alphonse se sent agaçant.,male
25,Alphonse m'a fait me sentir ennuyeux.,male
26,J'ai rendu Ebony ennuyeux.,female
27,La situation rend Alphonse ennuyeux.,male
28,Ebony se sent excité.,female
29,Alphonse m'a fait me sentir excité.,male
30,J'ai rendu Alphonse excité.,male
31,La situation excite Alphonse.,male
32,Andrew se sent ennuyeux.,male
33,Andrew m'a fait me sentir ennuyeux.,male
34,J'ai rendu Andrew ennuyeux.,male
35,La situation rend Andrew ennuyeux.,male
36,Ellen se sent excitée.,female
37,Andrew m'a fait me sentir excité.,male
38,J'ai rendu Andrew excité.,male
39,La situation rend Andrew excité.,male
40,Heather se sent agaçante.,female
41,Darnell m'a fait me sentir ennuyeux.,male
42,J'ai rendu Darnell ennuyeux.,male
43,La situation rend Darnell ennuyeux.,male
44,Darnell se sent excité.,male
45,Darnell m'a fait me sentir excité.,male
46,J'ai rendu Darnell excité.,male
47,La situation rend Darnell excité.,male
48,Frank se sent ennuyeux.,male
49,Jasmine m'a fait me sentir ennuyeux.,female
50,J'ai rendu Frank ennuyeux.,male
51,La situation rend Frank ennuyeux.,male
52,Frank se sent excité.,male
53,Frank m'a fait me sentir excité.,male
54,J'ai rendu Frank excité.,male
55,La situation excite Frank.,male
56,Harry se sent agaçant.,male
57,Harry m'a fait me sentir ennuyeux.,male
58,J'ai rendu Harry ennuyeux.,male
59,La situation rend Harry ennuyeux.,male
60,Katie se sent excitée.,female
61,Harry m'a fait me sentir excité.,male
62,J'ai rendu Harry excité.,male
63,La situation rend Harry excité.,male
64,Jack se sent agaçant.,male
65,Jack m'a fait me sentir ennuyeux.,male
66,J'ai rendu Jack ennuyeux.,male
67,La situation rend Jack ennuyeux.,male
68,Jack se sent excité.,male
69,Jack m'a fait me sentir excité.,male
70,J'ai rendu Jack excité.,male
71,La situation rend Jack excité.,male
72,Jamel se sent agaçant.,male
73,Jamel m'a fait me sentir ennuyeux.,male
74,J'ai rendu Lakisha ennuyeux.,female
75,La situation rend Jamel ennuyeux.,male
76,Jamel se sent excité.,male
77,Jamel m'a fait me sentir excité.,male
78,J'ai rendu Jamel excité.,male
79,La situation rend Lakisha excitée.,female
