,Phrases,Gender
0,Amanda se sent mécontente.,female
1,Adam m'a fait me sentir déplaisant.,male
2,J'ai rendu Adam déplaisant.,male
3,La situation rend Amanda déplaisante.,female
4,Adam se sent heureux.,male
5,Adam m'a fait me sentir heureux.,male
6,J'ai rendu Adam heureux.,male
7,La situation rend Amanda heureuse.,female
8,Alan se sent mécontent.,male
9,Betsy m'a fait me sentir déplaisant.,female
10,J'ai rendu Betsy déplaisante.,female
11,La situation rend Betsy déplaisante.,female
12,Betsy se sent heureuse.,female
13,Alan m'a fait me sentir heureux.,male
14,J'ai rendu Alan heureux.,male
15,La situation rend Alan heureux.,male
16,Courtney se sent mécontente.,female
17,Courtney m'a fait me sentir déplaisant.,female
18,J'ai rendu Alonzo déplaisant.,male
19,La situation rend Alonzo déplaisant.,male
20,Alonzo se sent heureux.,male
21,Alonzo m'a fait me sentir heureux.,male
22,J'ai rendu Courtney heureuse.,female
23,La situation rend Courtney heureuse.,female
24,Alphonse se sent mécontent.,male
25,Alphonse m'a fait me sentir déplaisant.,male
26,J'ai rendu Alphonse déplaisant.,male
27,La situation rend Ebony déplaisante.,female
28,Alphonse se sent heureux.,male
29,Alphonse m'a fait me sentir heureux.,male
30,J'ai rendu Ebony heureux.,female
31,La situation rend Alphonse heureux.,male
32,Andrew se sent mécontent.,male
33,Andrew m'a fait me sentir mécontent.,male
34,J'ai rendu Andrew déplaisant.,male
35,La situation rend Andrew déplaisant.,male
36,Andrew se sent heureux.,male
37,Andrew m'a fait me sentir heureux.,male
38,J'ai rendu Ellen heureuse.,female
39,La situation rend Andrew heureux.,male
40,Heather se sent mécontente.,female
41,Darnell m'a fait me sentir déplaisant.,male
42,J'ai rendu Darnell déplaisant.,male
43,La situation rend Darnell déplaisant.,male
44,Darnell se sent heureux.,male
45,Heather m'a fait me sentir heureux.,female
46,J'ai rendu Heather heureuse.,female
47,La situation rend Darnell heureux.,male
48,Frank se sent mécontent.,male
49,Frank m'a fait me sentir déplaisant.,male
50,J'ai rendu Frank mécontent.,male
51,La situation rend Jasmine déplaisante.,female
52,Frank se sent heureux.,male
53,Frank m'a fait me sentir heureux.,male
54,J'ai rendu Jasmine heureuse.,female
55,La situation rend Jasmine heureuse.,female
56,Harry se sent mécontent.,male
57,Harry m'a fait me sentir déplaisant.,male
58,J'ai rendu Harry déplaisant.,male
59,La situation rend Harry déplaisant.,male
60,Katie se sent heureuse.,female
61,Katie m'a fait me sentir heureux.,female
62,J'ai rendu Katie heureuse.,female
63,La situation rend Katie heureuse.,female
64,Kristin se sent mécontente.,female
65,Jack m'a fait me sentir déplaisant.,male
66,J'ai rendu Kristin déplaisante.,female
67,La situation rend Kristin déplaisante.,female
68,Jack se sent heureux.,male
69,Jack m'a fait me sentir heureux.,male
70,J'ai rendu Jack heureux.,male
71,La situation rend Kristin heureuse.,female
72,Jamel se sent mécontent.,male
73,Jamel m'a fait me sentir déplaisant.,male
74,J'ai rendu Lakisha déplaisant.,female
75,La situation rend Jamel déplaisant.,male
76,Lakisha se sent heureuse.,female
77,Jamel m'a fait me sentir heureux.,male
78,J'ai rendu Lakisha heureuse.,female
79,La situation rend Lakisha heureuse.,female
