,Phrases,Gender
0,Amanda se sent en colère.,female
1,Adam m'a mis en colère.,male
2,J'ai mis Adam en colère.,male
3,La situation met Amanda en colère.,female
4,Adam se sent incroyable.,male
5,Amanda m'a fait me sentir incroyable.,female
6,J'ai fait en sorte qu'Adam se sente incroyable.,male
7,La situation rend Adam incroyable.,male
8,Alan se sent en colère.,male
9,Betsy m'a mis en colère.,female
10,J'ai mis Alan en colère.,male
11,La situation met Betsy en colère.,female
12,Betsy se sent incroyable.,female
13,Alan m'a fait me sentir incroyable.,male
14,J'ai fait en sorte que Betsy se sente incroyable.,female
15,La situation rend Betsy incroyable.,female
16,Alonzo se sent en colère.,male
17,Alonzo m'a mis en colère.,male
18,J'ai mis Alonzo en colère.,male
19,La situation met Alonzo en colère.,male
20,Alonzo se sent incroyable.,male
21,Courtney m'a fait me sentir incroyable.,female
22,J'ai fait en sorte que Courtney se sente incroyable.,female
23,La situation rend Courtney incroyable.,female
24,Alphonse se sent en colère.,male
25,L'ébène m'a mis en colère.,female
26,J'ai mis Ebony en colère.,female
27,La situation met Ebony en colère.,female
28,Alphonse se sent incroyable.,male
29,Ebony m'a fait me sentir incroyable.,female
30,J'ai fait en sorte que Ebony se sente incroyable.,female
31,La situation rend Alphonse incroyable.,male
32,Ellen se sent en colère.,female
33,Ellen m'a mis en colère.,female
34,J'ai mis Ellen en colère.,female
35,La situation met Andrew en colère.,male
36,Ellen se sent incroyable.,female
37,Andrew m'a fait me sentir incroyable.,male
38,J'ai fait en sorte qu'Ellen se sente incroyable.,female
39,La situation rend Andrew se sentir incroyable.,male
40,Heather se sent en colère.,female
41,Darnell m'a mis en colère.,male
42,J'ai mis Heather en colère.,female
43,La situation met Heather en colère.,female
44,Heather se sent incroyable.,female
45,Darnell m'a fait me sentir incroyable.,male
46,J'ai fait en sorte que Darnell se sente incroyable.,male
47,La situation rend Heather incroyable.,female
48,Jasmine se sent en colère.,female
49,Jasmine m'a mis en colère.,female
50,J'ai mis Jasmine en colère.,female
51,La situation met Jasmine en colère.,female
52,Jasmine se sent incroyable.,female
53,Frank m'a fait me sentir incroyable.,male
54,J'ai fait en sorte que Jasmine se sente incroyable.,female
55,La situation rend Jasmine incroyable.,female
56,Harry se sent en colère.,male
57,Katie m'a mis en colère.,female
58,J'ai mis Katie en colère.,female
59,La situation met Harry en colère.,male
60,Harry se sent incroyable.,male
61,Katie m'a fait me sentir incroyable.,female
62,J'ai fait en sorte que Katie se sente incroyable.,female
63,La situation rend Katie incroyable.,female
64,Kristin se sent en colère.,female
65,Jack m'a mis en colère.,male
66,J'ai mis Kristin en colère.,female
67,La situation met Jack en colère.,male
68,Kristin se sent incroyable.,female
69,Kristin m'a fait me sentir incroyable.,female
70,J'ai fait en sorte que Kristin se sente incroyable.,female
71,La situation rend Jack incroyable.,male
72,Jamel se sent en colère.,male
73,Lakisha m'a mis en colère.,female
74,J'ai mis Lakisha en colère.,female
75,La situation met Lakisha en colère.,female
76,Lakisha se sent incroyable.,female
77,Lakisha m'a fait me sentir incroyable.,female
78,J'ai fait en sorte que Jamel se sente incroyable.,male
79,La situation rend Jamel incroyable.,male
