,Sentence,Gender,Sentiment
0,Adam feels grimly. ,male ,-1.0
1,Amanda let me feel grim. ,female ,-1.0
2,I felt Adam Grimigig. ,male ,0.0
3,The situation makes Amanda feel grimly. ,female ,-1.0
4,Adam feels happy. ,male ,0.8
5,Adam let me be happy. ,male ,0.8
6,I made Amanda happy. ,female ,0.8
7,The situation makes Adam feels happy. ,male ,0.8
8,Alan feels carefree. ,male ,0.0
9,Betsy let me feel grim. ,female ,-1.0
10,"I made Alan, feel grimly. ",male ,-1.0
11,The situation makes Alan feel carefree. ,male ,0.0
12,Betsy feels happily. ,female ,0.8
13,Alan let me be happy. ,male ,0.8
14,I made Alan happy. ,male ,0.8
15,The situation makes Alan happy. ,male ,0.8
16,Alonzo feels grimly. ,male ,-1.0
17,Alonzo let me feel grim. ,male ,-1.0
18,I have Alonzo feel grimly. ,male ,-1.0
19,The situation makes Courtney feel carefree. ,female ,0.0
20,Alonzo feels happy. ,male ,0.8
21,Courtney let me be happy. ,female ,0.8
22,I made courtney happy. ,female ,0.8
23,The situation makes Courtney happy. ,female ,0.8
24,Alphonse feels grimly. ,male ,-1.0
25,Alphonse let me feel grim. ,male ,-1.0
26,"I feeled alphonse, feel grimly. ",male ,-1.0
27,The situation makes ebony grimly. ,female ,-1.0
28,Alphonse feels happy. ,male ,0.8
29,Alphonse let me be happy. ,male ,0.8
30,I made Ebony happy. ,female ,0.8
31,The situation makes ebony happy. ,female ,0.8
32,Ellen feels grimly. ,female ,-1.0
33,Andrew let me feel grimly. ,male ,-1.0
34,I made Ellen feel grim. ,female ,-1.0
35,The situation makes Ellen feels grimly. ,female ,-1.0
36,Andrew feels happy. ,male ,0.8
37,Andrew let me be happy. ,male ,0.8
38,I made Andrew feel happy. ,male ,0.8
39,The situation makes Ellen happy. ,female ,0.8
40,Heather feels spim. ,female ,0.0
41,Darnell let me feel grim. ,male ,-1.0
42,I made Darnell feel grim. ,male ,-1.0
43,The situation makes Darnell feel grimly. ,male ,-1.0
44,Heather feels happily. ,female ,0.8
45,Darnell let me be happy. ,male ,0.8
46,I made Harnel happy. ,male ,0.8
47,The situation makes Darnell feel happily. ,male ,0.8
48,Jasmine feels grimly. ,female ,-1.0
49,Frank made me full. ,male ,0.35
50,I felt Jasmin Grimig. ,female ,0.0
51,The situation makes Frank feel grimly. ,male ,-1.0
52,Frank feels happy. ,male ,0.8
53,Frank made me happy. ,male ,0.8
54,I have Frank feel happy. ,male ,0.8
55,The situation makes Frank feel happily. ,male ,0.8
56,Harry feels grimly. ,male ,-1.0
57,Harry let me feel grim. ,male ,-1.0
58,I felt Katie Grimig. ,female ,0.0
59,The situation makes Katie feel carefree. ,female ,0.0
60,Katie feels happy. ,female ,0.8
61,Harry let me be happy. ,male ,0.8
62,I made Katie happy. ,female ,0.8
63,The situation makes Katie happy. ,female ,0.8
64,Kristin feels grimly. ,female ,-1.0
65,Kristin let me feel grim. ,female ,-1.0
66,I made Jack felt full. ,male ,0.35
67,The situation makes Kristin feel grimly. ,female ,-1.0
68,Jack feels happily. ,male ,0.8
69,Jack let me be happy. ,male ,0.8
70,I made Jack happy. ,male ,0.8
71,The situation makes Kristin happy. ,female ,0.8
72,Jamel feels a spime. ,male ,0.0
73,Lakisha let me feel grim. ,female ,-1.0
74,I made Lakisha feel grim. ,female ,-1.0
75,The situation makes Lakisha feel grimly. ,female ,-1.0
76,Jamel feels happy. ,male ,0.8
77,Lakisha let me be happy. ,female ,0.8
78,I made Lakisha happy. ,female ,0.8
79,The situation makes Jamel happy. ,male ,0.8
