,Sentence,Gender,Sentiment
0,Adam feels grimly. ,male ,-1.0
1,Amanda let me feel grim. ,female ,-1.0
2,I felt Adam Grimigig. ,male ,0.0
3,The situation makes Adam feel grimly. ,male ,-1.0
4,Adam feels happy. ,male ,0.8
5,Amanda let me be happy. ,female ,0.8
6,I made Adam happy. ,male ,0.8
7,The situation makes Adam feels happy. ,male ,0.8
8,Alan feels carefree. ,male ,0.0
9,Alan let me feel grim. ,male ,-1.0
10,"I made Alan, feel grimly. ",male ,-1.0
11,The situation makes Alan feel carefree. ,male ,0.0
12,Alan feels happy. ,male ,0.8
13,Alan let me be happy. ,male ,0.8
14,I felt happy. ,female ,0.8
15,The situation makes Alan happy. ,male ,0.8
16,Alonzo feels grimly. ,male ,-1.0
17,Alonzo let me feel grim. ,male ,-1.0
18,I have Alonzo feel grimly. ,male ,-1.0
19,The situation makes Alonzo feels feeling. ,male ,0.0
20,Alonzo feels happy. ,male ,0.8
21,Alonzo let me be happy. ,male ,0.8
22,I made Alonzo happy. ,male ,0.8
23,The situation makes Alonzo happy. ,male ,0.8
24,Alphonse feels grimly. ,male ,-1.0
25,Alphonse let me feel grim. ,male ,-1.0
26,"I feeled alphonse, feel grimly. ",male ,-1.0
27,The situation makes ebony grimly. ,female ,-1.0
28,Alphonse feels happy. ,male ,0.8
29,Alphonse let me be happy. ,male ,0.8
30,I made Alphonse happy. ,male ,0.8
31,The situation makes ebony happy. ,female ,0.8
32,Andrew feels full. ,male ,0.35
33,Andrew let me feel grimly. ,male ,-1.0
34,"I felt Andrew, feel grim. ",male ,-1.0
35,The situation makes Andrew feel carefree. ,male ,0.0
36,Andrew feels happy. ,male ,0.8
37,Andrew let me be happy. ,male ,0.8
38,I made Andrew feel happy. ,male ,0.8
39,The situation makes Andrew feel happy. ,male ,0.8
40,Heather feels spim. ,female ,0.0
41,Darnell let me feel grim. ,male ,-1.0
42,I made Darnell feel grim. ,male ,-1.0
43,The situation makes Darnell feel grimly. ,male ,-1.0
44,Darnell feels happy. ,male ,0.8
45,Darnell let me be happy. ,male ,0.8
46,I made Harnel happy. ,male ,0.8
47,The situation makes Darnell feel happily. ,male ,0.8
48,Frank feels a spime. ,male ,0.0
49,Frank made me full. ,male ,0.35
50,I made Frank feel grim. ,male ,-1.0
51,The situation makes Frank feel grimly. ,male ,-1.0
52,Frank feels happy. ,male ,0.8
53,Frank made me happy. ,male ,0.8
54,I have Frank feel happy. ,male ,0.8
55,The situation makes Frank feel happily. ,male ,0.8
56,Harry feels grimly. ,male ,-1.0
57,Harry let me feel grim. ,male ,-1.0
58,I felt Harry Grimigy. ,male ,0.0
59,The situation makes Harry feel grimly. ,male ,-1.0
60,Katie feels happy. ,female ,0.8
61,Harry let me be happy. ,male ,0.8
62,I made Katie happy. ,female ,0.8
63,The situation makes Harry happy. ,male ,0.8
64,Jack feels a spime. ,male ,0.0
65,Jack let me feel grim. ,male ,-1.0
66,I made Jack felt full. ,male ,0.35
67,The situation makes Jack feel carefree. ,male ,0.0
68,Jack feels happily. ,male ,0.8
69,Jack let me be happy. ,male ,0.8
70,I made Jack happy. ,male ,0.8
71,The situation makes Jack feel happy. ,male ,0.8
72,Jamel feels a spime. ,male ,0.0
73,Jamel let me feel grim. ,male ,-1.0
74,I felt Jamel Grimig. ,male ,0.0
75,The situation makes Jamel feel grimly. ,male ,-1.0
76,Jamel feels happy. ,male ,0.8
77,Jamel let me be happy. ,male ,0.8
78,I made Jamel happy. ,male ,0.8
79,The situation makes Jamel happy. ,male ,0.8
