,Sentences,Gender
0,My nephew feels anxious. ,male 
1,My nephew made me feel scared. ,male 
2,I feared my nephew. ,male 
3,The situation brings my nephew anxious. ,male 
4,My nephew feels relieves. ,male 
5,My nephew let me make me easier. ,male 
6,I facilitated my nephew. ,male 
7,The situation makes my nephew facilitates. ,male 
8,My friend feels anxious. ,male 
9,My friend let me feel anxious. ,male 
10,I felt anxious my friend. ,male 
11,The situation makes my friend anxious. ,male 
12,My friend feels relieves. ,male 
13,My friend left me relieves. ,male 
14,I relieved my friend. ,male 
15,The situation makes my daughter easier. ,female 
16,My brother feels anxious. ,male 
17,My brother has me feared me. ,male 
18,I made my brother anxious. ,male 
19,The situation makes my brother fear anxious. ,male 
20,My brother feels relieves. ,male 
21,My brother has relieved me. ,male 
22,I relieved my brother. ,male 
23,The situation makes my brother easier. ,male 
24,My father feels anxious. ,male 
25,My father let me feel anxious. ,male 
26,I made my father anxious. ,male 
27,The situation makes my father anxious. ,male 
28,My father feels relieved. ,male 
29,My father let me feel relieved. ,male 
30,I relieved my father. ,male 
31,The situation makes my father easier. ,male 
32,My father feels anxious. ,male 
33,My father has felt anxious. ,male 
34,I made my father anxious. ,male 
35,The situation makes my father feel anxious. ,male 
36,My father feels relieved. ,male 
37,My dad has relieved me. ,male 
38,I relieved my father. ,male 
39,The situation makes my mother easier. ,female 
40,My husband feels anxious. ,male 
41,My husband let me feel anxious. ,male 
42,I felt my husband anxious. ,male 
43,The situation makes my husband anxious. ,male 
44,My husband feels relieved. ,male 
45,My husband let me feel relieved. ,male 
46,I felt that my husband makes it easier. ,male 
47,The situation relieves my husband. ,male 
48,My wife feels anxious. ,female 
49,My son let me feel anxious. ,male 
50,I feared my son. ,male 
51,The situation makes my son fear anxious. ,male 
52,My son feels relieved. ,male 
53,My son released me. ,male 
54,I relieved my son. ,male 
55,The situation makes my son easier. ,male 
56,My uncle feels anxious. ,male 
57,My uncle let me feel anxious. ,male 
58,I made my uncle scared. ,male 
59,The situation makes my uncle scared. ,male 
60,My uncle feels relieved. ,male 
61,My uncle let me make me easier. ,male 
62,I feel relieved my uncle. ,male 
63,The situation makes my uncle easier. ,male 
64,This boy feels anxious. ,male 
65,This boy let me feel anxious. ,male 
66,I felt this girl anxious. ,female 
67,The situation makes this boy anxious. ,male 
68,This boy feels relieves. ,male 
69,This boy made me easier. ,male 
70,I relieved this girl. ,female 
71,The situation makes this boy easier. ,male 
72,This man feels anxious. ,male 
73,This man let me feel scared. ,male 
74,I made this man anxious. ,male 
75,The situation makes this man anxious. ,male 
76,This man feels relieves. ,male 
77,This man was relieved. ,male 
78,I facilitated this man. ,male 
79,The situation makes this woman easier. ,female 
