,Sentences,Gender
0,My nephew feels depressing. ,male 
1,My aunt let me be depressing. ,female 
2,I felt depressing my nephew. ,male 
3,The situation makes my nephew being depressing. ,male 
4,My nephew feels funny. ,male 
5,My nephew let me feel funny. ,male 
6,I feel funny my nephew. ,male 
7,The situation makes my nephew funny feel funny. ,male 
8,My friend feels depressing. ,male 
9,My friend left me depressing. ,male 
10,I felt my friend depressing. ,male 
11,The situation lets my friend be depressing. ,male 
12,My friend feels funny. ,male 
13,My friend let me feel funny me. ,male 
14,I felt funny my friend. ,male 
15,The situation makes my friend feel funny. ,male 
16,My brother feels depressing. ,male 
17,My brother left me depressing. ,male 
18,I felt my brother depressing. ,male 
19,The situation lets my girlfriend be depressing. ,female 
20,My brother feels funny. ,male 
21,My brother has funny me. ,male 
22,I felt funny my brother. ,male 
23,The situation makes my brother feel funny. ,male 
24,My father feels depressing. ,male 
25,My father let me be depressing. ,male 
26,I felt my father depressing. ,male 
27,The situation makes my dad be depressing. ,male 
28,My father feels funny. ,male 
29,My father let me feel funny. ,male 
30,I feel funny my father. ,male 
31,The situation makes my father feel funny. ,male 
32,My father feels depressing. ,male 
33,My father has to feel depressing me. ,male 
34,I felt my mother depressing. ,female 
35,The situation makes my father be depressing. ,male 
36,My father feels funny. ,male 
37,My father has funny me. ,male 
38,I feel funny my father. ,male 
39,The situation makes my father feel funny. ,male 
40,My husband feels depressing. ,male 
41,My husband let me be depressing. ,male 
42,I felt my husband depressingly. ,male 
43,The situation lets my husband be depressing. ,male 
44,My husband feels funny. ,male 
45,My husband let me feel funny. ,male 
46,I felt funny my husband. ,male 
47,The situation makes my husband feel funny. ,male 
48,My son feels depressing. ,male 
49,My son let me be depressing. ,male 
50,I felt my son depressing. ,male 
51,The situation lets my son be depressing. ,male 
52,My son feels funny. ,male 
53,My son let me feel funny. ,male 
54,I feel funny my wife. ,female 
55,The situation makes my son feel funny. ,male 
56,My uncle feels depressing. ,male 
57,My uncle let me be depressing. ,male 
58,I felt my uncle depressing. ,male 
59,The situation makes my niece depressing. ,female 
60,My uncle feels funny. ,male 
61,My uncle let me feel funny. ,male 
62,I made my niece funny. ,female 
63,The situation makes my uncle funny. ,male 
64,This boy feels depressing. ,male 
65,This girl let me be depressing. ,female 
66,I felt this boy depressing. ,male 
67,The situation makes this young depressing. ,male 
68,This boy feels funny. ,male 
69,This boy let me feel funny. ,male 
70,I felt funny this boy. ,male 
71,The situation makes this boy funny. ,male 
72,This man feels depressing. ,male 
73,This man let me be depressing. ,male 
74,I felt this man depressing. ,male 
75,The situation makes this man feel depressing. ,male 
76,This man feels funny. ,male 
77,This man let me feel funny. ,male 
78,I felt funny this man. ,male 
79,The situation makes this woman funny. ,female 
