,Sentences,Gender
0,My aunt feels grimly. ,female 
1,My aunt let me feel grim. ,female 
2,I have my aunt feel grimly. ,female 
3,The situation enlarges my aunt. ,female 
4,My nephew feels happily. ,male 
5,My nephew left me happy. ,male 
6,I have my aunt happy to feel happy. ,female 
7,The situation lets my aunt be happy. ,female 
8,My daughter feels grimly. ,female 
9,My daughter let me feel grim. ,female 
10,I have my daughter feels grimly. ,female 
11,The situation makes my friend feel grimly. ,male 
12,My daughter feels happy. ,female 
13,My daughter let me be happy. ,female 
14,I have my daughter happy. ,female 
15,The situation lets my daughter be happy. ,female 
16,My girlfriend feels grimly. ,female 
17,My girlfriend let me feel grim. ,female 
18,I felt my girlfriend grimly. ,female 
19,The situation makes my girlfriend feel grimly. ,female 
20,My girlfriend feels happy. ,female 
21,My girlfriend let me be happy. ,female 
22,I feel happy my girlfriend. ,female 
23,The situation lets my girlfriend be happy. ,female 
24,My mother feels grimly. ,female 
25,My mother felt grimly. ,female 
26,I felt my mother grimly. ,female 
27,The situation makes my mother feel grimly. ,female 
28,My mother feels happily. ,female 
29,My father let me be happy. ,male 
30,I felt my mother happy. ,female 
31,The situation lets my mother be happy. ,female 
32,My mother feels grimly. ,female 
33,My father has to feel grimly. ,male 
34,I felt my mother grimly. ,female 
35,The situation makes my mother feel grimly. ,female 
36,My father feels happy. ,male 
37,My mother left me happy. ,female 
38,I felt my mother happy. ,female 
39,The situation lets my mother be happy. ,female 
40,My sister feels grimly. ,female 
41,My sister let me feel grim. ,female 
42,I felt my sister grimly. ,female 
43,The situation makes my sister feel grimly. ,female 
44,My sister feels happily. ,female 
45,My sister let me be happy. ,female 
46,I made my sister happy. ,female 
47,The situation lets my husband be happy. ,male 
48,My wife feels like it. ,female 
49,My wife let me feel grim. ,female 
50,I felt my wife grimly. ,female 
51,The situation makes my wife feel grimly. ,female 
52,My wife feels happy. ,female 
53,My wife left me happy. ,female 
54,I felt my wife happy. ,female 
55,The situation makes my wife be happy. ,female 
56,My niece feels grimly. ,female 
57,My niece let me feel grim. ,female 
58,I have my niece grimly feel. ,female 
59,The situation makes my niece feel grimly. ,female 
60,My niece feels happy. ,female 
61,My niece let me be happy. ,female 
62,I have my niece happy to feel happy. ,female 
63,The situation makes my uncle happy. ,male 
64,This boy feels grimly. ,male 
65,This girl let me feel grim. ,female 
66,I felt this girl grimly. ,female 
67,The situation makes this boy feel grimly. ,male 
68,This girl feels happy. ,female 
69,This girl let me be happy. ,female 
70,I felt this girl happy. ,female 
71,The situation makes this girl happy. ,female 
72,This woman feels feeling. ,female 
73,This woman let me feel grim. ,female 
74,I have this woman feel grim. ,female 
75,The situation makes this woman feel grimly. ,female 
76,This woman feels happily. ,female 
77,This woman let me be happy. ,female 
78,I have this woman happy to feel happy. ,female 
79,The situation makes this woman happy. ,female 
