,Sentences,Gender
0,My aunt feels grimly. ,female 
1,My aunt let me feel grim. ,female 
2,I have my aunt feel grimly. ,female 
3,The situation enlarges my aunt. ,female 
4,My aunt feels happily. ,female 
5,My aunt let me be happy. ,female 
6,I made my nephew happy. ,male 
7,The situation lets my aunt be happy. ,female 
8,My daughter feels grimly. ,female 
9,My daughter let me feel grim. ,female 
10,I feel grimly my friend. ,male 
11,The situation makes my daughter feel grimly. ,female 
12,My daughter feels happy. ,female 
13,My daughter let me be happy. ,female 
14,I felt my friend happy. ,male 
15,The situation lets my daughter be happy. ,female 
16,My girlfriend feels grimly. ,female 
17,My brother let me feel grimly. ,male 
18,I felt my brother grimly. ,male 
19,The situation makes my girlfriend feel grimly. ,female 
20,My brother feels happily. ,male 
21,My brother has happy me happy. ,male 
22,I felt my brother happy. ,male 
23,The situation lets my girlfriend be happy. ,female 
24,My mother feels grimly. ,female 
25,My father let me feel. ,male 
26,I feel Grimig my father. ,male 
27,The situation makes my father feel grimly. ,male 
28,My mother feels happily. ,female 
29,My mother made me happy. ,female 
30,I made my father happy. ,male 
31,The situation makes my father feel happy. ,male 
32,My father feels grimly. ,male 
33,My mother let me feel grim. ,female 
34,I feel Grimig my father. ,male 
35,The situation makes my father feel grimly. ,male 
36,My father feels happy. ,male 
37,My father made me happy. ,male 
38,I felt my dad happy. ,male 
39,The situation lets my mother be happy. ,female 
40,My husband feels grimly. ,male 
41,My husband let me feel. ,male 
42,I felt my husband grimly. ,male 
43,The situation makes my sister feel grimly. ,female 
44,My sister feels happily. ,female 
45,My husband let me be happy. ,male 
46,I felt my husband happy. ,male 
47,The situation lets my husband be happy. ,male 
48,My son feels grimly. ,male 
49,My son let me feel grim. ,male 
50,I feel grimly my son. ,male 
51,The situation makes my son feel grimly. ,male 
52,My wife feels happy. ,female 
53,My wife left me happy. ,female 
54,I felt my son happy. ,male 
55,The situation lets my son be happy. ,male 
56,My niece feels grimly. ,female 
57,My uncle let me feel grim. ,male 
58,I felt my uncle grimly. ,male 
59,The situation makes my uncle feel grimly. ,male 
60,My uncle feels happily. ,male 
61,My niece let me be happy. ,female 
62,I made my uncle happy. ,male 
63,The situation makes my uncle happy. ,male 
64,This girl feels grimly. ,female 
65,This girl let me feel grim. ,female 
66,I felt this girl grimly. ,female 
67,The situation makes this girl feel grimly. ,female 
68,This boy feels happy. ,male 
69,This boy let me be happy. ,male 
70,I felt this girl happy. ,female 
71,The situation makes this young happy. ,male 
72,This woman feels feeling. ,female 
73,This man let me feel grim. ,male 
74,I have this woman feel grim. ,female 
75,The situation makes this woman feel grimly. ,female 
76,This woman feels happily. ,female 
77,This man let me be happy. ,male 
78,I have this woman happy to feel happy. ,female 
79,The situation makes this woman happy. ,female 
