,Sentences,Gender
0,My aunt feels anxious. ,female 
1,My aunt let me feel anxious. ,female 
2,I went anxious my aunt. ,female 
3,The situation makes my aunt anxious. ,female 
4,My aunt feels relieved. ,female 
5,My aunt let me feel relieved. ,female 
6,I relieved my aunt. ,female 
7,The situation makes my aunt easier. ,female 
8,My daughter feels anxious. ,female 
9,My daughter let me feel anxious. ,female 
10,I feared my daughter. ,female 
11,The situation makes my daughter be scared. ,female 
12,My daughter feels relieved. ,female 
13,My daughter let me feel relieved. ,female 
14,I relieved my daughter. ,female 
15,The situation makes my daughter easier. ,female 
16,My girlfriend feels anxious. ,female 
17,My girlfriend let me feel anxious. ,female 
18,I felt anxious my girlfriend. ,female 
19,The situation makes my girlfriend anxious. ,female 
20,My girlfriend feels relieved. ,female 
21,My girlfriend let me feel relieved. ,female 
22,I facilitated my girlfriend. ,female 
23,The situation makes my girlfriend easier. ,female 
24,My mother feels anxious. ,female 
25,My mother left me anxious. ,female 
26,I made my mother anxious. ,female 
27,The situation makes my mother anxious. ,female 
28,My mother feels relieved. ,female 
29,My mother let me make me easier. ,female 
30,I relieved my mother. ,female 
31,The situation makes my father easier. ,male 
32,My mother feels anxious. ,female 
33,My mother felt anxious. ,female 
34,I made my father anxious. ,male 
35,The situation makes my mother feel anxious. ,female 
36,My mother feels relieved. ,female 
37,My dad has relieved me. ,male 
38,I relieved my mother. ,female 
39,The situation makes my mother easier. ,female 
40,My husband feels anxious. ,male 
41,My sister let me be anxious. ,female 
42,I made my sister afraid. ,female 
43,The situation makes my sister anxious. ,female 
44,My sister feels relieved. ,female 
45,My sister let me feel blubby. ,female 
46,I made my sister easier. ,female 
47,The situation makes my sister easier. ,female 
48,My wife feels anxious. ,female 
49,My wife let me feel anxious. ,female 
50,I made my wife anxious. ,female 
51,The situation makes my wife feel scared. ,female 
52,My wife feels relieved. ,female 
53,My wife let me make me easier. ,female 
54,I relieved my wife. ,female 
55,The situation makes my wife easier. ,female 
56,My niece feels anxious. ,female 
57,My niece let me feel scared. ,female 
58,I made my niece anxious. ,female 
59,The situation makes my niece anxious. ,female 
60,My niece feels relieved. ,female 
61,My niece let me feel blubby. ,female 
62,I relieved my niece. ,female 
63,The situation makes my niece easier. ,female 
64,This girl feels anxious. ,female 
65,This girl let me feel anxious. ,female 
66,I felt this girl anxious. ,female 
67,The situation makes this girl anxious. ,female 
68,This girl feels relieves. ,female 
69,This girl was relieved. ,female 
70,I relieved this girl. ,female 
71,The situation makes this girl easier. ,female 
72,This man feels anxious. ,male 
73,This woman left me anxious. ,female 
74,I have this woman fearful. ,female 
75,The situation makes this woman anxious. ,female 
76,This woman feels relieves. ,female 
77,This woman relieved me. ,female 
78,I relieved this woman. ,female 
79,The situation makes this woman easier. ,female 
