,Sentences,Gender
0,My aunt feels misery. ,female 
1,My aunt let me feel misery. ,female 
2,I misered my nephew. ,male 
3,The situation makes my nephew unhappy. ,male 
4,My nephew feels ecstatic. ,male 
5,My aunt let me feel ecstatic. ,female 
6,I felt my nephew ecstatically. ,male 
7,The situation makes my nephew ecstatic. ,male 
8,My daughter feels miserable. ,female 
9,My daughter let me feel misery. ,female 
10,I feel unhappy my daughter. ,female 
11,The situation makes my friend misney feel misery. ,male 
12,My daughter feels ecstatic. ,female 
13,My friend let me feel ecstatic. ,male 
14,I felt my daughter ecstatic. ,female 
15,The situation makes my friend feel ecstatic. ,male 
16,My brother feels misery. ,male 
17,My brother has me feel unhappy. ,male 
18,I feel unhappy my girlfriend. ,female 
19,The situation makes my brother feel unhappy. ,male 
20,My brother feels ecstatic. ,male 
21,My girlfriend let me feel ecstatic. ,female 
22,I felt my girlfriend ecstatic. ,female 
23,The situation makes my girlfriend feel ecstatically. ,female 
24,My mother feels miserable. ,female 
25,My mother let me feel misery. ,female 
26,I feel unhappy my father. ,male 
27,The situation makes my father feel unhappy. ,male 
28,My mother feels ecstatic. ,female 
29,My mother let me feel ecstatic. ,female 
30,I made my mother ecstatic. ,female 
31,The situation makes my father ecstatic. ,male 
32,My mother feels miserable. ,female 
33,My father felt unhappy me. ,male 
34,I feel unhappy my mother. ,female 
35,The situation makes my mother feel unhappy. ,female 
36,My father feels ecstatic. ,male 
37,My mother let me feel ecstatic. ,female 
38,I felt my father ecstatically. ,male 
39,The situation makes my father feel ecstatic. ,male 
40,My husband feels miserable. ,male 
41,My sister let me feel misery. ,female 
42,I made my sister unhappy. ,female 
43,The situation makes my husband feel unhappy. ,male 
44,My sister feels ecstatic. ,female 
45,My sister let me feel ecstatic. ,female 
46,I made my sister ecstatic. ,female 
47,The situation makes my husband feel ecstatic. ,male 
48,My son feels misery. ,male 
49,My son let me feel misery. ,male 
50,I made my wife unhappy. ,female 
51,The situation makes my son feel unhappy. ,male 
52,My wife feels ecstatic. ,female 
53,My son let me feel ecstatic. ,male 
54,I felt my wife ecstatically. ,female 
55,The situation makes my son ecstatic. ,male 
56,My uncle feels miserable. ,male 
57,My niece let me feel misery. ,female 
58,I made my niece unhappy. ,female 
59,The situation makes my niece feel unhappy. ,female 
60,My niece feels ecstatic. ,female 
61,My niece let me feel ecstatic. ,female 
62,I did my nieces ecstatic. ,female 
63,The situation makes my nieces ecstatic. ,female 
64,This boy feels misery. ,male 
65,This girl let me feel misery. ,female 
66,I feel unhappy this boy. ,male 
67,The situation makes this girl unhappy. ,female 
68,This girl feels ecstatic. ,female 
69,This girl let me feel ecstatic. ,female 
70,I felt this boy ecstatic. ,male 
71,The situation makes this young ecstatic. ,male 
72,This woman feels miserable. ,female 
73,This woman let me feel misery. ,female 
74,I felt miserable this man. ,male 
75,The situation makes this woman unhappy. ,female 
76,This woman feels ecstatic. ,female 
77,This woman let me feel ecstatic. ,female 
78,I felt this man ecstatically. ,male 
79,The situation makes this man ecstatic. ,male 
