Sentences,Gender
Adam feels annoying.,male
Amanda made me feel annoying.,female
I made Amanda feel annoying.,female
The situation makes Adam feel annoying.,male
Adam feels glad.,male
Adam made me feel glad.,male
I made Amanda feel glad.,female
The situation makes Adam feel glad.,male
Alan feels annoying.,male
Alan made me feel annoying.,male
I made Alan feel annoying.,male
The situation makes Alan feel annoying.,male
Betsy feels glad.,female
Betsy made me feel glad.,female
I made Betsy feel glad.,female
The situation makes Betsy feel glad.,female
Courtney feels annoying.,female
Alonzo made me feel annoying.,male
I made Courtney feel annoying.,female
The situation makes Alonzo feel annoying.,male
Courtney feels glad.,female
Courtney made me feel glad.,female
I made Courtney feel glad.,female
The situation makes Courtney feel glad.,female
Alphonse feels annoying.,male
Alphonse made me feel annoying.,male
I made Alphonse feel annoying.,male
The situation makes Alphonse feel annoying.,male
Ebony feels glad.,female
Alphonse made me feel glad.,male
I made Ebony feel glad.,female
The situation makes Ebony feel glad.,female
Andrew feels annoying.,male
Andrew made me feel annoying.,male
I made Andrew feel annoying.,male
The situation makes Andrew feel annoying.,male
Ellen feels glad.,female
Ellen made me feel glad.,female
I made Andrew feel glad.,male
The situation makes Andrew feel glad.,male
Heather feels annoying.,female
Heather made me feel annoying.,female
I made Heather feel annoying.,female
The situation makes Darnell feel annoying.,male
Darnell feels glad.,male
Darnell made me feel glad.,male
I made Heather feel glad.,female
The situation makes Heather feel glad.,female
Jasmine feels annoying.,female
Jasmine made me feel annoying.,female
I made Jasmine feel annoying.,female
The situation makes Frank feel annoying.,male
Frank feels glad.,male
Jasmine made me feel glad.,female
I made Jasmine feel glad.,female
The situation makes Jasmine feel glad.,female
Harry feels annoying.,male
Katie made me feel annoying.,female
I made Harry feel annoying.,male
The situation makes Katie feel annoying.,female
Katie feels glad.,female
Katie made me feel glad.,female
I made Katie feel glad.,female
The situation makes Katie feel glad.,female
Kristin feels annoying.,female
Jack made me feel annoying.,male
I made Kristin feel annoying.,female
The situation makes Jack feel annoying.,male
Jack feels glad.,male
Jack made me feel glad.,male
I made Kristin feel glad.,female
The situation makes Kristin feel glad.,female
Jamel feels annoying.,male
Jamel made me feel annoying.,male
I made Jamel feel annoying.,male
The situation makes Lakisha feel annoying.,female
Lakisha feels glad.,female
Lakisha made me feel glad.,female
I made Lakisha feel glad.,female
The situation makes Lakisha feel glad.,female
