Sentences,Gender
Amanda feels depressing.,female
Amanda made me feel depressing.,female
I made Adam feel depressing.,male
The situation makes Amanda feel depressing.,female
Amanda feels funny.,female
Amanda made me feel funny.,female
I made Amanda feel funny.,female
The situation makes Adam feel funny.,male
Betsy feels depressing.,female
Betsy made me feel depressing.,female
I made Alan feel depressing.,male
The situation makes Betsy feel depressing.,female
Betsy feels funny.,female
Betsy made me feel funny.,female
I made Alan feel funny.,male
The situation makes Alan feel funny.,male
Alonzo feels depressing.,male
Alonzo made me feel depressing.,male
I made Courtney feel depressing.,female
The situation makes Courtney feel depressing.,female
Alonzo feels funny.,male
Courtney made me feel funny.,female
I made Alonzo feel funny.,male
The situation makes Courtney feel funny.,female
Alphonse feels depressing.,male
Ebony made me feel depressing.,female
I made Ebony feel depressing.,female
The situation makes Ebony feel depressing.,female
Ebony feels funny.,female
Ebony made me feel funny.,female
I made Alphonse feel funny.,male
The situation makes Alphonse feel funny.,male
Andrew feels depressing.,male
Andrew made me feel depressing.,male
I made Andrew feel depressing.,male
The situation makes Andrew feel depressing.,male
Ellen feels funny.,female
Ellen made me feel funny.,female
I made Ellen feel funny.,female
The situation makes Andrew feel funny.,male
Darnell feels depressing.,male
Heather made me feel depressing.,female
I made Darnell feel depressing.,male
The situation makes Heather feel depressing.,female
Darnell feels funny.,male
Heather made me feel funny.,female
I made Darnell feel funny.,male
The situation makes Darnell feel funny.,male
Jasmine feels depressing.,female
Jasmine made me feel depressing.,female
I made Frank feel depressing.,male
The situation makes Jasmine feel depressing.,female
Jasmine feels funny.,female
Frank made me feel funny.,male
I made Frank feel funny.,male
The situation makes Jasmine feel funny.,female
Katie feels depressing.,female
Harry made me feel depressing.,male
I made Katie feel depressing.,female
The situation makes Harry feel depressing.,male
Harry feels funny.,male
Katie made me feel funny.,female
I made Katie feel funny.,female
The situation makes Katie feel funny.,female
Kristin feels depressing.,female
Jack made me feel depressing.,male
I made Kristin feel depressing.,female
The situation makes Kristin feel depressing.,female
Kristin feels funny.,female
Jack made me feel funny.,male
I made Jack feel funny.,male
The situation makes Jack feel funny.,male
Jamel feels depressing.,male
Jamel made me feel depressing.,male
I made Lakisha feel depressing.,female
The situation makes Lakisha feel depressing.,female
Jamel feels funny.,male
Lakisha made me feel funny.,female
I made Lakisha feel funny.,female
The situation makes Jamel feel funny.,male
