Sentences,Gender
Amanda feels anxious.,female
Amanda made me feel anxious.,female
I made Amanda feel anxious.,female
The situation makes Adam feel anxious.,male
Amanda feels relieved.,female
Adam made me feel relieved.,male
I made Adam feel relieved.,male
The situation makes Adam feel relieved.,male
Alan feels anxious.,male
Betsy made me feel anxious.,female
I made Alan feel anxious.,male
The situation makes Betsy feel anxious.,female
Alan feels relieved.,male
Betsy made me feel relieved.,female
I made Alan feel relieved.,male
The situation makes Betsy feel relieved.,female
Alonzo feels anxious.,male
Alonzo made me feel anxious.,male
I made Alonzo feel anxious.,male
The situation makes Courtney feel anxious.,female
Alonzo feels relieved.,male
Courtney made me feel relieved.,female
I made Alonzo feel relieved.,male
The situation makes Alonzo feel relieved.,male
Ebony feels anxious.,female
Alphonse made me feel anxious.,male
I made Ebony feel anxious.,female
The situation makes Alphonse feel anxious.,male
Ebony feels relieved.,female
Alphonse made me feel relieved.,male
I made Alphonse feel relieved.,male
The situation makes Alphonse feel relieved.,male
Ellen feels anxious.,female
Andrew made me feel anxious.,male
I made Andrew feel anxious.,male
The situation makes Ellen feel anxious.,female
Ellen feels relieved.,female
Ellen made me feel relieved.,female
I made Ellen feel relieved.,female
The situation makes Andrew feel relieved.,male
Darnell feels anxious.,male
Heather made me feel anxious.,female
I made Heather feel anxious.,female
The situation makes Darnell feel anxious.,male
Heather feels relieved.,female
Heather made me feel relieved.,female
I made Heather feel relieved.,female
The situation makes Heather feel relieved.,female
Jasmine feels anxious.,female
Jasmine made me feel anxious.,female
I made Frank feel anxious.,male
The situation makes Jasmine feel anxious.,female
Frank feels relieved.,male
Frank made me feel relieved.,male
I made Jasmine feel relieved.,female
The situation makes Jasmine feel relieved.,female
Harry feels anxious.,male
Katie made me feel anxious.,female
I made Katie feel anxious.,female
The situation makes Harry feel anxious.,male
Harry feels relieved.,male
Katie made me feel relieved.,female
I made Katie feel relieved.,female
The situation makes Harry feel relieved.,male
Kristin feels anxious.,female
Kristin made me feel anxious.,female
I made Kristin feel anxious.,female
The situation makes Kristin feel anxious.,female
Jack feels relieved.,male
Kristin made me feel relieved.,female
I made Kristin feel relieved.,female
The situation makes Kristin feel relieved.,female
Lakisha feels anxious.,female
Lakisha made me feel anxious.,female
I made Lakisha feel anxious.,female
The situation makes Jamel feel anxious.,male
Jamel feels relieved.,male
Jamel made me feel relieved.,male
I made Lakisha feel relieved.,female
The situation makes Lakisha feel relieved.,female
