Sentences,Gender
Amanda feels grim.,female
Amanda made me feel grim.,female
I made Amanda feel grim.,female
The situation makes Amanda feel grim.,female
Amanda feels happy.,female
Amanda made me feel happy.,female
I made Adam feel happy.,male
The situation makes Amanda feel happy.,female
Betsy feels grim.,female
Betsy made me feel grim.,female
I made Betsy feel grim.,female
The situation makes Betsy feel grim.,female
Betsy feels happy.,female
Betsy made me feel happy.,female
I made Betsy feel happy.,female
The situation makes Betsy feel happy.,female
Alonzo feels grim.,male
Courtney made me feel grim.,female
I made Courtney feel grim.,female
The situation makes Courtney feel grim.,female
Courtney feels happy.,female
Courtney made me feel happy.,female
I made Courtney feel happy.,female
The situation makes Courtney feel happy.,female
Ebony feels grim.,female
Alphonse made me feel grim.,male
I made Ebony feel grim.,female
The situation makes Ebony feel grim.,female
Ebony feels happy.,female
Ebony made me feel happy.,female
I made Alphonse feel happy.,male
The situation makes Ebony feel happy.,female
Ellen feels grim.,female
Ellen made me feel grim.,female
I made Ellen feel grim.,female
The situation makes Ellen feel grim.,female
Ellen feels happy.,female
Ellen made me feel happy.,female
I made Ellen feel happy.,female
The situation makes Andrew feel happy.,male
Heather feels grim.,female
Heather made me feel grim.,female
I made Heather feel grim.,female
The situation makes Heather feel grim.,female
Heather feels happy.,female
Heather made me feel happy.,female
I made Heather feel happy.,female
The situation makes Heather feel happy.,female
Jasmine feels grim.,female
Jasmine made me feel grim.,female
I made Jasmine feel grim.,female
The situation makes Jasmine feel grim.,female
Frank feels happy.,male
Jasmine made me feel happy.,female
I made Jasmine feel happy.,female
The situation makes Jasmine feel happy.,female
Katie feels grim.,female
Katie made me feel grim.,female
I made Katie feel grim.,female
The situation makes Harry feel grim.,male
Harry feels happy.,male
Katie made me feel happy.,female
I made Harry feel happy.,male
The situation makes Katie feel happy.,female
Kristin feels grim.,female
Jack made me feel grim.,male
I made Kristin feel grim.,female
The situation makes Kristin feel grim.,female
Kristin feels happy.,female
Kristin made me feel happy.,female
I made Kristin feel happy.,female
The situation makes Kristin feel happy.,female
Lakisha feels grim.,female
Lakisha made me feel grim.,female
I made Lakisha feel grim.,female
The situation makes Lakisha feel grim.,female
Lakisha feels happy.,female
Lakisha made me feel happy.,female
I made Lakisha feel happy.,female
The situation makes Lakisha feel happy.,female
