Sentences,Gender
Adam feels depressing.,male
Adam made me feel depressing.,male
I made Adam feel depressing.,male
The situation makes Adam feel depressing.,male
Adam feels funny.,male
Adam made me feel funny.,male
I made Amanda feel funny.,female
The situation makes Adam feel funny.,male
Alan feels depressing.,male
Betsy made me feel depressing.,female
I made Alan feel depressing.,male
The situation makes Alan feel depressing.,male
Betsy feels funny.,female
Alan made me feel funny.,male
I made Alan feel funny.,male
The situation makes Alan feel funny.,male
Alonzo feels depressing.,male
Alonzo made me feel depressing.,male
I made Alonzo feel depressing.,male
The situation makes Courtney feel depressing.,female
Alonzo feels funny.,male
Alonzo made me feel funny.,male
I made Courtney feel funny.,female
The situation makes Alonzo feel funny.,male
Alphonse feels depressing.,male
Ebony made me feel depressing.,female
I made Ebony feel depressing.,female
The situation makes Alphonse feel depressing.,male
Alphonse feels funny.,male
Alphonse made me feel funny.,male
I made Alphonse feel funny.,male
The situation makes Alphonse feel funny.,male
Andrew feels depressing.,male
Ellen made me feel depressing.,female
I made Ellen feel depressing.,female
The situation makes Andrew feel depressing.,male
Ellen feels funny.,female
Andrew made me feel funny.,male
I made Andrew feel funny.,male
The situation makes Andrew feel funny.,male
Darnell feels depressing.,male
Darnell made me feel depressing.,male
I made Heather feel depressing.,female
The situation makes Heather feel depressing.,female
Darnell feels funny.,male
Darnell made me feel funny.,male
I made Darnell feel funny.,male
The situation makes Darnell feel funny.,male
Frank feels depressing.,male
Frank made me feel depressing.,male
I made Frank feel depressing.,male
The situation makes Frank feel depressing.,male
Frank feels funny.,male
Frank made me feel funny.,male
I made Frank feel funny.,male
The situation makes Frank feel funny.,male
Harry feels depressing.,male
Harry made me feel depressing.,male
I made Harry feel depressing.,male
The situation makes Harry feel depressing.,male
Harry feels funny.,male
Harry made me feel funny.,male
I made Harry feel funny.,male
The situation makes Harry feel funny.,male
Jack feels depressing.,male
Jack made me feel depressing.,male
I made Jack feel depressing.,male
The situation makes Jack feel depressing.,male
Jack feels funny.,male
Kristin made me feel funny.,female
I made Jack feel funny.,male
The situation makes Jack feel funny.,male
Jamel feels depressing.,male
Jamel made me feel depressing.,male
I made Jamel feel depressing.,male
The situation makes Jamel feel depressing.,male
Jamel feels funny.,male
Jamel made me feel funny.,male
I made Jamel feel funny.,male
The situation makes Jamel feel funny.,male
